 Alabama	 Alaska	 Arizona	 Arkansas	 California	 Colorado	 Connecticut	 Delaware	 District of Columbia	 Florida	 Georgia	 Hawaii	 Idaho	 Illinois	 Indiana	 Iowa	 Kansas	 Kentucky	 Louisiana	 Maine	 Maryland	 Massachusetts	 Michigan	 Minnesota	 Mississippi	 Missouri	 Montana	 Nebraska	 Nevada	 New Hampshire	 New Jersey	 New Mexico	 New York	 North Carolina	 North Dakota	 Ohio	 Oklahoma	 Oregon	 Pennsylvania	 Rhode Island	 South Carolina	 South Dakota	 Tennessee	 Texas	 Utah	 Vermont	 Virginia	 Washington	 West Virginia	 Wisconsin	 Wyoming	 Puerto Rico	 Virgin Islands
0.128357499	0.192819149	0.048024087	0.171551724	0.102560399	0.070078057	0.223586146	0.106728538	0.374269006	0.023056615	0.024783635	0.175102599	0.129667149	0.157096743	0.121462778	0.162484472	0.127232756	0.117392938	0.185944363	0.217630854	0.099394622	0.100817125	0.193467083	0.119883041	0.143769968	0.130749842	0.147916667	0.13243409	0.052214325	0.083815029	0.136357745	0.103706222	0.163402322	0.059650401	0.092948718	0.146806974	0.114811912	0.109319822	0.146517214	0.148314607	0.034676354	0.1440526	0.093375182	0.064281268	0.078190928	0.133245383	0.049473863	0.119752685	0.151285047	0.178566698	0.171666667	0.040496169	0.457142857
0.134062277	0.157579787	0.057884833	0.159770115	0.104850523	0.078490893	0.239807102	0.109822119	0.395002658	0.040833089	0.034683976	0.219562244	0.123878437	0.160422577	0.123349296	0.163726708	0.130805166	0.136551465	0.185526041	0.183884298	0.113332395	0.101968006	0.191349934	0.110877193	0.147763578	0.121613106	0.138020833	0.127835684	0.049890651	0.079479769	0.151523007	0.102686161	0.172236244	0.061107065	0.083791209	0.158568039	0.118142633	0.095194227	0.160528423	0.14494382	0.049537649	0.141063957	0.099204125	0.067695268	0.086234177	0.100263852	0.058299389	0.122356004	0.148948598	0.177639422	0.129166667	0.064939803	0.478571429
0.134062277	0.152925532	0.062250659	0.157471264	0.10480926	0.092541197	0.254712845	0.109048724	0.397660819	0.048225286	0.044125361	0.258549932	0.117510854	0.153575271	0.12407488	0.159751553	0.13932399	0.140683696	0.182806944	0.145316804	0.106856258	0.104730119	0.18761972	0.113216374	0.14456869	0.128229364	0.136979167	0.134886573	0.048797157	0.091040462	0.146597537	0.107786467	0.164411913	0.05804807	0.081959707	0.150211493	0.121865204	0.085367726	0.150320256	0.11011236	0.0498679	0.143454871	0.096177559	0.069920969	0.085838608	0.121372032	0.0634759	0.113732509	0.144859813	0.16969135	0.1275	0.117110544	0.542857143
0.075826004	0.097074468	0.0299586	0.10545977	0.036992717	0.058889853	0.037264358	0.017014695	0.33492823	0.024581989	0.004655127	0.179890561	0.089146165	0	0.028588013	0.066335404	0.068700192	0.062922615	0.104162309	0.000688705	0	0	0.05242464	0.04994152	0.080271565	0.007876497	0.093229167	0.081545064	0.025560416	0.002408478	0	0.062903774	0.017112569	0.012527312	0.049450549	0	0.072884013	0.030093659	0	0	0	0.11356844	0.037663939	0.039515627	0.059731013	0.001319261	0	0.072648877	0.059579439	0.082130083	0.076666667	0.052170741	0.485714286
0.08985025	0.13962766	0.043131351	0.133045977	0.040623904	0.069297485	0.019728189	0	0.334396598	0.034966266	0.009769211	0.203146375	0.096671491	0.011444781	0.041793644	0.08	0.084913438	0.074755823	0.11754863	0	0.008306349	0.010703188	0.076721444	0.054853801	0.094249201	0.037334594	0.0984375	0.094727161	0.030754511	0	0.00492547	0.079564774	0.024482585	0.018426803	0.05540293	0.010419891	0.076018809	0.040687855	0.013110488	0.007865169	0.009577279	0.123729827	0.048425064	0.047682819	0.06632384	0.059366755	0.002970129	0.082818093	0.05432243	0.093124917	0.075833333	0.065304633	0.5
0.114333254	0.160239362	0.050959729	0.160057471	0.061090594	0.078924545	0.054800526	0.025522042	0.360446571	0.057846876	0.028914241	0.225718194	0.10853835	0.045583488	0.068350022	0.109813665	0.108271503	0.102178813	0.136163982	0.003443526	0.031535971	0.025204281	0.097590483	0.072280702	0.117412141	0.074669187	0.11875	0.110974862	0.0390924	0.009152216	0.02786779	0.099625978	0.042958102	0.037144938	0.065018315	0.047766429	0.09130094	0.052663903	0.042033627	0.034831461	0.033850727	0.135684399	0.093150992	0.055699115	0.074762658	0.050131926	0.019008826	0.099576961	0.085280374	0.107166512	0.09	0.087194455	0.521428571
0.14095555	0.196808511	0.05833647	0.186206897	0.062844292	0.08716392	0.080666374	0.078112916	0.374269006	0.047990613	0.039470233	0.211354309	0.123589001	0.08588477	0.123059063	0.16447205	0.167078868	0.136927122	0.164819076	0.059917355	0.062086442	0.047301185	0.130255066	0.111695906	0.153354633	0.126181474	0.152083333	0.130594727	0.04825041	0.037090559	0.051328581	0.119687181	0.070065623	0.054479243	0.084249084	0.109254101	0.110109718	0.079533241	0.096277022	0.108988764	0.055647292	0.17035266	0.101558121	0.064507611	0.081751055	0.027704485	0.039120842	0.113732509	0.130841121	0.16969135	0.108333333	0.080992339	0.514285714
0.167577846	0.240691489	0.061121566	0.211494253	0.067445171	0.092281006	0.125383604	0.115235886	0.388623073	0.049838662	0.052911094	0.214774282	0.142691751	0.139685024	0.168625744	0.198012422	0.166254466	0.166979715	0.188245137	0.139807163	0.08925806	0.082633214	0.185300938	0.151345029	0.176517572	0.157687461	0.184895833	0.167075414	0.060688901	0.081888247	0.087751134	0.137708262	0.100403836	0.076620539	0.101648352	0.173527288	0.126567398	0.100261016	0.135208167	0.168539326	0.075957728	0.210998207	0.122631992	0.072787974	0.090453586	0.030343008	0.059996606	0.133176049	0.25	0.211021327	0.178333333	0.099598687	0.507142857
0.162586166	0.296542553	0.04230335	0.216954023	0.07252058	0.110928014	0.164401578	0.144624903	0.405103668	0.046875917	0.061827957	0.216142271	0.164688857	0.174410643	0.162675954	0.209440994	0.163231657	0.169233659	0.197448233	0.227272727	0.106433901	0.102658534	0.202843029	0.166432749	0.178115016	0.154694392	0.215625	0.174739424	0.057955167	0.109344894	0.149319507	0.144848691	0.121403332	0.097450838	0.10485348	0.180026823	0.113832288	0.117764471	0.146317054	0.195505618	0.086856011	0.24447101	0.131151216	0.07637173	0.097310127	0.069920844	0.076374745	0.147412952	0.17114486	0.245992847	0.229166667	0.165997811	0.542857143
0.156168291	0.345744681	0.030109146	0.18045977	0.052941055	0.108759757	0.083735204	0.121423047	0.446570973	0.021501907	0.058484133	0.196990424	0.15918958	0.159248753	0.138441445	0.142608696	0.118164331	0.141810669	0.168583978	0.208677686	0.102351119	0.056968581	0.15485432	0.136491228	0.141373802	0.132955261	0.180729167	0.140098099	0.058775287	0.073217726	0.130006481	0.133287997	0.081171126	0.058339403	0.096611722	0.129681213	0.095611285	0.10624904	0.106685348	0.104494382	0.050198151	0.215780036	0.115682098	0.070618858	0.085443038	0.056728232	0.054141208	0.129027009	0.215537383	0.222281097	0.181666667	0.149580445	0.592857143
0.170430235	0.33643617	0.037485886	0.192528736	0.042996554	0.112315698	0.045594038	0.119876257	0.353535354	0.018715166	0.063663782	0.186046512	0.16121563	0.159737846	0.155420113	0.144099379	0.129705963	0.149323817	0.161472495	0.232093664	0.09404477	0.05524226	0.167557213	0.141052632	0.185303514	0.133900441	0.196875	0.141324341	0.065062876	0.085741811	0.118470512	0.145188711	0.075921252	0.081136198	0.097527473	0.122872176	0.099137931	0.111008752	0.098478783	0.126966292	0.06340819	0.22713688	0.134177783	0.072335289	0.093618143	0.075197889	0.053038018	0.132281158	0.161799065	0.229301894	0.1975	0.086829624	0.571428571
0.179225101	0.296542553	0.068423033	0.230172414	0.054818544	0.11934085	0.126260412	0.101314772	0.364699628	0.04461719	0.071990559	0.136798906	0.176555716	0.191528905	0.205630533	0.182857143	0.164880462	0.182569497	0.189918427	0.25137741	0.096156554	0.093566578	0.209093659	0.163625731	0.216853035	0.176591052	0.213541667	0.169527897	0.080371788	0.121387283	0.100324044	0.171710303	0.082332155	0.104151493	0.108516484	0.156195192	0.132836991	0.130354675	0.12510008	0.195505618	0.081076618	0.216377764	0.162313642	0.076315144	0.10785865	0.160949868	0.07374406	0.158883827	0.191588785	0.25327858	0.221666667	0.115651222	0.55
0.223437129	0.217420213	0.070605947	0.244252874	0.057933937	0.126019081	0.144673389	0.088940449	0.368421053	0.060046935	0.08569368	0.177154583	0.181765557	0.203267143	0.211144972	0.204720497	0.172574883	0.183884298	0.215436101	0.254820937	0.095030269	0.112786282	0.237523944	0.190292398	0.24201278	0.179899181	0.2015625	0.183323115	0.073810826	0.126204239	0.125729099	0.17817069	0.110095911	0.116533139	0.125915751	0.198596926	0.148119122	0.146936895	0.166733387	0.235955056	0.081406869	0.219964136	0.182042372	0.090178622	0.112605485	0.19525066	0.085709437	0.155711032	0.227803738	0.261888992	0.190833333	0.135716892	0.6
0.230092703	0.170212766	0.077681596	0.237931034	0.065010625	0.129661752	0.167032004	0.131477185	0.364167996	0.078703432	0.093758196	0.209302326	0.174529667	0.21285337	0.209113336	0.213664596	0.189887332	0.190646131	0.220874294	0.223140496	0.097845981	0.115318218	0.236717411	0.188187135	0.250399361	0.173282924	0.200520833	0.186082158	0.083925642	0.117533719	0.138690862	0.190751445	0.11479051	0.124326293	0.115842491	0.188383369	0.147531348	0.143251958	0.166833467	0.231460674	0.085204756	0.216975493	0.188543885	0.09257408	0.121835443	0.159630607	0.097505092	0.156605923	0.228971963	0.263743542	0.17	0.148121124	0.664285714
0.239362966	0.162898936	0.085660519	0.237643678	0.06482494	0.144579358	0.184568172	0.137664346	0.381180223	0.094690525	0.103789667	0.257181943	0.170477569	0.219602856	0.217820345	0.206459627	0.185490519	0.198910594	0.227776616	0.191460055	0.105589188	0.117159627	0.241556609	0.188888889	0.259984026	0.173913043	0.186979167	0.180257511	0.075861126	0.137283237	0.139857421	0.181230874	0.123321555	0.125710124	0.119047619	0.19581141	0.153409091	0.129279902	0.160028022	0.214606742	0.093626156	0.212193664	0.198520345	0.096912311	0.126318565	0.172823219	0.102766463	0.151887406	0.237149533	0.25765002	0.153333333	0.192630427	0.721428571
0.167815546	0.121010638	0.055626647	0.179022989	0.010687243	0.114397225	0.039456379	0.051044084	0.341307815	0.070577882	0.062155783	0.151162791	0.13487699	0.071016336	0.134233058	0.112546584	0.094256664	0.133546206	0.150177787	0.022727273	0.010136562	0.023593049	0.139429378	0.119766082	0.197683706	0.061121613	0.127604167	0.111587983	0.05904866	0.057803468	0.028515878	0.131927916	0	0.077130371	0.08470696	0.063551016	0.1044279	0.073391678	0.03082466	0.048314607	0.048051519	0.163179916	0.131151216	0.072882283	0.100474684	0.088390501	0.045315682	0.0938822	0.125584112	0.155914691	0.104166667	0.121123677	0.757142857
0.197290231	0.160239362	0.077681596	0.213793103	0.0177433	0.129314831	0.053485313	0.058778036	0.338118022	0.092021121	0.075334382	0.187414501	0.145875543	0.09449281	0.148454506	0.122484472	0.124209948	0.146130729	0.175067977	0.033057851	0.029846544	0.03705835	0.152434721	0.127251462	0.226837061	0.107750473	0.141145833	0.129368486	0.064789502	0.066473988	0.038885288	0.156409385	0.01822312	0.090823015	0.086996337	0.075518415	0.122844828	0.095654844	0.064851882	0.053932584	0.066050198	0.171548117	0.150655756	0.08361469	0.108649789	0.133245383	0.056687033	0.107305565	0.122663551	0.178301762	0.098333333	0.122218169	0.835714286
0.214166865	0.184840426	0.09092962	0.238505747	0.025500836	0.142844753	0.069706269	0.072699149	0.358851675	0.106717512	0.086939418	0.207934337	0.153400868	0.127164238	0.17109273	0.152795031	0.156361638	0.163035312	0.194519975	0.054407713	0.040687034	0.043848544	0.167758847	0.144912281	0.255191693	0.143037177	0.1578125	0.149908032	0.076681247	0.07177264	0.055346727	0.17817069	0.034326098	0.103277495	0.097069597	0.096048695	0.140478056	0.113618916	0.072257806	0.069662921	0.089498018	0.188284519	0.167133729	0.091989362	0.120648734	0.118733509	0.066530889	0.12422714	0.148364486	0.196317393	0.1125	0.136446552	0.878571429
0.25885429	0.214095745	0.104478735	0.269827586	0.022550496	0.154119688	0.084612012	0.128383604	0.360446571	0.11525374	0.107264621	0.203146375	0.173371925	0.190648538	0.224060369	0.211677019	0.205825776	0.201728024	0.220037649	0.112258953	0.081655638	0.096789044	0.203447928	0.180116959	0.304313099	0.214398236	0.199479167	0.187001839	0.085155823	0.103082852	0.099416721	0.205712343	0.064209995	0.129424618	0.115384615	0.138037759	0.154584639	0.13618916	0.136709367	0.135955056	0.127807133	0.221159594	0.201659007	0.101005338	0.132911392	0.106860158	0.094874406	0.142287667	0.216121495	0.225460326	0.139166667	0.147026633	0.914285714
0.268362253	0.261968085	0.108392924	0.287356322	0.031401514	0.150303556	0.138974134	0.162412993	0.374800638	0.113288354	0.117689483	0.20998632	0.19276411	0.238970948	0.260194457	0.253913043	0.214894202	0.229902329	0.240744614	0.203168044	0.11572575	0.131545632	0.2578889	0.214385965	0.336261981	0.251575299	0.226041667	0.214285714	0.094997266	0.143545279	0.140764744	0.215572934	0.106108026	0.146831755	0.142399267	0.209532652	0.165556426	0.152310763	0.173839071	0.228089888	0.144980185	0.263598326	0.21858536	0.108795292	0.138844937	0.117414248	0.118720299	0.161649854	0.266939252	0.277387733	0.205	0.157241883	0.892857143
