 Alabama	 Alaska	 Arizona	 Arkansas	 California	 Colorado	 Connecticut	 Delaware	 District of Columbia	 Florida	 Georgia	 Hawaii	 Idaho	 Illinois	 Indiana	 Iowa	 Kansas	 Kentucky	 Louisiana	 Maine	 Maryland	 Massachusetts	 Michigan	 Minnesota	 Mississippi	 Missouri	 Montana	 Nebraska	 Nevada	 New Hampshire	 New Jersey	 New Mexico	 New York	 North Carolina	 North Dakota	 Ohio	 Oklahoma	 Oregon	 Pennsylvania	 Rhode Island	 South Carolina	 South Dakota	 Tennessee	 Texas	 Utah	 Vermont	 Virginia	 Washington	 West Virginia	 Wisconsin	 Wyoming	 Puerto Rico	 Virgin Islands
0.148394241	0	0.101577909	0.125615764	0.131976362	0.058985667	0.266375546	0.074889868	0.696233293	0.108666488	0.026229508	0.106741573	0.028056112	0.133414933	0.261011419	0.231124807	0.284589426	0.143589744	0.073825503	0.543918919	0.00448833	0.431200701	0.459412781	0.250814332	0.222390318	0.17016317	0.205521472	0.105263158	0.03043022	0.230769231	0.162790698	0.027993779	0.471968709	0.11954712	0.22173913	0.318566775	0.156626506	0.137065637	0.296488947	0.594827586	0.171179039	0.193133047	0.108527132	0.089158533	0.088888889	0.258928571	0.136236739	0.066200466	0.135294118	0.117600631	0.245283019	0.378728194	0.673913043
0.173864895	0.148717949	0.16617357	0.172413793	0.167104399	0.121278942	0.310043668	0.154185022	0.688942892	0.143547089	0.043169399	0.210674157	0.068136273	0.247246022	0.322185971	0.328197227	0.348706412	0.176410256	0.148993289	0.570945946	0.13016158	0.50832603	0.576280944	0.305374593	0.242057489	0.249417249	0.233128834	0.184210526	0.041972718	0.28974359	0.238973536	0.125972006	0.548022599	0.145188145	0.260869565	0.411074919	0.213160334	0.168918919	0.407672302	0.612068966	0.2	0.223175966	0.15245478	0.107887101	0.102415459	0.330357143	0.18760469	0.117482517	0.160784314	0.237569061	0.275471698	0.373100732	0.652173913
0.19379845	0.184615385	0.180473373	0.200738916	0.200919238	0.132855568	0.334788937	0.176211454	0.704738761	0.173329756	0.072131148	0.29494382	0.098196393	0.331089351	0.331158238	0.346687211	0.363329584	0.227692308	0.163758389	0.597972973	0.169658887	0.510955302	0.598733448	0.290716612	0.264750378	0.277389277	0.27607362	0.224880383	0.051416579	0.315384615	0.263031275	0.143079316	0.60408518	0.165501166	0.265217391	0.46514658	0.214087118	0.187258687	0.44083225	0.603448276	0.215720524	0.248927039	0.178294574	0.118965972	0.10821256	0.366071429	0.199888331	0.106293706	0.184313725	0.258879242	0.294339623	0.376477209	0.717391304
0.22923588	0.225641026	0.196252465	0.185960591	0.223243598	0.140573319	0.333333333	0.185022026	0.684082625	0.178696002	0.061202186	0.320224719	0.134268537	0.341493268	0.35725938	0.377503852	0.376827897	0.188717949	0.248322148	0.631756757	0.199281867	0.515337423	0.589522165	0.334690554	0.266263238	0.286713287	0.319018405	0.26076555	0.055613851	0.328205128	0.307939054	0.166407465	0.629726206	0.167166167	0.3	0.444299674	0.189990732	0.217181467	0.470741222	0.672413793	0.220087336	0.291845494	0.19379845	0.120944342	0.126570048	0.464285714	0.194863205	0.119347319	0.180392157	0.319652723	0.320754717	0.370287001	0.673913043
0.271317829	0.184615385	0.214990138	0.22044335	0.269697965	0.159316428	0.374090247	0.198237885	0.709599028	0.216528039	0.103825137	0.367977528	0.148296593	0.367197062	0.371125612	0.419106317	0.380202475	0.244102564	0.330201342	0.635135135	0.213644524	0.577563541	0.594127807	0.367263844	0.313161876	0.328671329	0.343558282	0.375598086	0.060860441	0.333333333	0.334402566	0.169517885	0.714037375	0.185481185	0.326086957	0.541368078	0.203892493	0.268339768	0.476592978	0.784482759	0.258515284	0.330472103	0.20327304	0.157214455	0.143961353	0.441964286	0.224455611	0.138927739	0.435294118	0.298342541	0.362264151	0.372537985	0.608695652
0.127353267	0.138461538	0.048816568	0.136699507	0.26099803	0.127342889	0.343522562	0.127753304	0.765492102	0.170646633	0.096721311	0.286516854	0.124248497	0.295593635	0.268352365	0.351309707	0.29583802	0.085128205	0.206711409	0.574324324	0.161579892	0.488168273	0.437535982	0.29723127	0.118003026	0.167055167	0.297546012	0.28708134	0.048268625	0.238461538	0.361668003	0.091757387	0.684485007	0.17016317	0.239130435	0.377198697	0.102873031	0.272200772	0.358907672	0.715517241	0.191266376	0.313304721	0.1042205	0.085465576	0.120772947	0.339285714	0.182579564	0.141258741	0.192156863	0.237569061	0.305660377	0.564997186	0.673913043
0.167220377	0.061538462	0	0	0.081582403	0.014332966	0.08588064	0.052863436	0.863912515	0.023074859	0.01420765	0.140449438	0	0.126070991	0.156606852	0.095531587	0	0	0.140939597	0.162162162	0.065529623	0.23225241	0.242947611	0.068403909	0.037821483	0.031857032	0.039877301	0.009569378	0.009443861	0.033333333	0.200481155	0.00466563	0.419382877	0	0.073913043	0.08534202	0	0.025096525	0.148244473	0.129310345	0	0.060085837	0	0.007385914	0.009661836	0.053571429	0.03908431	0.026573427	0.215686275	0.044198895	0	0.561057963	0.804347826
0	0.061538462	0.029092702	0.023399015	0	0	0.033478894	0	0.693803159	0	0	0.132022472	0.01002004	0.064871481	0.170473083	0	0.071991001	0.042051282	0.063087248	0.111486486	0.038599641	0.15687993	0.219919401	0	0.025718608	0.006993007	0.073619632	0	0	0.061538462	0.127506014	0	0.34724033	0.01032301	0.004347826	0	0.015755329	0	0.06046814	0.051724138	0.020087336	0	0.043927649	0	0	0.044642857	0.007816862	0	0	0	0.011320755	0.366910523	0.826086957
0.178294574	0.2	0.16765286	0.198275862	0.131976362	0.101433297	0.244541485	0.066079295	0.696233293	0.175476254	0.021857923	0	0.142284569	0.226438188	0.33360522	0.234206471	0.318335208	0.163076923	0.122147651	0.486486486	0.190305206	0.344434706	0.409326425	0.161237785	0.254160363	0.206682207	0.233128834	0.181818182	0.058761805	0.28974359	0.111467522	0.124416796	0.368970013	0.121878122	0.117391304	0.26970684	0.164040778	0.101351351	0.271131339	0.456896552	0.179912664	0.145922747	0.186046512	0.089158533	0.079227053	0.294642857	0.139028476	0.084382284	0.090196078	0.230465667	0.275471698	0.348339899	0.608695652
0.23145072	0.220512821	0.217948718	0.21182266	0.212081418	0.140022051	0.311499272	0.167400881	0.676792224	0.218674537	0.074863388	0.216292135	0.172344689	0.332313341	0.361337684	0.320493066	0.365579303	0.192820513	0.241610738	0.594594595	0.208258528	0.408413672	0.597582038	0.321661238	0.273827534	0.26029526	0.32208589	0.217703349	0.084994753	0.305128205	0.233360064	0.157076205	0.550630161	0.171495171	0.22173913	0.442996743	0.219647822	0.247104247	0.400520156	0.586206897	0.234934498	0.25751073	0.192937123	0.127275125	0.119806763	0.392857143	0.185371301	0.136130536	0.194117647	0.28887135	0.305660377	0.343275183	0.652173913
