 01 Alabama, 02 Alaska, 04 Arizona, 05 Arkansas, 06 California, 08 Colorado, 09 Connecticut, 10 Delaware, 11 District of Columbia, 12 Florida, 13 Georgia, 15 Hawaii, 16 Idaho, 17 Illinois, 18 Indiana, 19 Iowa, 20 Kansas, 21 Kentucky, 22 Louisiana, 23 Maine, 24 Maryland, 25 Massachusetts, 26 Michigan, 27 Minnesota, 28 Mississippi, 29 Missouri, 30 Montana, 31 Nebraska, 32 Nevada, 33 New Hampshire, 34 New Jersey, 35 New Mexico, 36 New York, 37 North Carolina, 38 North Dakota, 39 Ohio, 40 Oklahoma, 41 Oregon, 42 Pennsylvania, 44 Rhode Island, 45 South Carolina, 46 South Dakota, 47 Tennessee, 48 Texas, 49 Utah, 50 Vermont, 51 Virginia, 53 Washington, 54 West Virginia, 55 Wisconsin, 56 Wyoming, 72 Puerto Rico, 78 Virgin Islands
0.573700954,0.577617329,0.289855072,0.576523031,0.179824561,0.423387097,0.324165029,0.409482759,0.284263959,0.285952064,0.40096,0.296296296,0.398981324,0.506951341,0.541666667,0.603030303,0.524953789,0.450302506,0.505426357,0.405572755,0.351991389,0.425750395,0.604831752,0.511146497,0.56660746,0.427991886,0.552188552,0.383534137,0.281424581,0.423625255,0.360205832,0.513157895,0.246303338,0.390747625,0.208510638,0.508405084,0.409090909,0.429599178,0.343592331,0.308176101,0.37734375,0.438596491,0.455143541,0.221899023,0.345007452,0.468965517,0.396435157,0.290562529,0.701030928,0.473454545,0.355555556,0.393113343,0.346153846
0.566277837,0.588447653,0.284219002,0.549777117,0.166057505,0.421082949,0.243614931,0.379310345,0.274111675,0.281624501,0.42656,0.300925926,0.405772496,0.466236346,0.520440252,0.618181818,0.512014787,0.449438202,0.475968992,0.458204334,0.320775027,0.359399684,0.578084556,0.474522293,0.534635879,0.392494929,0.545454545,0.389558233,0.287709497,0.401221996,0.292166953,0.518421053,0.156316012,0.375877736,0.20212766,0.499384994,0.38961039,0.457348407,0.290110999,0.220125786,0.36875,0.449122807,0.460526316,0.212964887,0.350968703,0.455172414,0.390903503,0.311947931,0.675257732,0.445090909,0.4,0.354375897,0.307692308
0.598091198,0.602888087,0.293880837,0.572065379,0.181164717,0.449308756,0.249508841,0.362068966,0.258883249,0.297270306,0.41408,0.287037037,0.407470289,0.498013903,0.543238994,0.698484848,0.52310536,0.470181504,0.493023256,0.482972136,0.320775027,0.372037915,0.619930975,0.484872611,0.559502664,0.426977688,0.565656566,0.415662651,0.295391061,0.413441955,0.299028016,0.560526316,0.165610477,0.39322594,0.204255319,0.523575236,0.420779221,0.487153135,0.306256307,0.232704403,0.3828125,0.49122807,0.473684211,0.222730106,0.362146051,0.489655172,0.421020283,0.329149233,0.711340206,0.472727273,0.411111111,0.383070301,0.307692308
0.601272534,0.534296029,0.297504026,0.572065379,0.195662768,0.445276498,0.328094303,0.353448276,0.253807107,0.302596538,0.40512,0.277777778,0.421052632,0.494041708,0.543238994,0.610606061,0.52310536,0.454624028,0.494573643,0.439628483,0.367061356,0.404423381,0.604831752,0.488853503,0.564831261,0.452332657,0.542087542,0.409638554,0.298882682,0.401221996,0.340194397,0.55,0.245880862,0.388682363,0.191489362,0.521115211,0.402597403,0.496402878,0.346115035,0.264150943,0.3796875,0.428070175,0.480861244,0.218886349,0.357675112,0.455172414,0.432698218,0.332403533,0.726804124,0.480727273,0.361111111,0.361549498,0.346153846
0.620360551,0.454873646,0.324074074,0.583952452,0.204069201,0.434331797,0.387033399,0.387931034,0.23857868,0.316910786,0.42624,0.236111111,0.436332767,0.573485601,0.547169811,0.662121212,0.561922366,0.487467589,0.494573643,0.482972136,0.385360603,0.430489731,0.639344262,0.538216561,0.559502664,0.515212982,0.552188552,0.455823293,0.31075419,0.435845214,0.37621498,0.557894737,0.294043093,0.409334986,0.217021277,0.560475605,0.425974026,0.517985612,0.440464178,0.358490566,0.3953125,0.449122807,0.486842105,0.23571577,0.36661699,0.510344828,0.478795329,0.349604835,0.675257732,0.538181818,0.316666667,0.443328551,0.423076923
0.683987275,0.418772563,0.374798712,0.637444279,0.281067251,0.487903226,0.526522593,0.456896552,0.274111675,0.377163782,0.4784,0.337962963,0.463497453,0.690168818,0.653301887,0.725757576,0.646950092,0.55920484,0.579844961,0.588235294,0.490850377,0.543443918,0.715271786,0.618630573,0.614564831,0.609533469,0.579124579,0.508032129,0.338687151,0.509164969,0.458547742,0.628947368,0.432192649,0.466749277,0.238297872,0.660926609,0.497402597,0.593011305,0.549445005,0.408805031,0.434375,0.463157895,0.578349282,0.26937461,0.415797317,0.55862069,0.577135833,0.384937238,0.819587629,0.609454545,0.327777778,0.522238164,0.461538462
0.744432662,0.429602888,0.404991948,0.656760773,0.341374269,0.536290323,0.646365422,0.530172414,0.299492386,0.432423435,0.52992,0.439814815,0.483870968,0.784011917,0.717767296,0.753030303,0.702402957,0.598962835,0.658914729,0.59752322,0.571582347,0.628751975,0.774805867,0.656050955,0.673179396,0.676470588,0.585858586,0.550200803,0.354748603,0.572301426,0.540308748,0.665789474,0.545838614,0.51425031,0.240425532,0.742107421,0.549350649,0.636176773,0.631180626,0.471698113,0.47578125,0.473684211,0.604066986,0.296280906,0.44485842,0.634482759,0.633066994,0.408647141,0.87628866,0.640727273,0.338888889,0.662840746,0.576923077
0.605514316,0.342960289,0.345813205,0.512630015,0.199317739,0.455645161,0.330058939,0.336206897,0.192893401,0.345039947,0.42144,0.319444444,0.382003396,0.523336643,0.534591195,0.581818182,0.502772643,0.483146067,0.457364341,0.33126935,0.373519914,0.454976303,0.595340811,0.48566879,0.515097691,0.452332657,0.478114478,0.387550201,0.300977654,0.433808554,0.33733562,0.539473684,0.220954795,0.395291202,0.178723404,0.541205412,0.393506494,0.473792395,0.412209889,0.226415094,0.37421875,0.385964912,0.448564593,0.230729275,0.367362146,0.462068966,0.423478795,0.246861925,0.525773196,0.458181818,0.261111111,0.503586801,0.538461538
0.567338282,0.328519856,0.341384863,0.50371471,0.197002924,0.438940092,0.247544204,0.306034483,0.197969543,0.340213049,0.40576,0.291666667,0.375212224,0.437934459,0.485849057,0.515151515,0.475046211,0.439930856,0.412403101,0.26006192,0.305705059,0.394944708,0.553062985,0.441878981,0.499111901,0.413793103,0.464646465,0.347389558,0.298882682,0.378818737,0.29731275,0.510526316,0.123785382,0.377529946,0.170212766,0.486264863,0.374025974,0.43987667,0.349646821,0.13836478,0.3609375,0.364912281,0.446770335,0.222002909,0.363636364,0.455172414,0.376152428,0.250581125,0.453608247,0.412363636,0.222222222,0.446197991,0.538461538
0.607635207,0.346570397,0.349838969,0.543833581,0.211622807,0.442396313,0.265225933,0.323275862,0.203045685,0.351364847,0.43168,0.300925926,0.385398981,0.467725919,0.524371069,0.548484848,0.512014787,0.459809853,0.480620155,0.26625387,0.34876211,0.423380727,0.571182053,0.459394904,0.539964476,0.459432049,0.468013468,0.401606426,0.310055866,0.378818737,0.318467696,0.518421053,0.168567807,0.411400248,0.157446809,0.504715047,0.412987013,0.450154162,0.373360242,0.144654088,0.39375,0.378947368,0.48145933,0.232287555,0.373323398,0.475862069,0.40872772,0.272431427,0.510309278,0.427636364,0.244444444,0.457675753,0.576923077
0.600212089,0.400722022,0.346215781,0.567607727,0.213937622,0.435483871,0.273084479,0.362068966,0.182741117,0.357523302,0.41632,0.25,0.410865874,0.478649454,0.553459119,0.612121212,0.547134935,0.482281763,0.497674419,0.309597523,0.34876211,0.408372828,0.588869715,0.493630573,0.55062167,0.469574037,0.478114478,0.413654618,0.316340782,0.389002037,0.315608919,0.510526316,0.15251373,0.411400248,0.182978723,0.52603526,0.402597403,0.469681398,0.365287588,0.163522013,0.4203125,0.396491228,0.491626794,0.234884687,0.374068554,0.482758621,0.390288875,0.307298931,0.546391753,0.438545455,0.261111111,0.44045911,0.576923077
0.628844115,0.527075812,0.353059581,0.595839525,0.235745614,0.447580645,0.332023576,0.400862069,0.16751269,0.36201731,0.43392,0.231481481,0.42614601,0.535253227,0.604559748,0.690909091,0.584103512,0.498703544,0.519379845,0.383900929,0.388589882,0.458135861,0.647540984,0.563694268,0.584369449,0.512170385,0.508417508,0.483935743,0.330307263,0.437881874,0.350485992,0.534210526,0.210392902,0.43866171,0.2,0.569905699,0.436363636,0.497430627,0.40110999,0.20754717,0.44375,0.477192982,0.505382775,0.244857677,0.37928465,0.482758621,0.422249539,0.338447234,0.62371134,0.494545455,0.327777778,0.476327116,0.538461538
0.646871686,0.628158845,0.35547504,0.600297177,0.257431774,0.469470046,0.387033399,0.443965517,0.187817259,0.358688415,0.44736,0.240740741,0.444821732,0.577457795,0.603773585,0.687878788,0.630314233,0.515125324,0.544186047,0.486068111,0.426264801,0.52685624,0.666954271,0.589171975,0.595026643,0.529411765,0.545454545,0.487951807,0.340782123,0.49287169,0.413950829,0.55,0.272919307,0.456422966,0.210638298,0.594915949,0.475324675,0.529290853,0.417759839,0.251572327,0.46484375,0.484210526,0.510167464,0.259609391,0.392697466,0.531034483,0.452980947,0.373779637,0.664948454,0.533818182,0.405555556,0.490674319,0.5
0.650053022,0.664259928,0.350241546,0.589895988,0.256091618,0.494239631,0.296660118,0.375,0.197969543,0.324733688,0.44736,0.231481481,0.427843803,0.550645482,0.574685535,0.706060606,0.606284658,0.511668107,0.553488372,0.523219814,0.397201292,0.454976303,0.684210526,0.578025478,0.593250444,0.536511156,0.579124579,0.493975904,0.351256983,0.480651731,0.353916524,0.557894737,0.188846641,0.453118546,0.204255319,0.590405904,0.479220779,0.558067831,0.36024218,0.251572327,0.46484375,0.470175439,0.508971292,0.260440474,0.407600596,0.572413793,0.443761524,0.371455137,0.649484536,0.519272727,0.433333333,0.449067432,0.5
0.662778367,0.664259928,0.354669887,0.595839525,0.246223197,0.505184332,0.284872299,0.379310345,0.187817259,0.322569907,0.44544,0.203703704,0.421052632,0.493545184,0.564465409,0.663636364,0.608133087,0.4693172,0.556589147,0.547987616,0.409041981,0.454186414,0.679896462,0.568471338,0.598579041,0.547667343,0.575757576,0.495983936,0.355446927,0.464358452,0.300171527,0.573684211,0.157160963,0.468814539,0.206382979,0.581385814,0.498701299,0.569373073,0.322906155,0.257861635,0.46640625,0.452631579,0.520933014,0.265011427,0.403874814,0.565517241,0.462814997,0.365876337,0.62371134,0.554181818,0.433333333,0.477761836,0.423076923
0.672322375,0.599277978,0.365136876,0.625557207,0.28204191,0.497695853,0.442043222,0.396551724,0.203045685,0.34936751,0.4752,0.208333333,0.441426146,0.556603774,0.58254717,0.684848485,0.66728281,0.509939499,0.60620155,0.513931889,0.412271259,0.518957346,0.691113028,0.617834395,0.644760213,0.589249493,0.569023569,0.520080321,0.365223464,0.49694501,0.403087479,0.589473684,0.276299113,0.481206113,0.2,0.598605986,0.48961039,0.57348407,0.421291625,0.339622642,0.48046875,0.445614035,0.529904306,0.274984417,0.420268256,0.544827586,0.492317148,0.384007438,0.659793814,0.575272727,0.383333333,0.492109039,0.423076923
0.708377519,0.512635379,0.390901771,0.658246657,0.295565302,0.510368664,0.52259332,0.426724138,0.21319797,0.389314248,0.5008,0.203703704,0.42614601,0.619165839,0.632861635,0.71969697,0.687615527,0.552290406,0.652713178,0.569659443,0.456404736,0.55450237,0.732096635,0.667993631,0.676731794,0.60851927,0.562289562,0.548192771,0.384776536,0.519348269,0.449971412,0.628947368,0.333755809,0.508880628,0.234042553,0.642476425,0.528571429,0.596094553,0.507063572,0.339622642,0.484375,0.459649123,0.564593301,0.291398296,0.431445604,0.6,0.540258144,0.394235239,0.68556701,0.614545455,0.338888889,0.503586801,0.346153846
0.776246023,0.498194946,0.439613527,0.701337296,0.357212476,0.552995392,0.63654224,0.517241379,0.218274112,0.430758988,0.55136,0.25462963,0.441426146,0.720456802,0.706761006,0.790909091,0.763401109,0.606741573,0.762790698,0.643962848,0.560818084,0.638230648,0.789042278,0.738057325,0.722912966,0.703853955,0.595959596,0.604417671,0.399441341,0.568228106,0.533447684,0.689473684,0.454583861,0.570838496,0.259574468,0.727347273,0.596103896,0.663926002,0.614026236,0.427672956,0.52265625,0.49122807,0.639354067,0.323083316,0.473174367,0.627586207,0.629993854,0.430032543,0.824742268,0.682181818,0.338888889,0.553802009,0.423076923
0.839872747,0.501805054,0.473429952,0.72808321,0.427997076,0.611751152,0.774066798,0.599137931,0.233502538,0.496005326,0.61056,0.324074074,0.456706282,0.822740814,0.779874214,0.854545455,0.815157116,0.65514261,0.865116279,0.674922601,0.658772874,0.751974724,0.834771355,0.800159236,0.793960924,0.784989858,0.626262626,0.656626506,0.420391061,0.635437882,0.619210978,0.742105263,0.573722011,0.598513011,0.274468085,0.81303813,0.648051948,0.718396711,0.694248234,0.496855346,0.58046875,0.512280702,0.681220096,0.353106171,0.509687034,0.675862069,0.6877689,0.457461646,0.871134021,0.732363636,0.377777778,0.681492109,0.461538462
0.641569459,0.415162455,0.403381643,0.573551263,0.310550682,0.516705069,0.469548134,0.409482759,0.116751269,0.413948069,0.5088,0.203703704,0.407470289,0.552631579,0.576257862,0.634848485,0.659889094,0.529818496,0.579844961,0.359133127,0.390742734,0.515007899,0.647540984,0.614649682,0.623445826,0.50811359,0.515151515,0.485943775,0.370810056,0.49694501,0.41509434,0.586842105,0.266582172,0.422139612,0.217021277,0.60803608,0.528571429,0.524152107,0.443491423,0.232704403,0.46484375,0.414035088,0.525119617,0.293372117,0.430700447,0.489655172,0.453595575,0.339377034,0.515463918,0.518545455,0.266666667,0.516499283,0.423076923
0.627783669,0.411552347,0.402173913,0.55423477,0.286549708,0.502304147,0.418467583,0.36637931,0.126903553,0.408288948,0.49184,0.157407407,0.388794567,0.478152929,0.522798742,0.572727273,0.645101664,0.494382022,0.547286822,0.297213622,0.35737352,0.462875197,0.619930975,0.584394904,0.603907638,0.473630832,0.511784512,0.463855422,0.365223464,0.450101833,0.355060034,0.571052632,0.184621884,0.409334986,0.206382979,0.561705617,0.512987013,0.523124358,0.364783047,0.188679245,0.45234375,0.414035088,0.520933014,0.284957407,0.421013413,0.482758621,0.414259373,0.330543933,0.469072165,0.480727273,0.255555556,0.483500717,0.423076923
0.664899258,0.444043321,0.409017713,0.595839525,0.293737817,0.504608295,0.445972495,0.387931034,0.137055838,0.420772304,0.50848,0.138888889,0.400679117,0.502482622,0.544025157,0.598484848,0.656192237,0.522039758,0.589147287,0.306501548,0.381054898,0.466034755,0.617342537,0.593949045,0.632326821,0.507099391,0.521885522,0.463855422,0.372206704,0.468431772,0.365923385,0.586842105,0.203210815,0.434118133,0.214893617,0.572365724,0.538961039,0.525179856,0.381432896,0.20754717,0.475,0.41754386,0.546052632,0.294930397,0.426974665,0.482758621,0.433312846,0.341236634,0.510309278,0.496727273,0.261111111,0.50215208,0.423076923
0.714740191,0.487364621,0.40942029,0.61961367,0.27838694,0.503456221,0.404715128,0.422413793,0.101522843,0.408788282,0.49856,0.115740741,0.471986418,0.490069513,0.606132075,0.672727273,0.709796673,0.555747623,0.640310078,0.33126935,0.385360603,0.488941548,0.653580673,0.65366242,0.655417407,0.560851927,0.555555556,0.520080321,0.380586592,0.474541752,0.384219554,0.589473684,0.185889311,0.458488228,0.221276596,0.600246002,0.568831169,0.570400822,0.429868819,0.20754717,0.45078125,0.456140351,0.548444976,0.30282568,0.423994039,0.537931034,0.437615243,0.370525337,0.546391753,0.512,0.283333333,0.484935438,0.307692308
0.730646872,0.613718412,0.411030596,0.649331352,0.310794347,0.513248848,0.47740668,0.465517241,0.096446701,0.411118509,0.5184,0.12037037,0.497453311,0.558093347,0.66745283,0.737878788,0.756007394,0.584269663,0.679069767,0.399380805,0.42949408,0.544233807,0.714408973,0.709394904,0.667850799,0.630831643,0.602693603,0.562248996,0.392458101,0.519348269,0.440823328,0.605263158,0.279256443,0.478727798,0.244680851,0.648216482,0.598701299,0.588900308,0.47073663,0.339622642,0.48828125,0.505263158,0.574760766,0.313525867,0.429210134,0.551724138,0.48186847,0.392375639,0.628865979,0.568727273,0.383333333,0.513629842,0.307692308
0.76776246,0.703971119,0.417874396,0.67013373,0.334307992,0.536866359,0.526522593,0.504310345,0.116751269,0.420938748,0.5392,0.134259259,0.509337861,0.590863952,0.691037736,0.775757576,0.791127542,0.594641314,0.714728682,0.520123839,0.473627557,0.601105845,0.73986195,0.730095541,0.694493783,0.64198783,0.626262626,0.590361446,0.398044693,0.568228106,0.481417953,0.626315789,0.340937896,0.513011152,0.227659574,0.668306683,0.61038961,0.612538541,0.477295661,0.389937107,0.5046875,0.519298246,0.598684211,0.322979431,0.443368107,0.586206897,0.514443762,0.419339842,0.695876289,0.610181818,0.433333333,0.509325681,0.269230769
0.718981972,0.718411552,0.40821256,0.667161961,0.336622807,0.561635945,0.440078585,0.487068966,0.111675127,0.420272969,0.54208,0.106481481,0.517826825,0.595829196,0.659591195,0.772727273,0.731977819,0.630077787,0.717829457,0.53869969,0.4467169,0.56793049,0.718723037,0.690286624,0.685612789,0.623732252,0.622895623,0.590361446,0.407122905,0.564154786,0.432818754,0.594736842,0.24207858,0.490293267,0.242553191,0.663386634,0.58961039,0.622816033,0.427850656,0.396226415,0.52109375,0.484210526,0.593899522,0.324433825,0.449329359,0.593103448,0.49846343,0.432357043,0.675257732,0.585454545,0.45,0.477761836,0.192307692
0.715800636,0.729241877,0.417874396,0.684992571,0.354532164,0.562211982,0.432220039,0.517241379,0.106598985,0.429926764,0.56256,0.097222222,0.529711375,0.606752731,0.674528302,0.787878788,0.726432532,0.656006914,0.741085271,0.566563467,0.46393972,0.571879937,0.722605695,0.700636943,0.687388988,0.617647059,0.636363636,0.582329317,0.413407821,0.588594705,0.433390509,0.602631579,0.256442755,0.510119785,0.227659574,0.678146781,0.605194805,0.632065776,0.430877901,0.427672956,0.52265625,0.494736842,0.611244019,0.334406815,0.461251863,0.593103448,0.540258144,0.437006044,0.726804124,0.608727273,0.45,0.496413199,0.192307692
0.741251326,0.660649819,0.432769726,0.689450223,0.368177388,0.554723502,0.518664047,0.568965517,0.131979695,0.446737683,0.57824,0.12037037,0.541595925,0.616683217,0.683176101,0.792424242,0.735674677,0.649956785,0.758139535,0.575851393,0.491926803,0.610584518,0.709663503,0.605095541,0.694493783,0.646044625,0.612794613,0.602409639,0.415502793,0.580448065,0.470554603,0.618421053,0.321081538,0.520446097,0.212765957,0.666256663,0.596103896,0.644398767,0.480827447,0.459119497,0.54296875,0.463157895,0.626794258,0.336692292,0.463487332,0.593103448,0.574062692,0.449093445,0.716494845,0.628363636,0.377777778,0.523672884,0.153846154
0.744432662,0.559566787,0.453301127,0.705794948,0.370735867,0.578917051,0.567779961,0.568965517,0.147208122,0.485352863,0.59712,0.111111111,0.551782683,0.665342602,0.731918239,0.839393939,0.791127542,0.652549697,0.72248062,0.613003096,0.559741658,0.650868878,0.738999137,0.746019108,0.717584369,0.671399594,0.61952862,0.65060241,0.426675978,0.610997963,0.516866781,0.626315789,0.400084495,0.528294093,0.238297872,0.709307093,0.663636364,0.661870504,0.563067608,0.528301887,0.52109375,0.477192982,0.651315789,0.348639102,0.469448584,0.620689655,0.610940381,0.471408647,0.721649485,0.709818182,0.366666667,0.519368723,0.230769231
0.794273595,0.537906137,0.488727858,0.747399703,0.437743665,0.622119816,0.707269155,0.646551724,0.162436548,0.536617843,0.64704,0.180555556,0.57385399,0.776564052,0.839622642,0.886363636,0.878003697,0.72860847,0.790697674,0.708978328,0.670613563,0.747235387,0.813632442,0.812898089,0.770870337,0.780933063,0.646464646,0.734939759,0.453212291,0.688391039,0.601486564,0.673684211,0.514997888,0.580338703,0.257446809,0.802788028,0.714285714,0.728674203,0.669021191,0.603773585,0.5671875,0.49122807,0.703349282,0.383440681,0.511922504,0.662068966,0.701905347,0.510460251,0.829896907,0.776727273,0.372222222,0.592539455,0.346153846
0.847295864,0.548736462,0.526167472,0.786032689,0.498538012,0.671658986,0.836935167,0.711206897,0.208121827,0.586884154,0.69024,0.25462963,0.58573854,0.856504469,0.908805031,0.936363636,0.939001848,0.771823682,0.885271318,0.736842105,0.756727664,0.853870458,0.874460742,0.867834395,0.827708703,0.870182556,0.68013468,0.777108434,0.472067039,0.769857434,0.684391081,0.736842105,0.636670891,0.619578686,0.257446809,0.875768758,0.753246753,0.775950668,0.743188698,0.610062893,0.61875,0.529824561,0.738038278,0.41959277,0.538748137,0.744827586,0.761524278,0.543003254,0.891752577,0.834909091,0.394444444,0.718794835,0.384615385
0.687168611,0.451263538,0.460547504,0.643387816,0.34917154,0.585829493,0.565815324,0.521551724,0.081218274,0.480026631,0.55584,0.074074074,0.519524618,0.582423039,0.624213836,0.716666667,0.733826248,0.630077787,0.663565891,0.439628483,0.475780409,0.612954186,0.714408973,0.663216561,0.692717584,0.57505071,0.542087542,0.614457831,0.416201117,0.641547862,0.512864494,0.592105263,0.373468526,0.481206113,0.191489362,0.637556376,0.571428571,0.589928058,0.501513623,0.264150943,0.5,0.431578947,0.583732057,0.34292541,0.461997019,0.551724138,0.557467732,0.416085542,0.556701031,0.621818182,0.294444444,0.608321377,0.269230769
0.691410392,0.462093863,0.457729469,0.635958395,0.348684211,0.578917051,0.485265226,0.482758621,0.091370558,0.477030626,0.55648,0.041666667,0.502546689,0.538728898,0.612421384,0.645454545,0.707948244,0.606741573,0.63255814,0.408668731,0.425188375,0.561611374,0.682916307,0.62977707,0.696269982,0.574036511,0.538720539,0.578313253,0.414804469,0.604887984,0.480846198,0.573684211,0.298690325,0.481206113,0.178723404,0.618286183,0.548051948,0.568345324,0.45913219,0.245283019,0.503125,0.421052632,0.588516746,0.338458342,0.44485842,0.551724138,0.523663184,0.405392841,0.515463918,0.590545455,0.261111111,0.579626973,0.307692308
0.734888653,0.476534296,0.464170692,0.67756315,0.357821637,0.577764977,0.510805501,0.543103448,0.091370558,0.488681758,0.5776,0.060185185,0.524617997,0.572989076,0.658018868,0.681818182,0.722735675,0.629213483,0.68372093,0.414860681,0.483315393,0.579778831,0.700603969,0.642515924,0.731793961,0.626774848,0.552188552,0.588353414,0.423882682,0.623217923,0.516866781,0.597368421,0.317701732,0.50929368,0.172340426,0.638376384,0.575324675,0.584789311,0.478809284,0.289308176,0.52890625,0.435087719,0.622009569,0.3493663,0.454545455,0.544827586,0.559311616,0.414690841,0.556701031,0.618181818,0.305555556,0.588235294,0.307692308
0.717921527,0.519855596,0.473429952,0.699851412,0.353923002,0.591013825,0.508840864,0.586206897,0.182741117,0.473535286,0.60512,0.078703704,0.536502547,0.593346574,0.725628931,0.771212121,0.733826248,0.675021608,0.671317829,0.439628483,0.514531755,0.607424961,0.717428818,0.714968153,0.756660746,0.671399594,0.599326599,0.630522088,0.438547486,0.645621181,0.53401944,0.584210526,0.370511196,0.524576621,0.204255319,0.67896679,0.579220779,0.604316547,0.542381433,0.257861635,0.54609375,0.484210526,0.637559809,0.347911905,0.465722802,0.572413793,0.573448064,0.424453742,0.654639175,0.64,0.344444444,0.616929699,0.307692308
0.735949099,0.635379061,0.473429952,0.714710253,0.378533138,0.582949309,0.514734774,0.629310345,0.172588832,0.471704394,0.6256,0.092592593,0.55008489,0.62959285,0.759433962,0.801515152,0.744916821,0.704407952,0.682170543,0.510835913,0.562970936,0.639020537,0.765314927,0.758757962,0.777975133,0.692697769,0.616161616,0.648594378,0.453910615,0.676171079,0.565465981,0.607894737,0.419940853,0.543577034,0.221276596,0.714227142,0.597402597,0.614594039,0.584258325,0.327044025,0.5671875,0.526315789,0.653110048,0.356118845,0.465722802,0.579310345,0.601720959,0.443514644,0.731958763,0.680727273,0.383333333,0.644189383,0.269230769
0.769883351,0.754512635,0.476650564,0.741456166,0.399488304,0.612327189,0.57367387,0.681034483,0.187817259,0.476697736,0.64896,0.125,0.606112054,0.678252234,0.768867925,0.825757576,0.796672828,0.727744166,0.708527132,0.640866873,0.604951561,0.709320695,0.796376186,0.785828025,0.804618117,0.723123732,0.65993266,0.684738956,0.463687151,0.727087576,0.628930818,0.615789474,0.48035488,0.568360182,0.221276596,0.73800738,0.614285714,0.658787256,0.623612513,0.41509434,0.5859375,0.540350877,0.699162679,0.374402659,0.477645306,0.6,0.642286417,0.465829847,0.783505155,0.728727273,0.461111111,0.655667145,0.230769231
0.768822906,0.768953069,0.479468599,0.739970282,0.417275828,0.627880184,0.479371316,0.676724138,0.208121827,0.464380826,0.65088,0.125,0.612903226,0.676266137,0.755503145,0.898484848,0.796672828,0.732065687,0.702325581,0.684210526,0.607104413,0.676935229,0.790336497,0.768312102,0.801065719,0.705882353,0.64983165,0.696787149,0.474860335,0.714867617,0.606060606,0.589473684,0.38191804,0.579925651,0.208510638,0.746207462,0.623376623,0.659815005,0.588294652,0.402515723,0.5984375,0.536842105,0.681220096,0.375649283,0.483606557,0.648275862,0.620774431,0.49651325,0.716494845,0.712727273,0.494444444,0.612625538,0.153846154
0.778366914,0.779783394,0.48389694,0.754829123,0.435063353,0.631336406,0.500982318,0.689655172,0.208121827,0.475532623,0.67456,0.148148148,0.592529711,0.67775571,0.753930818,0.883333333,0.780036969,0.744165946,0.720930233,0.702786378,0.603875135,0.684834123,0.798964625,0.771496815,0.820603908,0.71703854,0.663299663,0.682730924,0.481843575,0.729124236,0.612349914,0.613157895,0.421208281,0.589012805,0.206382979,0.746207462,0.632467532,0.663926002,0.587790111,0.496855346,0.603125,0.543859649,0.699760766,0.387284438,0.491803279,0.64137931,0.642901045,0.49697815,0.742268041,0.728,0.505555556,0.629842181,0.076923077
0.797454931,0.732851986,0.488727858,0.759286776,0.447733918,0.626152074,0.557956778,0.668103448,0.21319797,0.484021305,0.67424,0.171296296,0.60950764,0.658887786,0.753144654,0.846969697,0.770794824,0.730337079,0.745736434,0.650154799,0.602798708,0.698262243,0.775237274,0.753980892,0.847246892,0.760649087,0.64983165,0.668674699,0.491620112,0.720977597,0.62378502,0.628947368,0.457963667,0.5881867,0.195744681,0.73103731,0.632467532,0.682425488,0.641775984,0.559748428,0.59296875,0.501754386,0.718899522,0.388219406,0.489567809,0.634482759,0.660725261,0.511390051,0.742268041,0.740363636,0.455555556,0.642754663,0.115384615
0.799575822,0.602888087,0.519726248,0.777117385,0.468689084,0.633064516,0.656188605,0.698275862,0.21319797,0.510319574,0.69632,0.208333333,0.623089983,0.725422046,0.76572327,0.890909091,0.85767098,0.757994814,0.728682171,0.746130031,0.684607104,0.719589258,0.797670406,0.808917197,0.861456483,0.837728195,0.63973064,0.706827309,0.511871508,0.751527495,0.665523156,0.639473684,0.560202788,0.616274267,0.210638298,0.786797868,0.646753247,0.702980473,0.689707366,0.628930818,0.61484375,0.526315789,0.752990431,0.4045294,0.497764531,0.696551724,0.709280885,0.530915853,0.845360825,0.813090909,0.427777778,0.68866571,0.115384615
0.841993637,0.59566787,0.561594203,0.827637444,0.523269981,0.690092166,0.78388998,0.780172414,0.23857868,0.57373502,0.74368,0.300925926,0.653650255,0.836643496,0.849056604,0.953030303,0.93715342,0.815903198,0.840310078,0.79876161,0.796555436,0.815955766,0.864538395,0.882165605,0.914742451,0.915821501,0.65993266,0.771084337,0.532821229,0.812627291,0.757575758,0.689473684,0.703844529,0.669971086,0.236170213,0.879868799,0.709090909,0.781089414,0.794651867,0.672955975,0.66328125,0.554385965,0.79784689,0.438084355,0.538002981,0.772413793,0.805162876,0.567178057,0.932989691,0.882909091,0.433333333,0.746054519,0.192307692
