 01 Alabama, 02 Alaska, 04 Arizona, 05 Arkansas, 06 California, 08 Colorado, 09 Connecticut, 10 Delaware, 11 District of Columbia, 12 Florida, 13 Georgia, 15 Hawaii, 16 Idaho, 17 Illinois, 18 Indiana, 19 Iowa, 20 Kansas, 21 Kentucky, 22 Louisiana, 23 Maine, 24 Maryland, 25 Massachusetts, 26 Michigan, 27 Minnesota, 28 Mississippi, 29 Missouri, 30 Montana, 31 Nebraska, 32 Nevada, 33 New Hampshire, 34 New Jersey, 35 New Mexico, 36 New York, 37 North Carolina, 38 North Dakota, 39 Ohio, 40 Oklahoma, 41 Oregon, 42 Pennsylvania, 44 Rhode Island, 45 South Carolina, 46 South Dakota, 47 Tennessee, 48 Texas, 49 Utah, 50 Vermont, 51 Virginia, 53 Washington, 54 West Virginia, 55 Wisconsin, 56 Wyoming, 72 Puerto Rico, 78 Virgin Islands
0.128313892,0.184115523,0.066827697,0.105497771,0.214668616,0.092741935,0.699410609,0.245689655,0.939086294,0.087383489,0.12192,0.518518519,0.100169779,0.327706058,0.246855346,0.262121212,0.203327172,0.137424373,0.291472868,0.452012384,0.451022605,0.522116904,0.424072476,0.192675159,0.186500888,0.334685598,0.154882155,0.162650602,0.064944134,0.213849287,0.367066895,0.189473684,0.812843262,0.180503924,0.085106383,0.227552276,0.144155844,0.170606372,0.404641776,0.559748428,0.196875,0.164912281,0.139952153,0.061396219,0.088673621,0.255172414,0.328211432,0.137145514,0.360824742,0.242181818,0.161111111,0.113342898,0.461538462
0.170731707,0.184115523,0.07689211,0.117384844,0.256578947,0.122119816,0.785854617,0.288793103,0.979695431,0.128328895,0.15296,0.592592593,0.115449915,0.405660377,0.283805031,0.289393939,0.236598891,0.168539326,0.339534884,0.476780186,0.516684607,0.570300158,0.496980155,0.22133758,0.214920071,0.372210953,0.171717172,0.194779116,0.080307263,0.230142566,0.418524871,0.218421053,0.885931559,0.202808757,0.10212766,0.28495285,0.176623377,0.191161357,0.444500505,0.603773585,0.22421875,0.189473684,0.162679426,0.079160607,0.105067064,0.296551724,0.367547634,0.156671316,0.417525773,0.266181818,0.183333333,0.205164993,0.538461538
0.076352068,0.075812274,0.026570048,0.03268945,0.119761209,0.050691244,0.510805501,0.107758621,0.85786802,0.039780293,0.04576,0.462962963,0.033955857,0.204568024,0.079402516,0.107575758,0.049907579,0.046672429,0.12248062,0.20123839,0.198062433,0.299368088,0.348144953,0.064490446,0.085257549,0.15010142,0.063973064,0.078313253,0.050977654,0.089613035,0.192681532,0.05,0.451626531,0.071871128,0.042553191,0.080770808,0.04025974,0.020554985,0.189707366,0.20754717,0.06328125,0.098245614,0.034688995,0.017868273,0.045454545,0.15862069,0.157959435,0.061366806,0.087628866,0.096,0.088888889,0.090387374,0.5
0.042417815,0.064981949,0.019323671,0.013372957,0.077607212,0.024769585,0.300589391,0.060344828,0.847715736,0.0189747,0.0048,0.425925926,0.018675722,0.104270109,0.020440252,0.042424242,0,0,0.049612403,0.092879257,0.117330463,0.184044234,0.253666954,0,0.044404973,0.063894523,0.043771044,0.030120482,0.043296089,0.028513238,0.114351058,0,0.323616392,0.041305246,0.029787234,0,0,0,0.089808274,0.100628931,0.040625,0.084210526,0,0.002181592,0.026825633,0.068965517,0.089121082,0.032078103,0.025773196,0.039272727,0.066666667,0.041606887,0.461538462
0.073170732,0.083032491,0.021336554,0.041604755,0.0707846,0.027073733,0.330058939,0.060344828,0.847715736,0.024800266,0.0032,0.388888889,0.022071307,0.118669315,0.025943396,0.06969697,0.029574861,0.012964564,0.082170543,0.07120743,0.130247578,0.171406003,0.260569456,0.013535032,0.06749556,0.102434077,0.060606061,0.0562249,0.046089385,0.00610998,0.113779302,0.013157895,0.315166878,0.042131351,0.034042553,0.025830258,0.016883117,0.012332991,0.098385469,0.088050314,0.05703125,0.09122807,0.013755981,0.009557449,0.032041729,0.055172414,0.094038107,0.047419805,0.056701031,0.050909091,0.066666667,0.032998565,0.538461538
0.072110286,0.111913357,0.017310789,0.0653789,0.059210526,0.019009217,0.310412574,0.060344828,0.827411168,0.015146471,0,0.328703704,0.044142615,0.09285005,0.058176101,0.131818182,0.090573013,0.009507347,0.099224806,0.061919505,0.136706136,0.153238547,0.238999137,0.036624204,0.062166963,0.085192698,0.084175084,0.078313253,0.042597765,0,0.122355632,0.015789474,0.310942121,0.049979347,0.05106383,0.039770398,0.038961039,0.02672148,0.100403633,0.144654088,0.05625,0.119298246,0.008373206,0.004986495,0.031296572,0.075862069,0.075599262,0.057647606,0.06185567,0.061818182,0.077777778,0.027259684,0.5
0.090137858,0.202166065,0.021336554,0.104011887,0.065302144,0.022465438,0.347740668,0.086206897,0.837563452,0.017310253,0.01664,0.351851852,0.067911715,0.125620655,0.113993711,0.178787879,0.114602588,0.04494382,0.141085271,0.120743034,0.171151776,0.195102686,0.284728214,0.077229299,0.074600355,0.139959432,0.121212121,0.112449799,0.05377095,0.020366599,0.133790738,0.047368421,0.35530207,0.073523337,0.063829787,0.075850759,0.080519481,0.042137718,0.125630676,0.150943396,0.08046875,0.164912281,0.03708134,0.018699356,0.040983607,0.048275862,0.098955132,0.086471409,0.12371134,0.112,0.144444444,0.047345768,0.461538462
0.092258749,0.274368231,0.02173913,0.127786033,0.082602339,0.042626728,0.36345776,0.146551724,0.842639594,0.015479361,0.02432,0.407407407,0.078098472,0.155412115,0.119496855,0.203030303,0.149722736,0.066551426,0.175193798,0.213622291,0.201291712,0.253554502,0.308455565,0.100318471,0.092362345,0.15821501,0.164983165,0.124497992,0.065642458,0.046843177,0.182389937,0.047368421,0.420363329,0.080545229,0.065957447,0.092250923,0.106493506,0.063720452,0.154389506,0.20754717,0.09375,0.171929825,0.044258373,0.032827758,0.060357675,0.110344828,0.123540258,0.107391911,0.164948454,0.144,0.211111111,0.032998565,0.461538462
0.094379639,0.306859206,0,0.11589896,0.087597466,0.044930876,0.223968566,0.073275862,0.812182741,0,0.01472,0.453703704,0.089983022,0.141509434,0.110062893,0.210606061,0.133086876,0.039757995,0.165891473,0.235294118,0.150699677,0.159557662,0.314063848,0.074840764,0.072824156,0.162271805,0.181818182,0.126506024,0.06075419,0.054989817,0.111492281,0.044736842,0.28643853,0.071045023,0.061702128,0.090610906,0.098701299,0.070914697,0.089303734,0.125786164,0.09375,0.207017544,0.035287081,0.027737378,0.053651267,0.117241379,0.095881991,0.107856811,0.180412371,0.128727273,0.216666667,0,0.384615385
0.109225875,0.317689531,0.002012882,0.126300149,0.086744639,0.05702765,0.212180747,0.047413793,0.812182741,0.005825566,0.02624,0.430555556,0.091680815,0.156901688,0.121069182,0.218181818,0.140480591,0.063094209,0.181395349,0.281733746,0.166846071,0.16192733,0.303710095,0.087579618,0.090586146,0.18356998,0.215488215,0.144578313,0.066340782,0.075356415,0.114922813,0.068421053,0.303337558,0.09913259,0.070212766,0.100041,0.090909091,0.086330935,0.101412714,0.119496855,0.09609375,0.171929825,0.062799043,0.036048203,0.062593145,0.137931034,0.108174554,0.118084612,0.175257732,0.161454545,0.238888889,0.011477762,0.384615385
0.108165429,0.267148014,0.002818035,0.12332838,0.091130604,0.051843318,0.273084479,0.120689655,0.812182741,0.009154461,0.03488,0.430555556,0.115449915,0.143495531,0.116352201,0.206060606,0.14232902,0.05704408,0.176744186,0.213622291,0.188374596,0.179304897,0.302847282,0.094745223,0.09946714,0.197768763,0.208754209,0.12248996,0.066340782,0.073319756,0.144082333,0.078947368,0.337980566,0.091284593,0.068085106,0.095940959,0.085714286,0.102774923,0.115035318,0.201257862,0.090625,0.161403509,0.080143541,0.037814253,0.066318927,0.110344828,0.111862323,0.129707113,0.154639175,0.156363636,0.188888889,0.014347202,0.346153846
0.120890774,0.231046931,0.013687601,0.11589896,0.099780702,0.059907834,0.278978389,0.081896552,0.802030457,0.025133156,0.02912,0.435185185,0.127334465,0.134061569,0.097484277,0.210606061,0.136783734,0.059636992,0.164341085,0.207430341,0.153928956,0.165086888,0.28645384,0.121815287,0.088809947,0.208924949,0.185185185,0.134538153,0.062849162,0.075356415,0.15780446,0.078947368,0.362484157,0.111111111,0.072340426,0.11398114,0.105194805,0.113052415,0.146821393,0.176100629,0.0609375,0.164912281,0.102272727,0.038853106,0.068554396,0.124137931,0.119237861,0.112040911,0.154639175,0.190545455,0.122222222,0.053084648,0.384615385
0.168610817,0.231046931,0.043075684,0.12332838,0.150097466,0.093894009,0.387033399,0.13362069,0.822335025,0.06424767,0.06336,0.527777778,0.140916808,0.194637537,0.16745283,0.254545455,0.182994455,0.127052723,0.213953488,0.232198142,0.262648009,0.224328594,0.33649698,0.169585987,0.113676732,0.257606491,0.208754209,0.166666667,0.075418994,0.109979633,0.230417381,0.115789474,0.467680608,0.129285419,0.089361702,0.177531775,0.145454545,0.147995889,0.242179617,0.188679245,0.08828125,0.196491228,0.141746411,0.057033036,0.105812221,0.131034483,0.183773817,0.145978615,0.25257732,0.248,0.155555556,0.084648494,0.423076923
0.213149523,0.223826715,0.066827697,0.135215453,0.191276803,0.129032258,0.495088409,0.198275862,0.842639594,0.098368842,0.10336,0.615740741,0.151103565,0.281032771,0.203616352,0.283333333,0.231053604,0.166810717,0.258914729,0.26006192,0.319698601,0.2835703,0.385677308,0.207802548,0.156305506,0.290060852,0.242424242,0.194779116,0.089385475,0.15885947,0.291595197,0.160526316,0.51373046,0.147046675,0.104255319,0.228782288,0.177922078,0.169578623,0.286579213,0.226415094,0.11640625,0.224561404,0.165669856,0.078848951,0.124441133,0.179310345,0.238475722,0.162250116,0.309278351,0.266181818,0.172222222,0.192252511,0.5
0.072110286,0.126353791,0.024959742,0.047548291,0.075048733,0.063940092,0.233791749,0.043103448,0.710659898,0.006158455,0.02624,0.476851852,0.084889643,0.074975174,0.038522013,0.127272727,0.042513863,0.040622299,0.026356589,0.080495356,0.099031216,0.092417062,0.232096635,0.058121019,0.014209591,0.078093306,0.141414141,0.060240964,0.041201117,0.057026477,0.08976558,0.060526316,0.20574567,0.017761256,0.055319149,0.048790488,0.071428571,0.04008222,0.081735621,0.056603774,0.015625,0.150877193,0.026315789,0.012985664,0.06557377,0.020689655,0.052243393,0.062761506,0.082474227,0.109090909,0.094444444,0.098995696,0.5
0.057264051,0.122743682,0.016505636,0.040118871,0.026924951,0.040898618,0.125736739,0,0.69035533,0.007157124,0.01312,0.444444444,0.079796265,0.01489573,0,0.089393939,0.005545287,0.00605013,0,0.012383901,0.019375673,0.038704581,0.18852459,0.015923567,0,0.063894523,0.114478114,0.046184739,0.031424581,0.024439919,0.01943968,0.039473684,0.099704267,0,0.046808511,0.004920049,0.041558442,0.021582734,0,0.012578616,0,0.136842105,0.005382775,0.003739871,0.057377049,0.013793103,0.003687769,0.054393305,0,0.061818182,0.066666667,0.058823529,0.461538462
0.075291622,0.140794224,0.018921095,0.059435364,0.032651072,0.047235023,0.145383104,0.004310345,0.685279188,0.014314248,0.02272,0.467592593,0.091680815,0.019860973,0.014150943,0.11969697,0.025878004,0.020743302,0.012403101,0,0.023681378,0.044233807,0.188955997,0.030254777,0.019538188,0.096348884,0.131313131,0.062248996,0.037709497,0.026476578,0.016580903,0.044736842,0.092099704,0.020652623,0.05106383,0.035670357,0.050649351,0.027749229,0.00605449,0.018867925,0.0140625,0.143859649,0.022727273,0.00820694,0.064083458,0,0,0.066480707,0.030927835,0.066909091,0.077777778,0.068866571,0.5
0.104984093,0.173285199,0.015700483,0.096582467,0.035940546,0.058179724,0.080550098,0.030172414,0.685279188,0.015645806,0.03104,0.416666667,0.112054329,0,0.048742138,0.193939394,0.075785582,0.041486603,0.066666667,0.030959752,0.049515608,0.045813586,0.208369284,0.064490446,0.063943162,0.11663286,0.168350168,0.088353414,0.047486034,0.038696538,0.005145798,0.092105263,0.111956063,0.030978934,0.068085106,0.06601066,0.07012987,0.057553957,0.048940464,0.100628931,0.02890625,0.185964912,0.056818182,0.01994598,0.06780924,0.055172414,0.015365704,0.084611808,0.097938144,0.101090909,0.105555556,0.048780488,0.461538462
0.13573701,0.281588448,0.019726248,0.132243685,0.04495614,0.066820276,0.127701375,0.056034483,0.69035533,0.017976032,0.04832,0.425925926,0.125636672,0.055610725,0.108490566,0.23030303,0.094269871,0.072601556,0.099224806,0.099071207,0.094725511,0.088467615,0.257118205,0.108280255,0.088809947,0.162271805,0.218855219,0.128514056,0.058659218,0.085539715,0.04002287,0.128947368,0.172792564,0.050805452,0.091489362,0.099630996,0.106493506,0.077081192,0.102926337,0.163522013,0.053125,0.221052632,0.084330144,0.02659464,0.079731744,0.075862069,0.054087277,0.105532311,0.159793814,0.153454545,0.161111111,0.073170732,0.461538462
0.158006363,0.328519856,0.014492754,0.158989599,0.055677388,0.083525346,0.155206287,0.103448276,0.680203046,0.020139814,0.0592,0.462962963,0.144312394,0.088381331,0.121069182,0.245454545,0.112754159,0.088159032,0.127131783,0.213622291,0.116254037,0.141390205,0.304141501,0.113853503,0.103019538,0.165314402,0.252525253,0.126506024,0.067039106,0.134419552,0.086335049,0.134210526,0.220109844,0.078479967,0.091489362,0.109061091,0.128571429,0.09352518,0.11049445,0.201257862,0.0765625,0.249122807,0.100478469,0.039372533,0.093889717,0.131034483,0.084204057,0.134821013,0.180412371,0.194909091,0.233333333,0.074605452,0.538461538
0.158006363,0.368231047,0.010466989,0.158989599,0.057139376,0.097926267,0.060903733,0.056034483,0.649746193,0.00948735,0.05312,0.50462963,0.140916808,0.042701092,0.11163522,0.227272727,0.129390018,0.099394987,0.088372093,0.253869969,0.08073197,0.078199052,0.304141501,0.105095541,0.111900533,0.157200811,0.252525253,0.142570281,0.064944134,0.109979633,0.0485992,0.144736842,0.114490917,0.085914911,0.085106383,0.101681017,0.120779221,0.103802672,0.042381433,0.144654088,0.06015625,0.245614035,0.090909091,0.032827758,0.09314456,0.165517241,0.076828519,0.127382613,0.195876289,0.158545455,0.266666667,0.051649928,0.423076923
0.169671262,0.368231047,0.009661836,0.170876672,0.051291423,0.101958525,0.04518664,0.056034483,0.61928934,0.012816245,0.06176,0.458333333,0.132427844,0.054121152,0.128144654,0.234848485,0.125693161,0.097666379,0.091472868,0.269349845,0.071044133,0.074249605,0.314063848,0.132165605,0.138543517,0.152129817,0.259259259,0.140562249,0.070530726,0.130346232,0.034305317,0.165789474,0.121250528,0.113176373,0.089361702,0.105371054,0.116883117,0.122302158,0.043390515,0.150943396,0.07734375,0.256140351,0.101076555,0.035424891,0.099850969,0.186206897,0.0829748,0.141329614,0.195876289,0.183272727,0.277777778,0.076040172,0.384615385
0.168610817,0.332129964,0.01610306,0.184249629,0.050925926,0.102534562,0.110019646,0.064655172,0.624365482,0.015146471,0.07072,0.453703704,0.156196944,0.056603774,0.133647799,0.21969697,0.120147874,0.101123596,0.106976744,0.226006192,0.076426265,0.104265403,0.305004314,0.136146497,0.138543517,0.177484787,0.249158249,0.146586345,0.070530726,0.126272912,0.072041166,0.184210526,0.154203633,0.116480793,0.082978723,0.101681017,0.107792208,0.137718397,0.078203835,0.20754717,0.0609375,0.228070175,0.11722488,0.036879285,0.102831595,0.179310345,0.084818685,0.152022315,0.190721649,0.193454545,0.261111111,0.081779053,0.423076923
0.189819724,0.238267148,0.019726248,0.197622585,0.062134503,0.110023041,0.178781925,0.11637931,0.61928934,0.041111851,0.08384,0.407407407,0.166383701,0.17428004,0.16745283,0.277272727,0.136783734,0.12445981,0.120930233,0.250773994,0.109795479,0.14849921,0.32096635,0.183121019,0.161634103,0.211967546,0.245791246,0.172690763,0.071927374,0.132382892,0.125214408,0.210526316,0.231516688,0.122263527,0.095744681,0.151291513,0.123376623,0.151079137,0.145812311,0.226415094,0.059375,0.228070175,0.142942584,0.0551631,0.108792846,0.234482759,0.115550092,0.141329614,0.206185567,0.236363636,0.205555556,0.12625538,0.5
0.239660657,0.241877256,0.045088567,0.209509658,0.119883041,0.138824885,0.292730845,0.181034483,0.61928934,0.093375499,0.11776,0.458333333,0.186757216,0.243296922,0.219339623,0.307575758,0.184842884,0.186689715,0.195348837,0.306501548,0.191603875,0.206161137,0.365832614,0.242834395,0.191829485,0.248478702,0.255892256,0.196787149,0.086592179,0.179226069,0.186963979,0.247368421,0.299535277,0.145807518,0.108510638,0.205412054,0.166233766,0.189105858,0.22653885,0.251572327,0.07734375,0.242105263,0.177033493,0.075732391,0.143070045,0.268965517,0.169022741,0.165969317,0.278350515,0.282181818,0.188888889,0.172166428,0.576923077
0.308589608,0.252707581,0.066425121,0.234769688,0.163864522,0.18375576,0.404715128,0.228448276,0.649746193,0.145639148,0.16512,0.574074074,0.196943973,0.339622642,0.275943396,0.351515152,0.23844732,0.229904927,0.289922481,0.346749226,0.27664155,0.274091627,0.426229508,0.28343949,0.241563055,0.291075051,0.28956229,0.228915663,0.099162011,0.240325866,0.249285306,0.307894737,0.399662019,0.178025609,0.123404255,0.269372694,0.201298701,0.218910586,0.296165489,0.320754717,0.11953125,0.256140351,0.207535885,0.104404737,0.167660209,0.296551724,0.23601721,0.189214319,0.381443299,0.313454545,0.222222222,0.275466284,0.615384615
0.164369035,0.158844765,0.024959742,0.106983655,0.059332359,0.111751152,0.170923379,0.073275862,0.553299492,0.061251664,0.05728,0.37037037,0.130730051,0.110724926,0.090408805,0.172727273,0.085027726,0.104580812,0.108527132,0.117647059,0.074273412,0.073459716,0.27092321,0.128184713,0.097690941,0,0.188552189,0.078313253,0.073324022,0.134419552,0.058319039,0.194736842,0.116603295,0.060305659,0.068085106,0.083640836,0.068831169,0.085303186,0.1160444,0.062893082,0.028125,0.18245614,0.083732057,0.044151257,0.101341282,0.165517241,0.084818685,0.078103208,0.087628866,0.135272727,0.122222222,0.199426112,0.576923077
0.156945917,0.14801444,0.023752013,0.111441308,0.023635478,0.10656682,0.084479371,0.025862069,0.543147208,0.073901465,0.0496,0.365740741,0.122241087,0.062562066,0.05581761,0.137878788,0.064695009,0.070872947,0.086821705,0.074303406,0.009687836,0.015797788,0.230371009,0.085191083,0.088809947,0.045638945,0.178451178,0.070281124,0.065642458,0.103869654,0.006289308,0.176315789,0.042670046,0.046674928,0.059574468,0.032390324,0.041558442,0.079136691,0.067103935,0,0.0234375,0.171929825,0.083732057,0.035113235,0.096125186,0.165517241,0.048555624,0.075313808,0.056701031,0.099636364,0.1,0.146341463,0.576923077
0.166489926,0.158844765,0.028180354,0.129271917,0.013036062,0.115207373,0.068762279,0.030172414,0.54822335,0.086051931,0.05632,0.351851852,0.125636672,0.073485601,0.071540881,0.166666667,0.085027726,0.077787381,0.108527132,0.07120743,0,0,0.227782571,0.095541401,0.104795737,0.070993915,0.191919192,0.080321285,0.069134078,0.097759674,0,0.189473684,0.02365864,0.053696819,0.068085106,0.045920459,0.067532468,0.083247688,0.049949546,0,0.0375,0.185964912,0.093301435,0.036048203,0.102831595,0.15862069,0.046097111,0.080427708,0.067010309,0.114181818,0.1,0.147776184,0.576923077
0.223753977,0.19133574,0.045088567,0.163447251,0.01035575,0.130184332,0.017681729,0.081896552,0.532994924,0.093209055,0.0752,0.361111111,0.152801358,0.123634558,0.117924528,0.246969697,0.151571165,0.111495246,0.141085271,0.120743034,0.024757804,0.052922591,0.25539258,0.142515924,0.152753108,0.125760649,0.272727273,0.12248996,0.068435754,0.130346232,0.013150372,0.215789474,0.040980144,0.092936803,0.095744681,0.063140631,0.083116883,0.113052415,0.095358224,0.044025157,0.0734375,0.235087719,0.125598086,0.05028049,0.117734724,0.193103448,0.071911494,0.09948861,0.18556701,0.147636364,0.138888889,0.163558106,0.576923077
0.225874867,0.296028881,0.04468599,0.191679049,0.012061404,0.125576037,0.074656189,0.11637931,0.543147208,0.089214381,0.08096,0.356481481,0.17147708,0.162363456,0.169811321,0.3,0.151571165,0.144338807,0.16744186,0.20123839,0.077502691,0.105845182,0.302415876,0.182324841,0.156305506,0.168356998,0.2996633,0.152610442,0.076117318,0.16700611,0.051457976,0.215789474,0.106886354,0.111111111,0.119148936,0.111111111,0.103896104,0.128468654,0.12764884,0.106918239,0.0859375,0.277192982,0.142942584,0.056409724,0.124441133,0.206896552,0.120467117,0.125058113,0.262886598,0.197818182,0.188888889,0.175035868,0.653846154
0.250265111,0.364620939,0.04468599,0.215453195,0.02838694,0.15437788,0.123772102,0.137931034,0.54822335,0.095039947,0.09568,0.444444444,0.190152801,0.210526316,0.186320755,0.331818182,0.171903882,0.171132239,0.192248062,0.284829721,0.102260495,0.171406003,0.334339948,0.210191083,0.190053286,0.189655172,0.346801347,0.176706827,0.082402235,0.209775967,0.117781589,0.218421053,0.172370089,0.135068154,0.121276596,0.142681427,0.146753247,0.169578623,0.13975782,0.169811321,0.1,0.29122807,0.166866029,0.068875961,0.144560358,0.275862069,0.147510756,0.154346815,0.329896907,0.243636364,0.272222222,0.182209469,0.730769231
