Record_ID#	SALARY	ROOKIE	POS	G	PA	AB	H	1B	2B	3B	HR	TB	BB	UBB	IBB	HBP	SF	SH	ROE	RBI	LEADOFF_PA	DP	TP	WP	PB	END_GAME	SO	BK	INTERFERENCE	FC	TOB	OUT	SIT_DP	GIDP	PITCHES	BALLS	STRIKES	FB	GB	LD	POP	Batted Balls	PA_P	PA_C	PA_1B	PA_2B	PA_3B	PA_SS	PA_LF	PA_CF	PA_RF	PA_DH	PA_PH	PA_PR	G_P	G_C	G_1B	G_2B	G_3B	G_SS	G_LF	G_CF	G_RF	G_DH	G_PH	G_PR	AVG	OBP	SLG	D_ISO	TBP	BBr	UBBr	IBBR	SO/BB	ABR	HITR	B1R	B2R	B3R	HRr	HBPR	SFR	SHR	ROEr	SOr	OUTR	NSOR	RBIR	LEADOFFR	END_GAMER	DP%	FB%	GB%	LD%	POP%	SB	CS	PICKOFF	R	SB%	RUNR	D_BPF	PA%	D_MLVr	D_PMLVr	D_RPMLVr	D_VORPr	D_MLV	D_PMLV	D_RPMLV	D_VORP	D_NETDP	D_EqA	D_EqR	D_RAR	D_RAP	D_RARP	D_OUTS_EQ	PA_ROB	R1	R2	R3	R1_BI	R2_BI	R3_BI	ROB	OBI	R1BI%	R2BI%	R3BI%	OBI%
0.1839323467	4.347826086956522E-4	0	0	0.6756756757	0.5837988827	0.6021671827	0.6346153846	0.4772727273	0.6296296296	0	0.3125	0.622754491	0.1818181818	0.1666666667	0.1176470588	0.2222222222	0.4545454545	0	0.1333333333	0.4689655172	0.2893890675	0.303030303	0	0.2142857143	0	0.5333333333	0.2615384615	0	0	0	0.5454545455	0.5898004435	0.5227272727	0.3125	0.5156950673	0.4590032154	0.5422740525	0.5833333333	0.4209039548	0.6124031008	0.2682926829	0.5845896147	0	0.7368421053	0	0	0	0	0	0	0	0.0084317032	0.1304347826	0	0	0.711409396	0.0062111801	0	0	0	0	0	0	0.0071428571	0.1290322581	0	0.8362989324	0.6446540881	0.7076923077	0.5846645367	0.8333413821	0.151720795	0.138292011	0.1621417798	0.1671134942	0.8283288651	0.9159380465	0.5940480558	0.8838389943	0	0.4418604651	0.2565632458	0.3278438548	0	0.1162162162	0.215885947	0.3671824836	0.5487898211	0.6854649036	0.2496781313	0.3411344704	0.398467433	0.5864864865	0.3220720721	0.687804878	0.2660550459	0.0294117647	0.125	0.1111111111	0.568	0.5	0.7364943083	0.5184246229	0.5877192982	0.7120567376	0.798084597	0.7537021609	0.7488755622	0.4562951083	0.5773381295	0.5055257016	0.4984	0.4146429866	0.8485477178	0.5033783784	0.4490627547	0.5219465649	0.5202205882	0.5644820296	0.5392670157	0.5053763441	0.5317919075	0.3392857143	0.2692307692	0.5952380952	0.4583333333	0.5018656716	0.5047619048	0.3216783217	0.5414012739	0.537	0.6390041494
0.1881606765	0.0380434783	0	0.1111111111	0.8581081081	0.7346368715	0.7476780186	0.6634615385	0.5454545455	0.5185185185	0.0526315789	0.2916666667	0.619760479	0.2892561983	0.2777777778	0.1470588235	0.3333333333	0.2727272727	0	0.4	0.5034482759	0.4180064309	0.5454545455	0	0.7142857143	0.4	0.2	0.1794871795	0	0	0.4	0.6223776224	0.7671840355	0.5681818182	0.5625	0.6347016212	0.5530546624	0.6752186589	0.625	0.697740113	0.5503875969	0.3902439024	0.7654941374	0	0	0.8123209169	0	0	0	0	0	0	0	0.0652173913	0	0	0	0.8757763975	0	0	0	0	0	0	0	0.064516129	0	0.6725978648	0.5534591195	0.5326923077	0.4376996805	0.6177138166	0.2161900145	0.2110192837	0.1645927602	0.0500446828	0.7807417337	0.7283287534	0.5265040352	0.5907167896	0.0702811245	0.3337893297	0.3124502784	0.1598048185	0	0.2837837838	0.0698283387	0.4289199949	0.7148904621	0.5848533947	0.344399485	0.1039270131	0.662835249	0.4513513514	0.5675675676	0.3707317073	0.2981651376	0.0294117647	0.0625	0	0.52	0.667	0.5471734517	0.6377464621	0.7456140351	0.5517730496	0.4924181963	0.5249600324	0.523988006	0.2574178027	0.1771582734	0.2524425713	0.2504	0.6730699529	0.7634854772	0.4493243243	0.2966585167	0.1479007634	0.1948529412	0.7441860465	0.6282722513	0.5340501792	0.6878612717	0.5803571429	0.1923076923	0.5714285714	0.6458333333	0.6175373134	0.5619047619	0.2167832168	0.4076433121	0.456	0.5726141079
0.1902748414	0.0317028986	0	0.8888888889	0.4121621622	0.1815642458	0.173374613	0.1105769231	0.0568181818	0.0925925926	0.0526315789	0.1666666667	0.1526946108	0.1157024793	0.1203703704	0.0294117647	0.2592592593	0.0909090909	0	0.1333333333	0.1379310345	0.1093247588	0.0606060606	0	0.2142857143	0	0.1333333333	0.2153846154	0	0	0.2	0.1398601399	0.2062084257	0.1477272727	0.03125	0.1824767161	0.1615755627	0.1947521866	0.203125	0.0762711864	0.0775193798	0.1707317073	0.1289782245	0	0	0	0	0	0	0.0269058296	0	0.0762589928	0.1585160202	0.1304347826	0	0	0	0	0	0	0	0.0580645161	0	0.1346153846	0.2357142857	0.1290322581	0.3181818182	0.3523131673	0.4088050314	0.4807692308	0.642172524	0.5165644468	0.3228308289	0.3487603306	0.1065233786	0.2278820375	0.5744414656	0.3479057374	0.0889581805	0.3414722592	0.2269076305	0.6183310534	0.7865950676	0.1723086307	0	0.3054054054	0.6278731452	0.56575061	0.3580551038	0.5299743898	0.3095763595	0.2241174137	0.1264367816	0.8324324324	0.1463963964	0.287804878	0.5871559633	0.1176470588	0.0625	0	0.184	0.889	0.6267605634	0.5347745571	0.1842105263	0.4304964539	0.4102154828	0.4119174679	0.4445277361	0.2109061748	0.2356115108	0.16708824	0.1792	0.3479521566	0.7365145228	0.1358108108	0.185004075	0.2127862595	0.1498161765	0.1987315011	0.1544502618	0.1577060932	0.161849711	0.1339285714	0.1153846154	0.1428571429	0.0833333333	0.1585820896	0.1142857143	0.3846153846	0.3736730361	0.222	0.3734439834
0.1934460888	0.0760869565	0	0.5555555556	0.7972972973	0.7402234637	0.7368421053	0.7403846154	0.6306818182	0.462962963	0.3684210526	0.25	0.6766467066	0.3719008264	0.3888888889	0.0882352941	0.1851851852	0.3636363636	0.2666666667	0.1333333333	0.4965517241	0.6463022508	0.4242424242	0	0.5	0.4	0.4666666667	0.3435897436	0	0	0.2	0.6993006993	0.7383592018	0.4772727273	0.3125	0.7150741635	0.63585209	0.7510204082	0.5625	0.581920904	0.7984496124	0.2317073171	0.7085427136	0	0	0	0	0	0	0.3602391629	0.3826815642	0.0834532374	0.0067453626	0	0	0	0	0	0	0	0	0.4580645161	0.427672956	0.1474358974	0.0071428571	0	0	0.7971530249	0.6729559748	0.6134615385	0.4632587859	0.6909499203	0.2981095492	0.323415978	0.0980392157	0.091152815	0.6981680071	0.8365808977	0.6401779164	0.5237519642	0.4871485944	0.2845417237	0.1724343675	0.2113449222	0.17325	0.0945945946	0.2298516148	0.3419481187	0.5185831819	0.5711597763	0.7165409846	0.2405791353	0.4367816092	0.4297297297	0.4527027027	0.7707317073	0.1926605505	0.1617647059	0.5	0.7777777778	0.56	0.579	0.5851823268	0.7681696194	0.7631578947	0.6517730496	0.6568236233	0.6512275487	0.6424287856	0.4129911788	0.4298561151	0.4387125467	0.4248	0.4461761508	0.8153526971	0.5472972973	0.4254278729	0.3730916031	0.4071691176	0.7209302326	0.502617801	0.4336917563	0.5144508671	0.4821428571	0.2307692308	0.5714285714	0.6458333333	0.4888059701	0.5714285714	0.3146853147	0.5371549894	0.544	0.7593360996
0.1955602537	0.0942028986	0	0.2222222222	0.972972973	0.8198324022	0.8591331269	0.7548076923	0.6022727273	0.6481481481	0.1578947368	0.2916666667	0.7095808383	0.2066115702	0.2037037037	0.0882352941	0.1851851852	0.4545454545	0.0666666667	0.3333333333	0.4896551724	0.4662379421	0.6363636364	0	0.5	0.2	0.8	0.3128205128	0	0	0	0.6398601399	0.8980044346	0.6818181818	0.5625	0.6802345636	0.5225080386	0.7743440233	0.6927083333	0.7033898305	0.8062015504	0.4024390244	0.8475711893	0	0	0	0.8715469613	0	0	0	0	0	0	0.0326086957	0	0	0	0	1	0	0	0	0	0	0	0.0322580645	0.0454545455	0.6690391459	0.4811320755	0.5326923077	0.4440894569	0.6448061042	0.1105186621	0.1129476584	0.0891779789	0.1769436997	0.8942806077	0.7531434757	0.5218268525	0.6673516258	0.1899598394	0.3023255814	0.1569212411	0.2406221409	0.0395	0.2135135135	0.1699156241	0.52446385	0.7036257534	0.5034234046	0.3469131261	0.3754462515	0.5555555556	0.4540540541	0.4662162162	0.6048780488	0.2798165138	0.0294117647	0.25	0.2222222222	0.56	0.333	0.5325583639	0.7329147645	0.8245614035	0.5191489362	0.530726257	0.5303340764	0.5202398801	0.2028869286	0.2284172662	0.2660856468	0.2496	0.5947807177	0.7406639004	0.4628378378	0.2510187449	0.1851145038	0.2555147059	0.8689217759	0.7041884817	0.7132616487	0.7687861272	0.5892857143	0.1923076923	0.5238095238	0.6458333333	0.7388059701	0.5428571429	0.1678321678	0.3354564756	0.449	0.4439834025
0.1966173362	1.8115942028985507E-4	0	0.2222222222	0.6081081081	0.5167597765	0.5433436533	0.5240384615	0.3863636364	0.462962963	0.3157894737	0.2291666667	0.5269461078	0.132231405	0.1481481481	0	0.0740740741	0.0909090909	0.2666666667	0.2666666667	0.2965517241	0.3794212219	0.3333333333	0	0.2857142857	0.2	0.2666666667	0.3333333333	0	0	0	0.4300699301	0.5521064302	0.3011363636	0.28125	0.4639530873	0.3279742765	0.5498542274	0.5989583333	0.2401129944	0.5736434109	0.4390243902	0.4974874372	0	0	0	0.3314917127	0.0300546448	0.1887287025	0	0	0.0057553957	0	0.0760869565	0	0	0	0	0.3836477987	0.0817610063	0.2236024845	0	0	0.0064102564	0	0.0752688172	0.1363636364	0.7366548043	0.534591195	0.6442307692	0.5686900958	0.7771526537	0.1095492002	0.1377410468	0	0.3163538874	0.8978999106	0.8275043717	0.517975055	0.7246464402	0.5779116466	0.3611491108	0.0954653938	0.0731930467	0.23975	0.2594594595	0.3532150131	0.472325671	0.5142781976	0.4614017666	0.5283550978	0.1902023007	0.6053639847	0.7432432432	0.0337837838	0.7853658537	0.5	0.1911764706	0.25	0	0.376	0.765	0.5436523249	0.8933441607	0.5175438596	0.6	0.6352753392	0.625910998	0.6364317841	0.3143544507	0.3714028777	0.3413928479	0.3512	0.5317143893	0.7821576763	0.3648648649	0.2950285249	0.3139312977	0.3143382353	0.5369978858	0.3403141361	0.2903225806	0.4277456647	0.3392857143	0.1923076923	0.380952381	0.25	0.3563432836	0.3047619048	0.3776223776	0.4246284501	0.293	0.510373444
0.2071881607	0.0289855072	0	0.4444444444	0.4324324324	0.3826815642	0.3839009288	0.3509615385	0.3125	0.2592592593	0.1052631579	0.0625	0.2904191617	0.2066115702	0.2314814815	0	0.037037037	0.1818181818	0.1333333333	0.2666666667	0.2482758621	0.2572347267	0.3636363636	0	0.1428571429	0.2	0.1333333333	0.1179487179	0	0	0.4	0.3321678322	0.3968957871	0.2727272727	0.28125	0.3649534322	0.328778135	0.3819241983	0.3072916667	0.3502824859	0.3333333333	0.2682926829	0.3936348409	0	0	0	0.1174033149	0.0259562842	0.2830930537	0	0	0	0	0.0108695652	0	0	0	0	0.1446540881	0.0314465409	0.3229813665	0	0	0	0	0.0107526882	0.0909090909	0.6619217082	0.5566037736	0.4403846154	0.2971246006	0.5015212247	0.3044110519	0.3592286501	0	0.0464700626	0.7235478105	0.7009742693	0.5690572267	0.527136468	0.2502008032	0.1285909713	0.062052506	0.1899969503	0.15575	0.3378378378	0.1163805644	0.4169449082	0.6675595523	0.5123085768	0.4380785973	0.1235620785	0.662835249	0.4027027027	0.5135135135	0.4926829268	0.376146789	0.1617647059	0.125	0	0.352	0.846	0.6611518426	0.7049881659	0.3947368421	0.5014184397	0.5355147646	0.5327433894	0.5524737631	0.2205292702	0.2742805755	0.2362361398	0.2512	0.5512866981	0.7531120332	0.2445945946	0.2224938875	0.268129771	0.2408088235	0.3890063425	0.2853403141	0.2759856631	0.3063583815	0.2857142857	0.1153846154	0.3095238095	0.375	0.2985074627	0.3142857143	0.2377622378	0.4670912951	0.514	0.643153527
0.2093023256	0.2167874275	0	0	0.6351351351	0.5055865922	0.5216718266	0.3894230769	0.3181818182	0.3518518519	0	0.1458333333	0.3532934132	0.1487603306	0.1574074074	0.0294117647	0.2962962963	0.1818181818	0.0666666667	0.3333333333	0.2620689655	0.270096463	0.4242424242	0	0.2142857143	0	0.3333333333	0.1487179487	0.25	0	0.4	0.3601398601	0.5720620843	0.375	0.375	0.4570541566	0.3906752412	0.4927113703	0.4270833333	0.4209039548	0.4728682171	0.4634146341	0.5309882747	0	0.6069078947	0	0	0	0	0	0	0	0.065767285	0.0108695652	0	0	0.6711409396	0	0	0	0	0	0	0	0.0785714286	0.0107526882	0	0.512455516	0.393081761	0.3826923077	0.338658147	0.45557058	0.1371788657	0.1553719008	0.0460030166	0.109025916	0.8273011618	0.5647431093	0.3989361702	0.5614650066	0	0.2339261286	0.3890214797	0.1491308326	0.061	0.3297297297	0.1064882165	0.5851419032	0.8010858127	0.4082475304	0.2913677886	0.2423641412	0.6551724138	0.4297297297	0.4099099099	0.5365853659	0.5	0.0294117647	0	0.1111111111	0.232	1	0.3419834073	0.4109171214	0.5175438596	0.4	0.4405426975	0.4212469884	0.4250374813	0.0962309543	0.1600719424	0.1311319049	0.1336	0.5893439652	0.6867219917	0.2378378378	0.1336593317	0.1507633588	0.1608455882	0.5539112051	0.3848167539	0.394265233	0.387283237	0.3839285714	0.2692307692	0.1904761905	0.3541666667	0.4067164179	0.2952380952	0.4055944056	0.2335456476	0.37	0.4190871369
0.2145877378	9.057971014492754E-4	0	0	0.6351351351	0.4553072626	0.4303405573	0.3125	0.2727272727	0.2592592593	0	0.0833333333	0.2634730539	0.3553719008	0.3425925926	0.1764705882	0.1481481481	0.0909090909	0.2666666667	0.2	0.2068965517	0.2572347267	0.4848484848	0	0.2857142857	0.2	0.1333333333	0.1743589744	0	0	0.4	0.3776223776	0.4855875831	0.3465909091	0.4375	0.4425664022	0.4348874598	0.4361516035	0.3229166667	0.4265536723	0.3255813953	0.1707317073	0.4288107203	0	0.5970394737	0	0	0.0013661202	0	0	0	0	0	0.097826087	0	0	0.7382550336	0	0	0.0062893082	0	0	0	0	0	0.0967741935	0.1818181818	0.4839857651	0.5283018868	0.3211538462	0.2587859425	0.3331482107	0.4837615124	0.4743801653	0.3033559578	0.0303842717	0.5201519214	0.4706470147	0.3655080704	0.4536443853	0	0.146374829	0.2132060461	0.0817322354	0.268	0.2162162162	0.1681699156	0.4684088866	0.6634219841	0.3442742905	0.3235853105	0.106307021	0.8237547893	0.3837837838	0.6418918919	0.4097560976	0.2247706422	0.0147058824	0.125	0	0.376	0.333	0.6078043604	0.6143950722	0.4561403509	0.4141843972	0.4636871508	0.4390353741	0.4302848576	0.1275060144	0.1987410072	0.1546566114	0.1456	0.6814063066	0.6929460581	0.2128378378	0.1442542787	0.1812977099	0.1737132353	0.4714587738	0.3691099476	0.3548387097	0.4335260116	0.2857142857	0.0769230769	0.1904761905	0.3541666667	0.3805970149	0.2476190476	0.1258741259	0.2101910828	0.486	0.3609958506
0.2156448203	3.6231884057971014E-5	1	0	0.8445945946	0.7206703911	0.6996904025	0.6538461538	0.4375	0.6481481481	0.1052631579	0.4791666667	0.7215568862	0.5041322314	0.5092592593	0.1764705882	0.0740740741	0.4545454545	0	0.2666666667	0.5862068966	0.3729903537	0.3333333333	0	0.2857142857	0	0.2666666667	0.6	0	0	0.2	0.6818181818	0.7139689579	0.7215909091	0.34375	0.720593308	0.692926045	0.7189504373	0.6822916667	0.3785310734	0.5736434109	0.243902439	0.5795644891	0	0.8963815789	0	0	0	0	0	0	0	0.0202360877	0.0652173913	0	0	0.9127516779	0	0	0	0	0	0	0	0.0214285714	0.064516129	0	0.71886121	0.6666666667	0.7134615385	0.6996805112	0.7796155889	0.4454677654	0.4611570248	0.2009803922	0.127792672	0.6074173369	0.7319926722	0.385959281	0.7514807204	0.1425702811	0.5595075239	0.0706046142	0.2708142726	0	0.1918918919	0.4969450102	0.3295877745	0.2896536879	0.708252757	0.2810986451	0.1408171361	0.3218390805	0.7297297297	0.240990991	0.6341463415	0.2431192661	0	0.0625	0	0.528	0	0.5654543701	0.7880747482	0.7105263158	0.6843971631	0.7661612131	0.7247453709	0.7203898051	0.4506816359	0.5782374101	0.5219988193	0.5152	0.3135193911	0.8319502075	0.5608108108	0.4588427058	0.5248091603	0.5477941176	0.6871035941	0.6963350785	0.6953405018	0.7919075145	0.5803571429	0.5384615385	0.5714285714	0.5208333333	0.7350746269	0.5904761905	0.4755244755	0.3566878981	0.368	0.4937759336
0.2188160677	0.0010144928	0	0.4444444444	0.9054054054	0.8575418994	0.8328173375	0.8317307692	0.8522727273	0.3518518519	0.2105263158	0.0208333333	0.5988023952	0.5950413223	0.6574074074	0.0294117647	0.1111111111	0.0909090909	0.2666666667	0.2666666667	0.2551724138	0.4533762058	0.6666666667	0	0.2142857143	0.2	0.4	0.2769230769	0	0	0.4	0.8531468531	0.8203991131	0.6477272727	0.59375	0.8075198344	0.7331189711	0.8367346939	0.4739583333	0.8333333333	0.8449612403	0.1585365854	0.8291457286	0	0	0	0	0	0.8584534731	0	0	0	0	0.0652173913	0	0	0	0	0	0	0.9254658385	0	0	0	0	0.064516129	0	0.7971530249	0.7389937107	0.4346153846	0.1661341853	0.4715072198	0.4469219583	0.5129476584	0.0284690799	0.0241286863	0.6075067024	0.8104754767	0.7945707997	0.3473951408	0.2429718876	0.0205198358	0.0902943516	0.0460506252	0.15125	0.1648648649	0.1271457667	0.2642866316	0.5451545011	0.2103695186	0.298540862	0.180087267	0.6168582375	0.2513513514	0.6869369369	0.6682926829	0.1146788991	0.3235294118	0.8125	0.2222222222	0.68	0.629	0.6202488906	0.7665851316	0.850877193	0.585106383	0.6432561852	0.6325084626	0.6259370315	0.3135525261	0.4163669065	0.430474388	0.4184	0.6545849946	0.7842323651	0.5331081081	0.3618581907	0.3835877863	0.4365808824	0.8160676533	0.6387434555	0.6164874552	0.612716763	0.5178571429	0.2307692308	0.3333333333	0.3541666667	0.6231343284	0.3428571429	0.2307692308	0.2653927813	0.279	0.2987551867
0.2251585624	0.0022173913	0	0.6666666667	0.7162162162	0.5670391061	0.5758513932	0.4711538462	0.4431818182	0.2222222222	0.0526315789	0.1666666667	0.3982035928	0.2314049587	0.212962963	0.1470588235	0.1111111111	0.2727272727	0.2666666667	0.3333333333	0.2482758621	0.2958199357	0.5151515152	0	0.1428571429	0	0.4666666667	0.2769230769	0	0	0.4	0.4370629371	0.6208425721	0.4886363636	0.34375	0.5198344257	0.4389067524	0.5638483965	0.40625	0.4548022599	0.503875969	0.487804878	0.554438861	0	0	0	0	0	0	0.0059790732	0.6075418994	0.0143884892	0	0.0434782609	0	0	0	0	0	0	0	0.0516129032	0.7358490566	0.0320512821	0	0.0430107527	0.1818181818	0.590747331	0.4685534591	0.4	0.2939297125	0.4632732892	0.2220067862	0.2049586777	0.2081447964	0.1322609473	0.7703753351	0.6359397119	0.5563096112	0.3201982352	0.0887550201	0.2421340629	0.1316626889	0.2018908204	0.22075	0.2972972973	0.2441082339	0.5207075896	0.6398402373	0.3368002927	0.2799950953	0.3064260214	0.4674329502	0.3756756757	0.4436936937	0.556097561	0.504587156	0.1323529412	0.125	0.2222222222	0.336	0.818	0.4472313332	0.7245962032	0.5701754386	0.434751773	0.4349561053	0.4395007243	0.4497751124	0.1210906175	0.1384892086	0.1451947674	0.1552	0.4744472635	0.7074688797	0.2851351351	0.1662591687	0.1202290076	0.140625	0.6046511628	0.5235602094	0.5376344086	0.5028901734	0.4375	0.0384615385	0.2619047619	0.3541666667	0.5298507463	0.2666666667	0.041958042	0.2505307856	0.327	0.2614107884
0.2737843552	0.0724637681	0	0.3333333333	0.6756756757	0.3226256983	0.3235294118	0.2692307692	0.2329545455	0.2037037037	0	0.1041666667	0.2365269461	0.132231405	0.1481481481	0	0.1851851852	0.4545454545	0	0.2	0.2068965517	0.1768488746	0.1818181818	0	0.2142857143	0.2	0.4666666667	0.3128205128	0	0	0.2	0.2552447552	0.354767184	0.3295454545	0.1875	0.3294239393	0.2733118971	0.3620991254	0.2760416667	0.2005649718	0.2945736434	0.1219512195	0.2663316583	0	0	0.1289398281	0	0.1953551913	0	0	0	0	0	0.4891304348	0	0	0	0.2608695652	0	0.3773584906	0	0.0064516129	0	0	0	0.4838709677	0.3181818182	0.5693950178	0.4622641509	0.4115384615	0.3322683706	0.4673540349	0.208434319	0.250137741	0	0.2949061662	0.7210902592	0.602839537	0.468497799	0.4783029131	0	0.2462380301	0.3577963405	0.5486428789	0	0.2918918919	0.5519348269	0.5223770387	0.388094327	0.4927089322	0.2894365765	0.499404998	0.3716475096	0.5702702703	0.3378378378	0.712195122	0.2385321101	0	0	0	0.224	0	0.4858190237	0.5784470038	0.3333333333	0.4418439716	0.4253790902	0.4250448462	0.4242878561	0.1836407378	0.2005395683	0.1565086173	0.1544	0.4034070315	0.7095435685	0.1790540541	0.1678891606	0.1555343511	0.1231617647	0.3403805497	0.3010471204	0.3082437276	0.3294797688	0.3125	0.1153846154	0.1904761905	0.3125	0.328358209	0.2380952381	0.2167832168	0.2696390658	0.395	0.4107883817
0.2790697674	0.018115942	0	0.5555555556	0.4256756757	0.0782122905	0.0758513932	0.0721153846	0.0568181818	0.0925925926	0.0526315789	0	0.0568862275	0.0578512397	0.0648148148	0	0	0	0.2666666667	0.0666666667	0.0551724138	0.1093247588	0.0909090909	0	0	0	0.2	0.0512820513	0	0	0.2	0.0629370629	0.0931263858	0.0625	0.0625	0.0831321145	0.0659163987	0.0962099125	0.046875	0.1101694915	0.0620155039	0.0731707317	0.0820770519	0	0	0	0	0	0	0.0373692078	0.0069832402	0.0517985612	0	0.402173913	0	0	0	0	0	0	0	0.2451612903	0.0062893082	0.0705128205	0	0.3978494624	1	0.487544484	0.4119496855	0.3153846154	0.2460063898	0.344666055	0.2884149297	0.341046832	0	0.109919571	0.6344950849	0.4977100508	0.3495047689	0.5867279101	0.3899598394	0	0	0	0.97075	0.2621621622	0.2670933954	0.5920123282	0.6740887783	0.3665917525	0.8072772975	0.5777469258	0.5095785441	0.1972972973	0.7454954955	0.3951219512	0.3394495413	0.0441176471	0	0	0.144	1	0.8429480996	0.6472533893	0.0789473684	0.3609929078	0.3615323224	0.3369960896	0.3643178411	0.2173215718	0.256294964	0.1618424231	0.1672	0.4429140993	0.6784232365	0.0628378378	0.1515892421	0.2118320611	0.1268382353	0.0866807611	0.0418848168	0.0537634409	0.0462427746	0.0267857143	0.0769230769	0.0714285714	0.0833333333	0.0447761194	0.0761904762	0.5384615385	0.4543524416	0.667	0.6804979253
0.2811839323	0.0869565217	0	0.3333333333	0.6081081081	0.3561452514	0.3188854489	0.2451923077	0.2045454545	0.2592592593	0.0526315789	0.0208333333	0.2005988024	0.3719008264	0.4074074074	0.0294117647	0.1851851852	0.1818181818	0.0666666667	0.1333333333	0.0896551724	0.2122186495	0.2424242424	0	0.3571428571	0.2	0.2	0.1948717949	0.25	0	0	0.3391608392	0.3592017738	0.2670454545	0.15625	0.3901345291	0.3850482315	0.3836734694	0.2083333333	0.2570621469	0.2790697674	0.2804878049	0.2964824121	0	0	0	0.0732044199	0.1653005464	0.1179554391	0	0	0	0	0.4130434783	0	0	0	0	0.1194968553	0.2389937107	0.149068323	0	0	0	0	0.4086021505	0	0.5088967972	0.6383647799	0.325	0.2460063898	0.31134399	0.6500242365	0.7338842975	0.0624057315	0.0348525469	0.3560768543	0.4613206762	0.3335931768	0.5603771304	0.1329317269	0.0451436389	0.3293556086	0.2018908204	0.08275	0.1783783784	0.2764038406	0.3683382561	0.4999282503	0.1521977735	0.3476488259	0.1969456565	0.3754789272	0.3351351351	0.4707207207	0.5707317073	0.504587156	0.0441176471	0.0625	0	0.248	0.75	0.4951283041	0.5304667307	0.3596491228	0.4695035461	0.4916201117	0.480489068	0.4827586207	0.1988773055	0.2428057554	0.1943816702	0.1944	0.4102935846	0.7489626556	0.2155405405	0.2102689487	0.2290076336	0.1939338235	0.3424947146	0.2879581152	0.2724014337	0.3121387283	0.2053571429	0.0384615385	0.119047619	0.1458333333	0.2817164179	0.1142857143	0.0769230769	0.1762208068	0.269	0.1784232365
0.2822410148	0.1213768116	0	0.5555555556	0.6486486486	0.4581005587	0.4551083591	0.3605769231	0.25	0.3518518519	0.1052631579	0.2291666667	0.3832335329	0.1900826446	0.2037037037	0.0294117647	0.4074074074	0.3636363636	0	0.0666666667	0.3172413793	0.2572347267	0.3636363636	0	0.3571428571	0	0.1333333333	0.3692307692	0	0	0	0.3671328671	0.5055432373	0.3920454545	0.375	0.4608485685	0.4115755627	0.4839650146	0.484375	0.2824858757	0.2790697674	0.1951219512	0.3886097152	0	0	0	0	0	0	0.2600896861	0	0	0.3102866779	0.1847826087	0	0	0	0	0	0	0	0.3612903226	0	0	0.3285714286	0.1827956989	0.0909090909	0.5516014235	0.4874213836	0.5230769231	0.5335463259	0.5874100546	0.2220067862	0.2506887052	0.0503393665	0.236818588	0.6903485255	0.577483554	0.313187821	0.612474314	0.2140562249	0.4008207934	0.5833333333	0.3254040866	0	0.072972973	0.461448938	0.5339989726	0.4712283555	0.5649401558	0.3198148489	0.105712019	0.6283524904	0.7567567568	0.3220720721	0.3707317073	0.2798165138	0.0441176471	0.125	0	0.328	0.6	0.5273490257	0.6320026936	0.4649122807	0.5028368794	0.4924181963	0.4919126643	0.4887556222	0.2149157979	0.226618705	0.2035133159	0.1992	0.57774556	0.7531120332	0.2912162162	0.2339038305	0.1812977099	0.1755514706	0.4820295983	0.4005235602	0.3620071685	0.4739884393	0.3660714286	0.2307692308	0.3571428571	0.3125	0.4141791045	0.3333333333	0.3776223776	0.3609341826	0.341	0.4813278008
0.2843551797	0.0942028986	0	0.7777777778	0.5405405405	0.3659217877	0.3436532508	0.2548076923	0.2045454545	0.2222222222	0.1052631579	0.0833333333	0.2335329341	0.2809917355	0.2777777778	0.1176470588	0.037037037	0.4545454545	0.2666666667	0	0.1862068966	0.1800643087	0.1515151515	0	0.1428571429	0	0	0.3282051282	0	0	0	0.2937062937	0.4079822616	0.3011363636	0.125	0.4015177647	0.3802250804	0.4064139942	0.2760416667	0.2514124294	0.1937984496	0.2317073171	0.2897822446	0	0	0.0128939828	0	0	0	0.0896860987	0.0139664804	0.3151079137	0.0033726813	0.097826087	0	0	0	0.0248447205	0	0	0	0.1870967742	0.0314465409	0.4102564103	0.0071428571	0.0967741935	0.2727272727	0.487544484	0.4905660377	0.3711538462	0.338658147	0.3837349689	0.4609791566	0.4655647383	0.2439668175	0.126899017	0.504334227	0.4707719211	0.3198367572	0.469358153	0.2598393574	0.1764705882	0.0644391408	0.4934431229	0.3235	0	0.5120744836	0.5504366251	0.4418827131	0.3834735797	0.2318987187	0	0.2681992337	0.5162162162	0.4707207207	0.3268292683	0.4266055046	0.0441176471	0.3125	0.1111111111	0.168	0.375	0.327802431	0.5357252498	0.3771929825	0.4262411348	0.378292099	0.3886499591	0.3665667166	0.1603849238	0.1474820144	0.1229065446	0.104	0.3504893077	0.7074688797	0.1972972973	0.1638141809	0.1402671756	0.1194852941	0.3932346723	0.3534031414	0.3333333333	0.4624277457	0.3125	0.0384615385	0.2380952381	0.2708333333	0.3843283582	0.219047619	0.0699300699	0.2462845011	0.342	0.3029045643
