Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44	Var 45	Var 46	Var 47	Var 48	Var 49	Var 50	Var 51	Var 52	Var 53	Var 54	Var 55	Var 56	Var 57	Var 58	Var 59	Var 60	Var 61	Var 62	Var 63	Var 64	Var 65	Var 66	Var 67	Var 68	Var 69	Var 70	Var 71	Var 72	Var 73	Var 74	Var 75	Var 76	Var 77	Var 78	Var 79
0.3968253968	0.8172348485	0.8283261803	0.8490322581	0.844856661	0.8277680141	0.8110944528	0.8183041723	0.8187203791	0.80472103	0.7931428571	0.7901498929	0.7738791423	0.7574102964	0.7582216809	0.7604938272	0.754425783	0.7685765443	0.8035476718	0.7816646562	0.7770098218	0.7738970588	0.778150134	0.7587006961	0.7663731425	0.7667014614	0.7705943691	0.7576701822	0.769386835	0.7729426971	0.7856231391	0.7712546633	0.7762092979	0.7819439388	0.7744615906	0.7701186278	0.7697830965	0.7671176146	0.7616345062	0.773627685	0.7772077284	0.7858080145	0.8027562446	0.7962816107	0.7961982676	0.7960879845	0.8068451596	0.8091358919	0.8015023779	0.7971169247	0.7945922747	0.7959191486	0.8186038333	0.8199475729	0.8433621605	0.8285945931	0.8287757466	0.83044502	0.8307815918	0.829738933	0.8270976483	0.8325409211	0.8356743979	0.8381620868	0.8424927936	0.8307920214	0.8228581906	0.8273915387	0.8303709083	0.8294765114	0.8454123852	0.8361888709	0.8463547076	0.8514911747	0.8445011478	0.8316978186	0.8278111384	0.8214597659	0.8207355857
0.4126984127	0.9848484848	0.9924892704	0.9832258065	0.9881956155	0.985940246	0.9895052474	0.9946164199	0.9834123223	0.9957081545	0.9874285714	0.982869379	0.9863547758	0.9937597504	0.9975639464	0.9985185185	0.9868361325	0.9811996419	0.9920177384	0.9863289103	0.994907239	0.9882352941	0.990616622	0.9840487239	0.9870665933	0.98434238	0.9861835245	0.9882550336	0.9939134355	0.9935372684	0.9923436835	0.9937168663	0.994165255	0.9936294139	0.9925385789	0.9927861494	0.991473448	0.9904748758	0.9856223988	0.9880668258	0.9883200524	0.9906126981	0.9868886975	0.9830822099	0.9858838627	0.9848104894	0.9825903456	0.9814747767	0.9773022049	0.9793719361	0.9793133047	0.9701401118	0.9734130473	0.9798187159	0.9888332575	0.9768235064	0.987183361	0.989828114	0.9855376512	0.9916761256	0.9954127553	0.9880412296	0.9826818322	0.9829251294	0.9792580524	0.9743524518	0.9762052526	0.981554837	0.9836015443	0.9875782355	0.9975675184	0.9963941282	0.9961425477	0.9957781449	0.9970973801	0.9904138563	0.9904108309	0.9918293128	0.9977625622
0.4285714286	0.9924242424	1	0.9896774194	0.9949409781	0.9912126538	0.9940029985	1	0.9857819905	1	0.992	0.9860813704	0.9892787524	0.9968798752	1	1	0.9881979119	0.9825425246	0.9951219512	0.9907519099	1	0.9930147059	0.995308311	0.9895591647	0.9922949917	0.9893006263	0.9916579771	0.9942473634	1	1	0.9978732454	0.9992146083	1	1	0.9994912667	1	0.9988032909	0.9977912755	0.9920544835	0.9945107399	0.9949787141	0.9968708994	0.9930136855	0.9897788351	0.9927013154	0.9938382174	0.992811923	0.9893193338	0.9864353653	0.9891763335	0.988583691	0.9823520404	0.9854404783	0.9902093927	0.9999089668	0.9871956163	0.9963237146	0.9960678126	0.9895103334	0.995438685	1	0.9927957028	0.9886429819	0.9879696004	0.9839108911	0.9791258286	0.9799007024	0.9863783347	0.9880611088	0.9915229851	1	1	1	1	1	0.9955700397	0.994334831	0.9943543648	1
0.4444444444	0.9223484848	0.9206008584	0.8980645161	0.8752107926	0.8629173989	0.8770614693	0.8923283984	0.8815165877	0.9002145923	0.8891428571	0.8907922912	0.895711501	0.9087363495	0.9287454324	0.9377777778	0.9264639128	0.9153983885	0.9223946785	0.9159630076	0.9268825027	0.9143382353	0.9175603217	0.9164733179	0.9155200881	0.9104906054	0.913451512	0.9149089166	0.9197475203	0.9185695821	0.9157805189	0.9151776949	0.9130434783	0.9128139789	0.9124978803	0.9115100994	0.9103964099	0.9112368857	0.9114642452	0.9122911695	0.9100534876	0.9106692238	0.905732606	0.901665345	0.9070420276	0.9095077739	0.9084674228	0.906589428	0.9058041505	0.9122457894	0.9152360515	0.9125641222	0.9149287849	0.9153270379	0.9263237748	0.9140037463	0.9214131037	0.9200376737	0.9143641477	0.9213015513	0.9260427756	0.9172503902	0.9133235123	0.9090169919	0.9049536283	0.902078439	0.9001664363	0.9078819725	0.9100059886	0.9145943742	0.9227630263	0.9245433985	0.9251258617	0.9261127052	0.923213371	0.9188808903	0.9179102576	0.9209928695	0.9255210087
0.4603174603	0.9034090909	0.8894849785	0.8825806452	0.8667790894	0.8681898067	0.8815592204	0.8896366083	0.904028436	0.902360515	0.8937142857	0.9004282655	0.9054580897	0.9118564743	0.9104750305	0.9096296296	0.9105764866	0.9042076992	0.8940133038	0.8894250101	0.8908694071	0.8897058824	0.8967828418	0.8982018561	0.8962575674	0.8963987474	0.8905109489	0.8933365292	0.8854824166	0.8860404998	0.8838792003	0.8904378559	0.8878223226	0.888423735	0.8926572834	0.8914716255	0.8954375467	0.8968801767	0.8982217177	0.896300716	0.8968453226	0.8950237206	0.891759977	0.891972861	0.8917228104	0.8911657233	0.8826167238	0.8788921072	0.8800259403	0.8785128379	0.8781545064	0.8728657836	0.8673817478	0.8670372359	0.8593840085	0.8655539713	0.8718587904	0.8744290087	0.8774494487	0.878105688	0.8759701926	0.8783254092	0.8771283703	0.8745021904	0.8775535781	0.8790495144	0.8787130808	0.8768391269	0.8785596881	0.8792115297	0.8788078567	0.8750960143	0.8660771688	0.8633162334	0.8725503216	0.8735191859	0.8740922565	0.8700392257	0.8795824447
0.4761904762	0.896780303	0.893776824	0.8722580645	0.8617200675	0.8576449912	0.8755622189	0.8923283984	0.8898104265	0.902360515	0.8857142857	0.886509636	0.8947368421	0.9095163807	0.915956151	0.9180246914	0.8987743985	0.8871978514	0.888691796	0.88017692	0.8926882503	0.8827205882	0.8920911528	0.8874709977	0.888827738	0.885960334	0.882168926	0.8873441994	0.8893146979	0.8860404998	0.8815397703	0.8896524642	0.8897044984	0.8895158355	0.8919789724	0.8927540878	0.8940912491	0.8948094975	0.8902762013	0.8908114558	0.8919331951	0.8917936812	0.8847736626	0.8817516962	0.8843439204	0.8850039407	0.8754286468	0.868211441	0.8664613057	0.8677377081	0.8667381974	0.8552178241	0.8527870582	0.8572466286	0.8592929753	0.8527495876	0.8681825049	0.8705203673	0.8669597822	0.8735653929	0.8797445079	0.871121112	0.865788482	0.8624717908	0.8614644692	0.8581603795	0.858627888	0.8632039881	0.8666207969	0.8707465049	0.8804787669	0.8789152513	0.8786583979	0.8719821465	0.8745423156	0.8690892256	0.8684270875	0.8644015309	0.8797620384
0.4920634921	0.834280303	0.821888412	0.7870967742	0.7487352445	0.7363796134	0.7631184408	0.7900403769	0.7890995261	0.8079399142	0.7874285714	0.795503212	0.8040935673	0.8244929797	0.847137637	0.8572839506	0.8384021788	0.8209489705	0.8190687361	0.8098110173	0.824663514	0.8088235294	0.8190348525	0.8198955916	0.8172812328	0.8121085595	0.8094369135	0.8139980825	0.8151487827	0.8110728134	0.8049766057	0.8111132928	0.8085827216	0.8087004004	0.8119382737	0.81131773	0.8131637996	0.8154334622	0.816244167	0.8150357995	0.8136666303	0.8118502069	0.8036175711	0.8003348313	0.8055822907	0.8097012252	0.8013057241	0.7933260922	0.7949632512	0.8006115614	0.8026609442	0.7976801164	0.7943379638	0.7927549506	0.7967834926	0.7899298275	0.8024122476	0.800729927	0.7957862786	0.8031908185	0.8103745282	0.8003302726	0.7964130323	0.7885636533	0.7871600451	0.7858863667	0.7825749669	0.7895445971	0.7930379827	0.7977626436	0.8056629081	0.8070645216	0.8076417119	0.8023070458	0.8006677923	0.7975471818	0.7959350077	0.7935650876	0.807527968
0.5079365079	0.8172348485	0.8283261803	0.8490322581	0.844856661	0.8277680141	0.8110944528	0.8183041723	0.8187203791	0.80472103	0.7931428571	0.7901498929	0.7738791423	0.7574102964	0.7582216809	0.7604938272	0.754425783	0.7685765443	0.8035476718	0.7816646562	0.7770098218	0.7738970588	0.778150134	0.7587006961	0.7663731425	0.7667014614	0.7705943691	0.7576701822	0.769386835	0.7729426971	0.7856231391	0.7712546633	0.7762092979	0.7819439388	0.7744615906	0.7701186278	0.7697830965	0.7671176146	0.7616345062	0.773627685	0.7772077284	0.7858080145	0.8027562446	0.7962816107	0.7961982676	0.7960879845	0.8068451596	0.8091358919	0.8015023779	0.7971169247	0.7945922747	0.7959191486	0.8186038333	0.8199475729	0.8433621605	0.8285945931	0.8287757466	0.83044502	0.8307815918	0.829738933	0.8270976483	0.8325409211	0.8356743979	0.8381620868	0.8424927936	0.8307920214	0.8228581906	0.8273915387	0.8303709083	0.8294765114	0.8454123852	0.8361888709	0.8463547076	0.8514911747	0.8445011478	0.8316978186	0.8278111384	0.8214597659	0.8207355857
0.5238095238	0.4952651515	0.5128755365	0.52	0.5278246206	0.5237258348	0.5202398801	0.5087483176	0.5130331754	0.5246781116	0.5257142857	0.5246252677	0.5175438596	0.5132605304	0.5255785627	0.5491358025	0.5519745801	0.551477171	0.5419068736	0.5367913148	0.5300109131	0.5341911765	0.5311662198	0.5365429234	0.5484314805	0.5537578288	0.5482273201	0.540987536	0.5550045086	0.5549332184	0.5527435134	0.5517376792	0.5595708639	0.5567892246	0.5546888248	0.5546649567	0.5545250561	0.551490889	0.5583301804	0.5669451074	0.5723174326	0.5830221056	0.5906785338	0.5802273328	0.5815688162	0.5815719711	0.5879715115	0.5762128892	0.5769022914	0.5773431054	0.5791845494	0.5810810811	0.5878670652	0.5781511543	0.5856167501	0.5720316475	0.5683889812	0.571014834	0.5736062135	0.5780888721	0.5780896158	0.5707545458	0.5718078728	0.5717177751	0.5744767515	0.5668946116	0.560100426	0.5612503368	0.5585031153	0.5596388576	0.5722810767	0.5747738329	0.5845424963	0.5827222754	0.5797841058	0.5726903839	0.567391729	0.566659785	0.5658323044
0.5396825397	0.4895833333	0.5053648069	0.5122580645	0.5177065767	0.5131810193	0.5112443778	0.4993270525	0.5023696682	0.5042918455	0.5028571429	0.5021413276	0.4951267057	0.492199688	0.506090134	0.5303703704	0.5315478892	0.5259623993	0.5082039911	0.5086449538	0.5067297199	0.5080882353	0.5040214477	0.5078306265	0.5195376995	0.5245302714	0.5172054223	0.5086289549	0.5200631199	0.5172339509	0.5140365802	0.5101119183	0.5153397327	0.5116490717	0.5077157877	0.5060916961	0.5053103964	0.5022087245	0.5048555934	0.5119331742	0.5152275952	0.5231654386	0.5278974065	0.5147590096	0.5123516201	0.5081321201	0.5102215774	0.4951725803	0.4906506701	0.4869193807	0.4869527897	0.4872904066	0.4914717777	0.4808135679	0.4848126233	0.4719449803	0.467542932	0.4699552625	0.4719903584	0.4772985244	0.4785444692	0.4711465176	0.4717359279	0.4684554626	0.4693727284	0.4603241108	0.4546672685	0.459161951	0.4607367201	0.4652766121	0.4771755933	0.4802850559	0.490232733	0.4861799457	0.474464533	0.4639657223	0.4592524015	0.4582334164	0.4570060239
0.5555555556	0.4422348485	0.4495708155	0.4438709677	0.4333895447	0.4235500879	0.4197901049	0.4118438762	0.4087677725	0.4238197425	0.4091428571	0.4132762313	0.4122807018	0.4126365055	0.4086479903	0.3990123457	0.3822060826	0.369740376	0.4164079823	0.4382790511	0.4376136777	0.4316176471	0.4282841823	0.4231438515	0.4276279582	0.4347599165	0.4262252346	0.4209012464	0.4325969342	0.4286945282	0.4202467035	0.4197918712	0.4227366836	0.4160902803	0.4120739359	0.4097467137	0.4082273747	0.4055770293	0.4059780552	0.4087112172	0.4096714332	0.4165741395	0.4156378601	0.403207331	0.4019890921	0.4015189511	0.4040490636	0.3889090031	0.388618677	0.3886327234	0.3926609442	0.3964474389	0.399507649	0.3905504848	0.3915035655	0.3810282647	0.3799415823	0.381869555	0.3834084721	0.3884684912	0.3911932643	0.3840235183	0.3830552605	0.3777213594	0.380201153	0.3725328824	0.3691641513	0.3748854756	0.378629767	0.3851706194	0.3979267073	0.402470769	0.4136079048	0.4073558821	0.3923279771	0.3818662116	0.3792605553	0.3805999778	0.3811351817
0.5714285714	0.0587121212	0.0654506438	0.0748387097	0.0876897133	0.0949033392	0.0974512744	0.0928667564	0.0983412322	0.0901287554	0.1062857143	0.0974304069	0.0916179337	0.0873634945	0.1035322777	0.1402469136	0.150703586	0.1562220233	0.1033259424	0.0840369924	0.0829392506	0.0889705882	0.086461126	0.0951276102	0.1001651073	0.0947286013	0.0938477581	0.0877277085	0.0912984671	0.0885394227	0.0946405785	0.0905163951	0.0942970073	0.0966508919	0.095472274	0.0974671369	0.0970830217	0.0964936499	0.0988775382	0.103221957	0.105556162	0.1065912991	0.1121638434	0.1117279055	0.1103625281	0.1068997636	0.1067660248	0.1098237992	0.1065175097	0.1027034898	0.1001716738	0.0973126101	0.0989273782	0.0918106307	0.0945228342	0.0917833878	0.0880797704	0.0881327996	0.0886042048	0.0888300332	0.0911255202	0.0871411462	0.0886635376	0.0907506969	0.0916468229	0.0868485238	0.0842901069	0.0827405012	0.081648255	0.0804537061	0.0809197963	0.0816121874	0.0892060572	0.0874803157	0.08412855	0.0819451883	0.0812658722	0.0860582191	0.082194036
0.5873015873	0.0179924242	0.017167382	0.0141935484	0.0134907251	0.0123022847	0.0149925037	0.0148048452	0.0165876777	0.0289699571	0.0342857143	0.0331905782	0.0311890838	0.0288611544	0.0255785627	0.027654321	0.0213345438	0.0259623993	0.045232816	0.0418174507	0.0371044016	0.0386029412	0.0375335121	0.038863109	0.0374243258	0.0341858038	0.0338894682	0.032358581	0.03877367	0.0381301163	0.039557635	0.0414294129	0.046113307	0.0462322534	0.0471426149	0.0500160308	0.0492146597	0.0492821645	0.0533484677	0.0550119332	0.0570898374	0.059856667	0.0628768303	0.0657326637	0.0692974013	0.0737264455	0.0784093907	0.084600531	0.0907371379	0.0948890938	0.098111588	0.100260317	0.1033937049	0.0989167167	0.1019875588	0.1009533395	0.10132447	0.1011066635	0.101615855	0.1007903477	0.1033001065	0.0996080282	0.1000548152	0.1032789061	0.1075792706	0.1056128328	0.1042201473	0.1005524117	0.0973076972	0.094709959	0.0967650268	0.0982973457	0.1068811015	0.1051985818	0.1073115668	0.1085703392	0.1094133535	0.116851149	0.1151494743
0.6031746032	0.0179924242	0.0160944206	0.0141935484	0.0134907251	0.0123022847	0.0149925037	0.0134589502	0.0142180095	0.0182403433	0.0205714286	0.0192719486	0.0175438596	0.015600624	0.0133982948	0.0162962963	0.0099863822	0.0102954342	0.022616408	0.0257338158	0.0261913423	0.0264705882	0.0264745308	0.0269721578	0.0261419923	0.0232254697	0.0218978102	0.0201342282	0.0259242561	0.0243429556	0.0261590812	0.0261142745	0.0286090721	0.0287586458	0.0281499067	0.0301378647	0.0303664921	0.0313362783	0.0321604238	0.0335322196	0.035367318	0.0368426365	0.0400038281	0.0423825888	0.0442733397	0.0452102887	0.0489316803	0.0564204683	0.0613380891	0.0652332185	0.0674248927	0.068639461	0.07209425	0.0661971386	0.0686997421	0.0674326931	0.0663242182	0.0663291735	0.0663973575	0.0658342792	0.0675699216	0.0644575908	0.0646990305	0.0675693615	0.0717978443	0.0697302069	0.0683658213	0.064969011	0.0622937451	0.0599985612	0.0618691461	0.0638068618	0.0729058485	0.0707474712	0.0726698412	0.073884113	0.0748362877	0.0825247344	0.0806076252
0.619047619	0.0113636364	0.0096566524	0.0064516129	0.0033726813	0.0035149385	0.0059970015	0.0053835801	0.0071090047	0.0203862661	0.0251428571	0.0235546039	0.022417154	0.0210608424	0.0182704019	0.0202469136	0.0122560145	0.0156669651	0.0341463415	0.0293526337	0.0247362677	0.0246323529	0.0221179625	0.0223317865	0.0198128784	0.0159185804	0.0148592284	0.012464046	0.0166816952	0.0140025851	0.0142492556	0.0155114864	0.0191981931	0.018565708	0.0189927082	0.0211606284	0.0188481675	0.0180839315	0.0211880439	0.0214797136	0.0218316778	0.0230140305	0.0227772993	0.0234381884	0.0250240616	0.0288027513	0.0300712213	0.0317402848	0.0338845655	0.0340727079	0.0365665236	0.0380904984	0.0382275365	0.0342671257	0.0345319375	0.0343873186	0.0354786725	0.0348245821	0.035240816	0.0349560684	0.0395045001	0.0351504373	0.0353557847	0.0357095447	0.0382566738	0.0349249577	0.0346272109	0.0340339531	0.0345679956	0.0350591113	0.0365554242	0.0382990527	0.046556482	0.0431073626	0.0366337197	0.0345319039	0.0358510918	0.042751195	0.0408575598
0.6349206349	0.1458333333	0.1287553648	0.1161290323	0.089376054	0.0984182777	0.1124437781	0.1426648721	0.1279620853	0.1448497854	0.1325714286	0.1295503212	0.1286549708	0.1380655226	0.1485992692	0.1486419753	0.1343622333	0.1378692927	0.1694013304	0.1523924407	0.1567842852	0.1400735294	0.1367292225	0.1342807425	0.1271326362	0.114822547	0.1131386861	0.1061840844	0.1070784491	0.1034037053	0.1074011059	0.0995483998	0.0973084886	0.0979250091	0.0939460743	0.0918563642	0.088855647	0.0882109332	0.0860133686	0.0832935561	0.0811046829	0.0781265772	0.0750311035	0.0748964666	0.0769169073	0.0816077954	0.0751780533	0.0756698045	0.0759295288	0.0751346891	0.0773819742	0.0754153587	0.0681906102	0.0593437135	0.0547109695	0.0546842238	0.0617414514	0.0618083353	0.0615319377	0.0635220919	0.0698925772	0.0659274852	0.0651786632	0.0625912651	0.0694635919	0.0669469841	0.0655448673	0.0647669092	0.0687537428	0.0694108055	0.0730199145	0.0761713749	0.0846265689	0.0832294776	0.0748800061	0.0734937681	0.0786583657	0.0855023901	0.0822838328
0.6507936508	0.0662878788	0.0525751073	0.0464516129	0.0337268128	0.0439367311	0.0464767616	0.0726783311	0.0521327014	0.0708154506	0.0582857143	0.0535331906	0.0487329435	0.0553822153	0.0651644336	0.0661728395	0.0531093963	0.0528200537	0.0745011086	0.0715721753	0.0745725718	0.0566176471	0.0539544236	0.0548143852	0.0478811227	0.0365344468	0.0333680918	0.0254074784	0.0275022543	0.0226195605	0.0270097831	0.0196347929	0.0214568041	0.0211139425	0.0186535527	0.0185957038	0.0143605086	0.0162893429	0.0161432715	0.0137231504	0.0125532147	0.01271828	0.0121542731	0.0118072077	0.0134744947	0.0209930501	0.0158929042	0.0166545981	0.0136727194	0.012037082	0.0142918455	0.0148150984	0.0109372253	0.0074534946	0.0051888939	0.0025441024	0.0056655084	0.0049446668	0.0050439673	0.0060327069	0.0089615794	0.0059884586	0.0054472575	0.0044470994	0.0078800602	0.0037109638	0.0035685069	0.0015225007	0.0042939235	0.0044483346	0.005001364	0.006859691	0.0148264641	0.0105594683	0.0029974768	0.0024963916	0.0043486754	0.0108227858	0.0080143675
0.6666666667	0.0909090909	0.0847639485	0.0748387097	0.0590219224	0.0579964851	0.071964018	0.0753701211	0.0805687204	0.0836909871	0.0868571429	0.0856531049	0.0886939571	0.0904836193	0.0895249695	0.0913580247	0.0826146164	0.085049239	0.1064301552	0.0948934459	0.0960349218	0.0959558824	0.0934986595	0.0899071926	0.0877820583	0.0832463466	0.0826381648	0.0807766059	0.0836339044	0.0807841448	0.0812420247	0.079717259	0.0775456428	0.0779031671	0.0752925216	0.0745431228	0.0744951384	0.0719215903	0.0698700971	0.0696897375	0.0685514682	0.0653073584	0.0628768303	0.0632654859	0.0634424126	0.0609013398	0.05987866	0.0625754284	0.066742326	0.0675144396	0.0690128755	0.0670699028	0.0642166344	0.0534377665	0.0507661963	0.0530067936	0.0565543637	0.0569107605	0.0564879704	0.057489385	0.0646859576	0.0599390266	0.0597142759	0.0581607593	0.0640431132	0.0622783522	0.0607633502	0.0617219078	0.0640011213	0.0653101844	0.069678094	0.0731202526	0.0823813339	0.0813262615	0.0738745233	0.0708430541	0.0755837162	0.0830964443	0.0805926591
0.6825396825	0.0700757576	0.0686695279	0.064516129	0.0640809444	0.0544815466	0.0449775112	0.0403768506	0.0379146919	0.0418454936	0.0525714286	0.0503211991	0.0467836257	0.0429017161	0.0395858709	0.0390123457	0.0304130731	0.0299910474	0.0430155211	0.0426216325	0.0425609312	0.0426470588	0.0415549598	0.0397331787	0.0393505779	0.0375782881	0.0380604797	0.0333173538	0.0358431019	0.0316673847	0.0336027222	0.0318083644	0.0338791643	0.0336730979	0.0318806173	0.0325424816	0.0293193717	0.0278851463	0.0262328162	0.0252983294	0.0228141033	0.0213990108	0.0204804287	0.0199136488	0.0187680462	0.0176972129	0.0166183065	0.0178614531	0.016536965	0.014463913	0.0153648069	0.0155807365	0.0175136276	0.0135489372	0.0129874071	0.0114344824	0.0106007957	0.0099128797	0.0074766772	0.0070416614	0.0116326333	0.0078212899	0.0086676488	0.0100225674	0.0146948239	0.0133474988	0.0156703997	0.0149151172	0.0162965228	0.0157909882	0.017288806	0.0195229154	0.0274472568	0.0248287589	0.0164956081	0.0119191351	0.0120607795	0.0142054027	0.0121150896
0.6984126984	0.1297348485	0.135193133	0.1393548387	0.1450252951	0.1335676626	0.1259370315	0.1170928668	0.1208530806	0.1169527897	0.1074285714	0.1070663812	0.0994152047	0.0842433697	0.0639464068	0.0567901235	0.0458465729	0.0474485228	0.066075388	0.0695617209	0.0687522736	0.0713235294	0.0730563003	0.0658352668	0.0632911392	0.0613256785	0.0633472367	0.0616011505	0.0674030658	0.0661352865	0.0686941727	0.0679363833	0.0730284209	0.0740808154	0.0747837884	0.0780698942	0.0804786836	0.0819988956	0.080842477	0.0823389021	0.0820871084	0.0848894721	0.0894822471	0.0891708521	0.0879050369	0.0896324425	0.0971379583	0.1014361574	0.1008971033	0.1040625152	0.1066523605	0.1116300436	0.1260770178	0.1347945552	0.1494158701	0.1489278425	0.1535478673	0.1540381446	0.1552247467	0.1507125741	0.1526758928	0.1593292926	0.1582616739	0.1546694544	0.1451779672	0.1339837496	0.1328951451	0.1354082458	0.1383229489	0.1420349632	0.1475175048	0.1386767091	0.1497680583	0.1419779923	0.1284551612	0.1211793862	0.1225528084	0.1290714479	0.1302652748
0.7142857143	0.0748106061	0.0772532189	0.0864516129	0.1011804384	0.0984182777	0.0884557721	0.0780619112	0.0663507109	0.0675965665	0.072	0.0663811563	0.0604288499	0.0491419657	0.0377588307	0.0345679012	0.0249659555	0.0268576544	0.0412416851	0.044229996	0.0432884685	0.0448529412	0.043230563	0.0408932715	0.0396257567	0.0381002088	0.0393639208	0.0364333653	0.0419296664	0.0409306333	0.0440238197	0.0431965443	0.0478072652	0.0487804878	0.0493471257	0.0521000321	0.0532535527	0.0541137493	0.05473578	0.0566825776	0.0563257286	0.0604622994	0.0662264332	0.067054366	0.0664100096	0.0682095006	0.0752439989	0.0815833937	0.0798746217	0.0823666456	0.0848497854	0.0896562285	0.1035695446	0.1115497584	0.1258686087	0.1256395203	0.1307095735	0.1311043089	0.1315672008	0.1271492832	0.1275525017	0.1306935724	0.1293466717	0.1247510952	0.1158039855	0.1037274237	0.0998899828	0.1012934519	0.1005822917	0.1021078631	0.1077339274	0.1028740292	0.1125782618	0.1063289183	0.0907875017	0.0828257337	0.0769341838	0.0834617034	0.0824035619
0.7301587302	0.0662878788	0.0686695279	0.0593548387	0.0455311973	0.0386643234	0.0449775112	0.0430686406	0.058056872	0.0600858369	0.048	0.0503211991	0.0477582846	0.0421216849	0.0322777101	0.030617284	0.0217884703	0.0205908684	0.0363636364	0.0390028146	0.0392870135	0.0389705882	0.0402144772	0.0353828306	0.0321959274	0.0281837161	0.0271115746	0.0251677852	0.0293056808	0.0254200776	0.0255210549	0.024739839	0.0269151139	0.0263924281	0.0254366627	0.0272523245	0.0272251309	0.0278851463	0.0261066969	0.0256563246	0.0256522214	0.0244271727	0.023255814	0.0222045995	0.0214950273	0.0217095364	0.0224874703	0.0234129858	0.0255620406	0.026112702	0.027639485	0.0284434576	0.0294707227	0.0247923444	0.0247610378	0.0241549945	0.0232915345	0.0229809277	0.0236575459	0.0235843108	0.0288783509	0.0286357202	0.0288978725	0.0299349529	0.0318335631	0.0292986578	0.0317921521	0.0325788197	0.0372819592	0.0402748136	0.0414317541	0.0396112486	0.0497809165	0.0443053261	0.0396691393	0.0382084078	0.0468926506	0.0540345249	0.0541849066
0.746031746	0.0227272727	0.0225321888	0.0361290323	0.0320404722	0.0333919156	0.0329835082	0.0323014805	0.0414691943	0.0311158798	0.0388571429	0.0364025696	0.0350877193	0.0288611544	0.0225334957	0.0212345679	0.0149795733	0.0250671441	0.0585365854	0.0570969039	0.0512913787	0.0536764706	0.0576407507	0.0435034803	0.0412768299	0.0375782881	0.0401459854	0.0376318313	0.0417042381	0.0422231797	0.0508294343	0.0475161987	0.0500658762	0.0547870404	0.0515516364	0.052901571	0.0501121915	0.0499723909	0.0499432463	0.0572792363	0.0612378561	0.0628848289	0.0714900947	0.0778042118	0.0785210138	0.0809629577	0.0884990768	0.1061428916	0.103923476	0.0986749502	0.0958369099	0.0965469719	0.1052576051	0.1021065597	0.1088757396	0.1081383321	0.1012237498	0.1000941841	0.1006561621	0.0982889814	0.099893545	0.0986099517	0.1019390866	0.1105967078	0.1198771776	0.1172694489	0.1154757539	0.1166801401	0.1174012206	0.1143977363	0.1128944258	0.1128488521	0.1197986212	0.1239988793	0.1239968887	0.1224865876	0.1224338993	0.1296431577	0.1262169342
0.7619047619	0.0189393939	0.0193133047	0.0309677419	0.0252951096	0.0263620387	0.0254872564	0.0269179004	0.0367298578	0.0268240343	0.0354285714	0.0331905782	0.0321637427	0.0257410296	0.0200974421	0.0192592593	0.0131638675	0.0228290063	0.0563192905	0.0554885404	0.0498363041	0.0525735294	0.0556300268	0.0408932715	0.0388002201	0.0354906054	0.0385818561	0.0354745925	0.0389990983	0.0392072383	0.0480646533	0.0449636756	0.0476190476	0.052238806	0.0488383924	0.049855723	0.0468212416	0.0467973495	0.0472947408	0.0546539379	0.0581814212	0.0595538508	0.0686190066	0.0754251476	0.0760346487	0.0780970123	0.0853996307	0.1019792421	0.1003026373	0.0961995826	0.0930901288	0.0934078554	0.1021979954	0.098569308	0.1051130329	0.1042802427	0.0962632825	0.0948434189	0.095522921	0.0940429646	0.0959063196	0.0943454433	0.098153414	0.1076264436	0.1168066174	0.1151146957	0.1133459336	0.1141201832	0.1144833913	0.112071653	0.1099390743	0.1092109755	0.1156048782	0.1191683815	0.1204587278	0.1193729064	0.1200472239	0.126014388	0.1235754106
0.7777777778	0.0113636364	0.0096566524	0.0064516129	0.0033726813	0.0035149385	0.0059970015	0.0053835801	0.0047393365	0.0096566524	0.0114285714	0.0096359743	0.0087719298	0.0085803432	0.0066991474	0.0098765432	0.0018157059	0.0013428827	0.0133037694	0.015681544	0.0160058203	0.0150735294	0.014075067	0.0159512761	0.0145844799	0.0127870564	0.0122523462	0.0117449664	0.0166816952	0.0159414046	0.0189281157	0.0200274887	0.0225861095	0.0240262104	0.0242496185	0.0256492466	0.023934181	0.0249861955	0.0262328162	0.0307875895	0.0332933086	0.0334107197	0.0369413341	0.0395629571	0.0399422522	0.0439206133	0.0469533105	0.0527395607	0.0549070471	0.0555258943	0.0560515021	0.0571931705	0.0614032003	0.05905947	0.0632984373	0.0629875031	0.0603565493	0.0596185543	0.0600142838	0.0594021945	0.0618794155	0.0590861249	0.0602452979	0.0633545732	0.0673956636	0.0653907735	0.0658410674	0.0667475074	0.0680529541	0.0678760701	0.0670296444	0.0666339507	0.073983957	0.0732400081	0.0691032232	0.0671393168	0.0684916381	0.0755133478	0.0760205036
