Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44
0.5762484579	0.1105885174	0.2907260982	0.4285714286	0.5195681511	0.4791473587	0.16	0.0165289256	0.2403100775	0.2095648981	0.3528711929	0.6363636364	0.3270623742	0.3548387097	0.6	0.3336092715	0.3201915991	0.25	0.3291682936	0.4883081155	0.0196078431	0.002083728	0.1004670236	0.5709219858	0.02734375	0.5850220264	0.4905338564	0.160408716	0.3514625229	0.4927404719	0.5	0.0929162833	0.335546875	0.29561451	0.654822335	0.4068425392	0.0873440285	0.0710526316	0.1486146096	0.0913242009	0.3885350318	0.4519230769	1	0.3333333333
0.5065171914	0.0866054655	0.2972446206	0.360058309	0.4224021592	0.468952734	0.17	0.0165289256	0.2093023256	0.2499541032	0.3753965736	0.6363636364	0.3113682093	0.3225806452	0.6307692308	0.2889072848	0.2892409727	0.2708333333	0.3088637251	0.4607977992	0.031372549	0.0361810949	0.1020617382	0.5703546099	0.0390625	0.59030837	0.4872931946	0.1654561123	0.3382084095	0.4854809437	0.4929775281	0.1007359706	0.3431640625	0.3091499729	0.6598984772	0.3973619126	0.0962566845	0.0842105263	0.1637279597	0.0913242009	0.3821656051	0.4519230769	1	0.3333333333
0.2973233922	0.0719491559	0.3057186997	0.2434402332	0.2618083671	0.4494902688	0.13	0.0082644628	0.1899224806	0.2487607858	0.3539022843	0.5757575758	0.2853118712	0.3064516129	0.6153846154	0.2044701987	0.2693441415	0.2673611111	0.2879083691	0.2964236589	0.131372549	0.0956620572	0.1156168128	0.5726241135	0.0390625	0.6039647577	0.4847347774	0.1767819771	0.334095064	0.4854809437	0.4831460674	0.1195952162	0.3498046875	0.3286410395	0.652284264	0.4018961253	0.1087344029	0.0921052632	0.1738035264	0.1095890411	0.3821656051	0.4519230769	1	0.3333333333
0.136405085	0.1039265586	0.314844631	0.1486880466	0.1201079622	0.4467099166	0.14	0	0.2054263566	0.2543601983	0.3628648477	0.6363636364	0.2906438632	0.3064516129	0.6307692308	0.3129139073	0.2376565954	0.2708333333	0.2713783678	0.4614855571	0.2480392157	0.1111953021	0.1340699396	0.574751773	0.04296875	0.613215859	0.4835408494	0.1958635972	0.3756855576	0.4800362976	0.4845505618	0.1237350506	0.355859375	0.342717921	0.6598984772	0.3985985161	0.1354723708	0.1105263158	0.2166246851	0.1315068493	0.3694267516	0.4326923077	0	0.3333333333
0.2758676179	0.1292420023	0.3317927892	0.1967930029	0.1767881242	0.4661723818	0.17	0	0.2015503876	0.2607857536	0.3523159898	0.6060606061	0.270221328	0.2903225806	0.6307692308	0.0976821192	0.2623434046	0.2777777778	0.2574515163	0.3651994498	0.2852941176	0.1015343815	0.1390819	0.5712056738	0.0390625	0.6088105727	0.4811529933	0.2028807091	0.3784277879	0.4791288566	0.4915730337	0.1260349586	0.3587890625	0.3567948024	0.6624365482	0.4035449299	0.1426024955	0.1289473684	0.2367758186	0.1333333333	0.3503184713	0.3653846154	0	0.3333333333
0.5226090222	0.1518926625	0.3415705728	0.3294460641	0.3846153846	0.453197405	0.16	0.0165289256	0.2131782946	0.252616119	0.3709549492	0.6060606061	0.3028169014	0.3225806452	0.6153846154	0.2731788079	0.2616064849	0.2673611111	0.2946765586	0.4662998624	0.1147058824	0.0365599545	0.17746896	0.5805673759	0.0703125	0.6303964758	0.4826880437	0.2315646928	0.4131627057	0.4709618875	0.5042134831	0.146274149	0.3681640625	0.3854899838	0.692893401	0.4192085738	0.1568627451	0.15	0.2518891688	0.1433789954	0.3439490446	0.3846153846	0	0.3333333333
0.5708845143	0.1705461474	0.3467853907	0.3848396501	0.4804318489	0.4383688601	0.14	0.0495867769	0.2015503876	0.273453277	0.3634993655	0.5757575758	0.2705231388	0.2903225806	0.6307692308	0.3915562914	0.2490788504	0.2604166667	0.2650006508	0.4958734525	0.0539215686	0.0384542527	0.2058320993	0.5868085106	0.078125	0.6365638767	0.4874637558	0.2536008864	0.4255027422	0.4682395644	0.5224719101	0.1908923643	0.3748046875	0.3909041689	0.6954314721	0.4299258038	0.1604278075	0.1684210526	0.2720403023	0.1579908676	0.3757961783	0.375	0.3333333333	0.3333333333
0.5172450786	0.2198446431	0.3513483564	0.361516035	0.4547908232	0.4253938832	0.12	0.0578512397	0.2131782946	0.2892417845	0.3805520305	0.6060606061	0.2747484909	0.2903225806	0.6307692308	0.3443708609	0.240972734	0.2673611111	0.2465182871	0.492434663	0.0470588235	0.0420534192	0.2411436382	0.5978723404	0.09765625	0.6572687225	0.4918983456	0.2821617629	0.4442413163	0.4709618875	0.5547752809	0.2309107636	0.38125	0.4158094207	0.692893401	0.4299258038	0.1871657754	0.1789473684	0.2720403023	0.1753424658	0.3821656051	0.3846153846	0.3333333333	0.3333333333
0.3455988843	0.2251742102	0.3578668787	0.2638483965	0.3090418354	0.4244670992	0.12	0.0661157025	0.2286821705	0.3187993391	0.4118813452	0.6363636364	0.282193159	0.2903225806	0.6461538462	0.3062913907	0.2442888725	0.2916666667	0.2351945854	0.5584594223	0.0333333333	0.064974427	0.2503702016	0.5981560284	0.09765625	0.6634361233	0.4898516118	0.2934876277	0.4616087751	0.4718693285	0.5617977528	0.237350506	0.384765625	0.4233892799	0.6979695431	0.4245671888	0.183600713	0.1605263158	0.2795969773	0.1643835616	0.3630573248	0.3557692308	0.3333333333	0.3333333333
0.1310411414	0.2011911582	0.3643854011	0.1282798834	0.1174089069	0.4077849861	0.11	0.0578512397	0.1821705426	0.3538645126	0.4302823604	0.6363636364	0.2671026157	0.2741935484	0.6615384615	0.4246688742	0.243183493	0.2326388889	0.248861122	0.6251719395	0.0147058824	0.0229210078	0.2556099784	0.6008510638	0.10546875	0.6700440529	0.4901927341	0.2961959867	0.457952468	0.4600725953	0.5449438202	0.2529898804	0.390234375	0.4233892799	0.6802030457	0.4266281946	0.1907308378	0.1736842105	0.282115869	0.1771689498	0.3821656051	0.3365384615	0.6666666667	0.3333333333
0.1471329722	0.190532024	0.3682965145	0.1268221574	0.1349527665	0.3790546803	0.09	0.0661157025	0.1899224806	0.3554250046	0.4201300761	0.6060606061	0.2524144869	0.2580645161	0.6461538462	0.292218543	0.309137804	0.2326388889	0.2219185214	0.7393397524	0.037254902	0.1405569237	0.2695067775	0.6066666667	0.1171875	0.6814977974	0.4922394678	0.3037055275	0.4693784278	0.444646098	0.5575842697	0.2608095676	0.39765625	0.4179750947	0.6776649746	0.4348722176	0.2174688057	0.1605263158	0.3073047859	0.19543379	0.3757961783	0.3365384615	0.6666666667	0.3333333333
0.39923832	0.1931968076	0.3728594802	0.2478134111	0.3157894737	0.3846153846	0.08	0.0743801653	0.1860465116	0.3475307509	0.4083121827	0.5454545455	0.2460764588	0.2580645161	0.6307692308	0.3733443709	0.2033898305	0.2534722222	0.2255629311	0.6616231087	0.1901960784	0.3464671339	0.2878459961	0.6085106383	0.12109375	0.6929515419	0.4898516118	0.320817432	0.4954296161	0.4337568058	0.5842696629	0.2750689972	0.39453125	0.4531672983	0.6649746193	0.438582028	0.2263814617	0.1710526316	0.3173803526	0.2200913242	0.3885350318	0.3557692308	0.6666666667	0.3333333333
0.5547926836	0.2424953033	0.3793780026	0.3498542274	0.4520917679	0.4096385542	0.09	0.0909090909	0.3604651163	0.3700201946	0.4382931472	0.5757575758	0.2595573441	0.2741935484	0.6307692308	0.3518211921	0.2133382461	0.2569444444	0.2305089158	0.8143053645	0.068627451	0.0483046031	0.3274860462	0.6154609929	0.11328125	0.7140969163	0.4903632952	0.3550412409	0.5137111517	0.4382940109	0.5814606742	0.3265869365	0.4140625	0.4704926909	0.6421319797	0.4472382523	0.256684492	0.1868421053	0.3350125945	0.2575342466	0.3885350318	0.3076923077	1	0.3333333333
0.5065171914	0.2491572622	0.3852446727	0.3090379009	0.4048582996	0.391102873	0.07	0.0909090909	0.3333333333	0.4158252249	0.4675602792	0.6060606061	0.2465794769	0.2580645161	0.6615384615	0.2740066225	0.2266028003	0.2638888889	0.2292073409	0.6795048143	0.0774509804	0.0439477174	0.3346622622	0.6143262411	0.12890625	0.7202643172	0.4859287054	0.3593499938	0.5150822669	0.4292196007	0.5912921348	0.3201471941	0.4185546875	0.4834867352	0.6472081218	0.4620774938	0.2513368984	0.1947368421	0.3476070529	0.2374429224	0.3885350318	0.2788461538	1	0.3333333333
0.2919594486	0.2171798596	0.3904594906	0.1705539359	0.2172739541	0.3725671918	0	0.0991735537	0.3410852713	0.4060950982	0.4593908629	0.5757575758	0.2467806841	0.2580645161	0.6461538462	0.3816225166	0.2004421518	0.2534722222	0.2249121437	0.7090784044	0.0970588235	0.0717939004	0.3499259597	0.6154609929	0.13671875	0.7317180617	0.4825174825	0.3747383971	0.5265082267	0.4210526316	0.6235955056	0.3298068077	0.42734375	0.4964807796	0.6370558376	0.462489695	0.2245989305	0.1973684211	0.3576826196	0.2054794521	0.3630573248	0.2788461538	1	0.3333333333
0.1578608593	0.2065207254	0.4028446832	0.1282798834	0.1322537112	0.3929564411	0.06	0.1404958678	0.3643410853	0.417110336	0.4570114213	0.5454545455	0.2316901408	0.2419354839	0.6461538462	0.2715231788	0.2114959469	0.2569444444	0.2253026162	0.5240715268	0.2882352941	0.1704868346	0.3655313817	0.6093617021	0.15625	0.7220264317	0.4780828927	0.3917271944	0.53976234	0.4119782214	0.6348314607	0.3500459982	0.433203125	0.5154304277	0.6421319797	0.4798021434	0.2352941176	0.2184210526	0.3828715365	0.2237442922	0.3566878981	0.2596153846	0	0.3333333333
0.2919594486	0.2345009527	0.4197928414	0.2317784257	0.2739541161	0.3957367933	0.16	0.1570247934	0.3294573643	0.4299614467	0.4835818528	0.5757575758	0.2514084507	0.2580645161	0.6461538462	0.3658940397	0.2288135593	0.2430555556	0.2090329298	0.6856946355	0.2068627451	0.0960409168	0.3928693473	0.620141844	0.171875	0.7475770925	0.4804707488	0.4108088145	0.5680987203	0.4019963702	0.643258427	0.381324747	0.43515625	0.5289658906	0.6294416244	0.4835119538	0.2513368984	0.2210526316	0.4055415617	0.2392694064	0.3503184713	0.2692307692	0	0.3333333333
0.5279729657	0.2731403142	0.4289187727	0.3731778426	0.4831309042	0.3966635774	0.18	0.173553719	0.3294573643	0.4546539379	0.4857233503	0.5757575758	0.2269617706	0.2258064516	0.6461538462	0.1456953642	0.2225497421	0.2569444444	0.1913315111	0.6341127923	0.1333333333	0.074256488	0.4089304021	0.6242553191	0.1953125	0.7599118943	0.479617943	0.4250892527	0.5799817185	0.4056261343	0.6404494382	0.4006439742	0.4400390625	0.5441256091	0.6116751269	0.4818631492	0.2923351159	0.2394736842	0.4130982368	0.2876712329	0.3821656051	0.2788461538	0	0.3333333333
0.5387008529	0.3344303359	0.4341335906	0.3658892128	0.4858299595	0.3938832252	0.08	0.1900826446	0.3294573643	0.5097301267	0.5281567259	0.6363636364	0.2204225352	0.2258064516	0.6923076923	0.315397351	0.2081798084	0.2604166667	0.1742808799	0.6114167813	0.0245098039	0.032960788	0.4499373505	0.6343262411	0.2109375	0.7973568282	0.4765478424	0.45894374	0.6147166362	0.4110707804	0.6516853933	0.4264029439	0.44765625	0.5896047645	0.6269035533	0.4876339654	0.3101604278	0.2526315789	0.4256926952	0.298630137	0.3248407643	0.3557692308	0.3333333333	0.3333333333
0.4689695864	0.3184416346	0.4393484085	0.3367346939	0.4304993252	0.4077849861	0.1	0.1900826446	0.3294573643	0.5423168717	0.5547271574	0.6363636364	0.2183098592	0.2096774194	0.7076923077	0.3700331126	0.1868091378	0.2256944444	0.1707666276	0.5584594223	0.0088235294	0.0358022353	0.4693017428	0.6392907801	0.21875	0.80969163	0.4774006481	0.4722393204	0.6357404022	0.4056261343	0.6587078652	0.4374425023	0.4580078125	0.5868976719	0.6040609137	0.4987633965	0.2941176471	0.2473684211	0.4181360202	0.295890411	0.3184713376	0.3269230769	0.3333333333	0.3333333333
0.2544118436	0.3131120675	0.4432595219	0.1807580175	0.2105263158	0.3846153846	0.12	0.1900826446	0.2790697674	0.5519552047	0.5529029188	0.6363636364	0.2055331992	0.1935483871	0.6923076923	0.2913907285	0.2347089167	0.2013888889	0.1749316673	0.7854195323	0.0049019608	0.0316347793	0.496981433	0.6408510638	0.23046875	0.8268722467	0.4721132526	0.503016127	0.6544789762	0.4010889292	0.6853932584	0.47700092	0.4685546875	0.6085544126	0.6421319797	0.4913437758	0.3172905526	0.2473684211	0.4206549118	0.3260273973	0.3248407643	0.3076923077	0.3333333333	0.3333333333
0.0344901572	0.351751429	0.4510817488	0.0466472303	0.012145749	0.3827618165	0.08	0.1983471074	0.2945736434	0.5805948228	0.5682899746	0.6363636364	0.1936619718	0.1935483871	0.7076923077	0.2160596026	0.2372881356	0.1909722222	0.1668619029	0.6767537827	0.0558823529	0.0555029362	0.539583096	0.6435460993	0.234375	0.8356828194	0.4717721303	0.5351471131	0.6841864717	0.4047186933	0.7148876404	0.5142594296	0.4791015625	0.6247969681	0.6573604061	0.5300906843	0.3404634581	0.25	0.4307304786	0.3406392694	0.2929936306	0.2307692308	0.6666666667	0.3333333333
0.1256771979	0.3997175329	0.4497780443	0.1064139942	0.1133603239	0.3734939759	0.04	0.2066115702	0.2906976744	0.6180466312	0.5958121827	0.6666666667	0.1875251509	0.1774193548	0.7230769231	0.2177152318	0.213706706	0.21875	0.1504620591	0.6341127923	0.0264705882	0.0327713582	0.5615673767	0.6469503546	0.25390625	0.8537444934	0.4680197851	0.555213591	0.699725777	0.4056261343	0.7485955056	0.5386384545	0.48515625	0.6377910125	0.6472081218	0.5325638912	0.3689839572	0.2447368421	0.4282115869	0.3716894977	0.3121019108	0.2596153846	0.6666666667	0.3333333333
0.3455988843	0.5236299682	0.4530373055	0.2346938776	0.3130904184	0.358665431	0.06	0.1983471074	0.2984496124	0.6150174408	0.6096922589	0.6363636364	0.2084507042	0.1935483871	0.7076923077	0.3774834437	0.2100221076	0.2013888889	0.1888585188	0.6822558459	0.1950980392	0.0276567532	0.5690853172	0.6466666667	0.2734375	0.8629955947	0.463244073	0.5658008125	0.6933272395	0.4119782214	0.7626404494	0.5745170193	0.4919921875	0.6220898755	0.6446700508	0.5251442704	0.4099821747	0.2684210526	0.4609571788	0.3945205479	0.3057324841	0.2403846154	0.6666666667	0.3333333333
0.4689695864	0.4876553902	0.4647706458	0.2915451895	0.3900134953	0.3623725672	0.1	0.2066115702	0.4031007752	0.628511107	0.6134200508	0.6363636364	0.1983903421	0.1935483871	0.7076923077	0.3410596026	0.2107590273	0.2013888889	0.1615254458	0.6595598349	0.1166666667	0.05152491	0.5781979724	0.6558865248	0.2890625	0.8828193833	0.4659730513	0.5696171365	0.6960694698	0.3992740472	0.8132022472	0.5823367065	0.49609375	0.6101786681	0.6116751269	0.5185490519	0.4117647059	0.2894736842	0.4559193955	0.396347032	0.2802547771	0.2019230769	1	0.3333333333
0.4206940943	0.3677401303	0.4784595428	0.2478134111	0.3319838057	0.3512511585	0.09	0.1983471074	0.3604651163	0.6240132183	0.6184961929	0.6060606061	0.2097585513	0.1935483871	0.6923076923	0.4271523179	0.2056005895	0.1875	0.158401666	0.6155433287	0.1	0.0340973669	0.6162433079	0.664964539	0.3125	0.9110132159	0.4649496845	0.5991628709	0.7166361974	0.4001814882	0.8483146067	0.6159153634	0.5048828125	0.6340010828	0.6294416244	0.5309150866	0.3725490196	0.2710526316	0.4332493703	0.3570776256	0.2547770701	0.1923076923	1	0.3333333333
0.2168642386	0.3264359852	0.4804150995	0.1282798834	0.1565452092	0.3466172382	0.08	0.1900826446	0.3372093023	0.6472370112	0.6157201777	0.6060606061	0.1808853119	0.1774193548	0.7076923077	0.232615894	0.1934414149	0.1875	0.1542366263	0.6244841816	0.2166666667	0.3121803372	0.6344686183	0.6679432624	0.328125	0.9149779736	0.4663141736	0.6138126308	0.7216636197	0.3983666062	0.8581460674	0.6343146274	0.5107421875	0.6453708717	0.6598984772	0.5391591096	0.3725490196	0.2736842105	0.4307304786	0.3689497717	0.2292993631	0.2019230769	1	0.3333333333
0.061309875	0.3704049139	0.4862817696	0.0641399417	0.0607287449	0.3456904541	0.09	0.2148760331	0.3720930233	0.6837708831	0.6303140863	0.6060606061	0.1592555332	0.1451612903	0.7230769231	0.1821192053	0.1731761238	0.1666666667	0.1367955226	0.6767537827	0.1784313725	0.0467891646	0.6667046361	0.6814184397	0.3515625	0.9449339207	0.4698959577	0.6408962206	0.7440585009	0.3974591652	0.8862359551	0.653173873	0.520703125	0.6670276123	0.7106598985	0.5259686727	0.3975044563	0.2947368421	0.4710327456	0.398173516	0.2611464968	0.1153846154	0	0.6666666667
0.1578608593	0.3690725221	0.5019262234	0.0889212828	0.0985155196	0.3410565338	0.11	0.2314049587	0.3837209302	0.711951533	0.6641814721	0.6363636364	0.1713279678	0.1612903226	0.7384615385	0.2235099338	0.134119381	0.1979166667	0.1390081999	0.5412654746	0.1950980392	0.1261602576	0.7026996241	0.6909219858	0.375	0.9726872247	0.4695548354	0.667733596	0.7591407678	0.3965517241	0.922752809	0.6858325667	0.5310546875	0.6859772604	0.7131979695	0.5387469085	0.3814616756	0.2973684211	0.483627204	0.3872146119	0.2484076433	0.1634615385	0	0.6666666667
0.4528777557	0.3930555741	0.5130077114	0.2419825073	0.326585695	0.3373493976	0.13	0.3223140496	0.3953488372	0.738020929	0.6778236041	0.6666666667	0.1600603622	0.1451612903	0.7538461538	0.2913907285	0.1013264554	0.1736111111	0.1433033971	0.6313617607	0.2078431373	0.0761507861	0.7349356419	0.6961702128	0.40234375	0.9837004405	0.4704076411	0.694940293	0.7728519196	0.3992740472	0.9508426966	0.718951242	0.539453125	0.7152138603	0.7106598985	0.5490519373	0.3796791444	0.3026315789	0.5113350126	0.396347032	0.2484076433	0.1634615385	0	0.6666666667
0.5333369093	0.4903201737	0.5195262338	0.3017492711	0.4170040486	0.3382761816	0.12	0.3553719008	0.3992248062	0.7398568019	0.6832170051	0.6363636364	0.164889336	0.1451612903	0.7384615385	0.2963576159	0.1540162122	0.1597222222	0.1571000911	0.5337001376	0.0519607843	0.0412956999	0.7555530243	0.704822695	0.44140625	1	0.4727954972	0.7077434445	0.7755941499	0.390199637	0.9761235955	0.730450782	0.544140625	0.736870601	0.7131979695	0.5556471558	0.422459893	0.3236842105	0.4937027708	0.4484018265	0.2611464968	0.1730769231	0.3333333333	0.6666666667
0.4689695864	0.5409510613	0.5247410517	0.2609329446	0.358974359	0.3299351251	0.14	0.3636363636	0.3992248062	0.7699651184	0.6981281726	0.6363636364	0.150804829	0.1290322581	0.7538461538	0.1970198675	0.1713338246	0.1736111111	0.1529350514	0.7448418157	0.0882352941	0.0568289449	0.7571477389	0.6994326241	0.44921875	0.9942731278	0.4681903462	0.7132832697	0.7696526508	0.3847549909	0.981741573	0.7520699172	0.549609375	0.7249593936	0.730964467	0.5585325639	0.4598930481	0.3447368421	0.5390428212	0.4748858447	0.2675159236	0.1826923077	0.3333333333	0.6666666667
0.2812315614	0.5329567106	0.5280003129	0.1603498542	0.2132253711	0.3206672845	0.14	0.3884297521	0.3875968992	0.7941986415	0.720732868	0.6666666667	0.152917505	0.1290322581	0.7538461538	0.3294701987	0.1296978629	0.15625	0.1393986724	0.5103163686	0.0107843137	0.0289827619	0.7658047614	0.6991489362	0.46875	0.9881057269	0.4693842743	0.7233780623	0.7787934186	0.3829401089	0.9620786517	0.7838086477	0.5498046875	0.7298321603	0.7284263959	0.5568837593	0.4616755793	0.3657894737	0.5793450882	0.4767123288	0.2738853503	0.2211538462	0.3333333333	0.6666666667
0.0023064957	0.5582721543	0.5345188353	0.0349854227	0.0256410256	0.3234476367	0.12	0.4214876033	0.2868217054	0.7803378006	0.7225571066	0.6363636364	0.1704225352	0.1451612903	0.7384615385	0.3427152318	0.1481208548	0.1736111111	0.1321098529	0.5742778542	0.0362745098	0.0318242091	0.7896115731	0.6981560284	0.484375	0.9938325991	0.4652908068	0.7436907546	0.7888482633	0.3784029038	0.9662921348	0.8068077277	0.55546875	0.7671900379	0.7208121827	0.5779060181	0.4777183601	0.3763157895	0.5818639798	0.502283105	0.3057324841	0.4423076923	0.6666666667	0.6666666667
0.136405085	0.5529425872	0.5397336532	0.0947521866	0.1147098516	0.3225208526	0.14	0.4628099174	0.3255813953	0.8191665137	0.749444797	0.6666666667	0.161971831	0.1451612903	0.7538461538	0.2450331126	0.1923360354	0.1736111111	0.1282051282	0.6458046768	0.0049019608	0.0109869293	0.8104567718	0.6960283688	0.49609375	0.9973568282	0.460856217	0.7633879109	0.7979890311	0.3811252269	0.9789325843	0.8307267709	0.5654296875	0.7791012453	0.7284263959	0.593569662	0.4884135472	0.3894736842	0.5415617128	0.496803653	0.2993630573	0.4134615385	0.6666666667	0.6666666667
0.4421498686	0.4396892862	0.5429929144	0.2594752187	0.3697705803	0.3067655236	0.15	0.4958677686	0.3449612403	0.8366073068	0.745161802	0.6363636364	0.1374245473	0.1129032258	0.7538461538	0.2491721854	0.1212232867	0.1736111111	0.1216972537	0.7455295736	0.0117647059	0.0668687251	0.8283403577	0.6910638298	0.5	0.9964757709	0.455057138	0.7782838853	0.8121572212	0.3747731397	0.9985955056	0.8298068077	0.579296875	0.7780184082	0.769035533	0.6228359439	0.4420677362	0.3789473684	0.5818639798	0.4529680365	0.2802547771	0.3557692308	0.6666666667	0.6666666667
0.5333369093	0.3544162125	0.550163289	0.3075801749	0.4358974359	0.3086190918	0.18	0.4876033058	0.4069767442	0.8824123371	0.7752220812	0.6666666667	0.1253521127	0.0967741935	0.7846153846	0.255794702	0.1396462786	0.1458333333	0.1076402447	0.6953232462	0.0490196078	0.0661110059	0.827315184	0.6787234043	0.51953125	0.9806167401	0.4455057138	0.7896097501	0.823583181	0.3711433757	0.9887640449	0.8316467341	0.5853515625	0.7980508933	0.7842639594	0.6170651278	0.3903743316	0.3710526316	0.5617128463	0.4173515982	0.2738853503	0.2884615385	1	0.6666666667
0.4636056429	0.3410922948	0.5560299591	0.2463556851	0.3441295547	0.3049119555	0.2	0.4876033058	0.503875969	0.9026069396	0.8041719543	0.696969697	0.1399396378	0.1129032258	0.7846153846	0.1688741722	0.1798084009	0.1423611111	0.1271638683	0.7943603851	0.0578431373	0.058723243	0.8505524547	0.6720567376	0.52734375	0.9735682819	0.439877196	0.8186630555	0.8500914077	0.3711433757	0.9985955056	0.8601655934	0.5939453125	0.8327016784	0.7868020305	0.6232481451	0.3992869875	0.3815789474	0.5591939547	0.4118721461	0.2611464968	0.2596153846	1	0.6666666667
0.2919594486	0.363742955	0.5573336636	0.1428571429	0.2010796221	0.2937905468	0.16	0.4958677686	0.488372093	0.9426289701	0.8300285533	0.7272727273	0.1288732394	0.0967741935	0.8	0.2392384106	0.1190125276	0.1388888889	0.1229988286	0.8624484182	0.1401960784	0.0712256109	0.8700307552	0.6717730496	0.54296875	0.981938326	0.4356131673	0.8393450696	0.8697440585	0.3784029038	1	0.8712051518	0.6017578125	0.8548998376	0.8147208122	0.6253091509	0.422459893	0.4	0.5591939547	0.4182648402	0.2675159236	0.2692307692	1	0.6666666667
0.1157539023	0.3475144231	0.5777887868	0.0641399417	0.0769230769	0.2993512512	0.17	0.5289256198	0.484496124	0.9479530017	0.8627062183	0.7272727273	0.1644869215	0.1290322581	0.7846153846	0.2102649007	0.200073692	0.1458333333	0.1440843421	0.7585969739	0.3352941176	0.1646145103	0.8969130881	0.6764539007	0.546875	0.9995594714	0.4342486782	0.8634740859	0.8967093236	0.3765880218	0.9943820225	0.9001839926	0.608203125	0.8798050893	0.8172588832	0.6281945589	0.3975044563	0.4131578947	0.5818639798	0.39543379	0.2356687898	0.1346153846	0	0.6666666667
0.2710937081	0.3519912595	0.5976898357	0.1632653061	0.2132253711	0.3160333642	0.19	0.4876033058	0.484496124	0.9506150174	0.8499365482	0.696969697	0.145472837	0.1129032258	0.7846153846	0.2210264901	0.163596168	0.1597222222	0.1427827671	0.7551581843	0.4843137255	0.7147186967	0.9075065497	0.6622695035	0.56640625	0.9559471366	0.4332253113	0.8828019205	0.9172760512	0.3793103448	0.9957865169	0.9199632015	0.6150390625	0.8922577152	0.8350253807	0.6430338005	0.4046345811	0.4368421053	0.5894206549	0.402739726	0.2420382166	0.1634615385	0	0.6666666667
0.4754599582	0.4322412162	0.6026113201	0.2755102041	0.383265857	0.3160333642	0.2	0.479338843	0.4689922481	0.9747567468	0.8553299492	0.6666666667	0.1257545272	0.0967741935	0.7846153846	0	0.1525423729	0.1979166667	0.1133671743	0.780605227	0.1480392157	0.0731199091	0.9291491058	0.6707801418	0.58203125	0.9911894273	0.4291318438	0.8965899298	0.9410420475	0.3765880218	0.9831460674	0.9241030359	0.625	0.8933405522	0.8604060914	0.6504534213	0.4367201426	0.4578947368	0.6020151134	0.4337899543	0.2420382166	0.1346153846	0	0.6666666667
0.499812262	0.504043809	0.6101923616	0.3104956268	0.4345479082	0.3160333642	0.21	0.4958677686	0.4573643411	0.9073802093	0.8064720812	0.5757575758	0.1377263581	0.1129032258	0.7384615385	0.1233443709	0.1672807664	0.1666666667	0.13744631	0.8383768913	0.0941176471	0.0856222769	0.9373504955	0.665106383	0.59765625	0.9823788546	0.4250383763	0.9071771513	0.9460694698	0.3802177858	0.9494382022	0.9351425943	0.63515625	0.8998375744	0.8781725888	0.6611706513	0.4652406417	0.4710526316	0.5994962217	0.4611872146	0.2165605096	0.0384615385	0.3333333333	0.6666666667
0.4169929732	0.5751269103	0.6147031791	0.2667638484	0.3724696356	0.3030583874	0.22	0.479338843	0.4534883721	0.9364787957	0.8251110406	0.6060606061	0.1292756539	0.0967741935	0.7384615385	0.1299668874	0.1691230656	0.15625	0.138227255	0.742778542	0.0107843137	0.0193218413	0.9531837339	0.6609929078	0.60546875	0.9766519824	0.4219682756	0.9256432353	0.9584095064	0.3856624319	0.9634831461	0.9480220791	0.6439453125	0.9155387114	0.8908629442	0.6685902721	0.4848484848	0.4789473684	0.59697733	0.4885844749	0.2101910828	0.0576923077	0.3333333333	0.6666666667
0.1733626562	0.5610035575	0.6169455508	0.1370262391	0.1875843455	0.2937905468	0.2	0.479338843	0.4612403101	0.9511657793	0.854536802	0.6060606061	0.1507042254	0.1290322581	0.7384615385	0.201986755	0.1510685335	0.1527777778	0.1412208773	0.6884456671	0.0107843137	0.0316347793	0.9617268482	0.6607092199	0.62109375	0.9828193833	0.4185570527	0.9333989905	0.9552102377	0.3838475499	0.9578651685	0.9521619135	0.6546875	0.9204114781	0.8984771574	0.6743610882	0.5098039216	0.4921052632	0.6095717884	0.5086757991	0.2292993631	0.0769230769	0.3333333333	0.6666666667
0	0.539698613	0.6312928185	0.0087463557	0	0.2873030584	0.19	0.4710743802	0.4612403101	0.936662383	0.8555678934	0.6060606061	0.167806841	0.1451612903	0.7230769231	0.1614238411	0.1764922623	0.1770833333	0.1792268645	0.6918844567	0.0333333333	0.0395908316	0.9571705206	0.6536170213	0.6328125	0.9709251101	0.4141224629	0.9390619229	0.9565813528	0.3829401089	0.9606741573	0.9563017479	0.66015625	0.9225771521	0.9010152284	0.6595218467	0.5365418895	0.4947368421	0.6221662469	0.5415525114	0.2420382166	0.1634615385	0.6666666667	0.6666666667
