Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44
0.0530494019	0.4936111814	0.6401449719	0	0.008097166	0.265987025	0.13	0.4628099174	0.4534883721	0.9161923995	0.8313769036	0.5454545455	0.1595573441	0.1290322581	0.6923076923	0.2541390728	0.15917465	0.1701388889	0.17271899	0.6444291609	0.0166666667	0.0287933321	0.9551201731	0.6385815603	0.62890625	0.9488986784	0.4047415999	0.9431244614	0.9556672761	0.3765880218	0.9213483146	0.9627414903	0.671484375	0.9236599892	0.8908629442	0.6821929101	0.5294117647	0.5	0.6146095718	0.5452054795	0.2420382166	0.25	0.6666666667	0.6666666667
0.3126642708	0.4964624998	0.6457965308	0.1516034985	0.2442645074	0.2446709917	0.15	0.4710743802	0.4341085271	0.9677804296	0.8841211929	0.6060606061	0.1699195171	0.1451612903	0.7230769231	0.2069536424	0.2092851879	0.1458333333	0.1682936353	0.6444291609	0.0068627451	0.0159121046	0.963435471	0.6279432624	0.625	0.9343612335	0.3977485929	0.9548196479	0.9689213894	0.3765880218	0.8834269663	0.9645814167	0.6814453125	0.9463995669	0.8807106599	0.7040395713	0.5418894831	0.5105263158	0.6272040302	0.5634703196	0.2484076433	0.2211538462	0.6666666667	0.6666666667
0.4494448318	0.500166549	0.6597983169	0.2128279883	0.330634278	0.2483781279	0.19	0.4710743802	0.5581395349	0.9404259225	0.8657994924	0.5454545455	0.1766599598	0.1451612903	0.6923076923	0.1970198675	0.2866617539	0.1701388889	0.1832617467	0.7035763411	0.0205882353	0.0147755257	0.972434218	0.6217021277	0.62890625	0.9290748899	0.392120075	0.9677459067	0.9716636197	0.3747731397	0.8651685393	0.9806807728	0.6890625	0.9669734705	0.885786802	0.7114591921	0.5739750446	0.5342105263	0.6322418136	0.5945205479	0.2356687898	0.1923076923	1	0.6666666667
0.4164029394	0.5817355735	0.6692241003	0.1836734694	0.290148448	0.2446709917	0.18	0.479338843	0.5736434109	1	0.9175126904	0.6060606061	0.1769617706	0.1451612903	0.7230769231	0.2798013245	0.1904937362	0.1805555556	0.1802681244	0.742090784	0.0323529412	0.0106080697	0.9851919353	0.6165957447	0.66015625	0.9105726872	0.3917789528	0.9814108088	1	0.3711433757	0.8398876404	0.9820607176	0.6931640625	0.9864645371	0.9137055838	0.7267106348	0.6434937611	0.5631578947	0.6498740554	0.6584474886	0.2993630573	0.2884615385	1	0.6666666667
0.2665343561	0.5711563828	0.6730048433	0.0801749271	0.1430499325	0.2279888786	0.19	0.4958677686	0.5465116279	0.9704424454	0.9240958122	0.6060606061	0.2177062374	0.1935483871	0.6923076923	0.3402317881	0.2402358143	0.15625	0.2047377327	0.636176066	0.1725490196	0.1199090737	0.9953297642	0.6109219858	0.6796875	0.8960352423	0.389732219	0.9921211375	0.9949725777	0.3711433757	0.8216292135	1	0.7021484375	0.9945858148	0.9416243655	0.7440230833	0.6399286988	0.5789473684	0.6725440806	0.6474885845	0.2547770701	0.3269230769	1	0.6666666667
0.1453092313	0.5838274286	0.6923322621	0.0306122449	0.0566801619	0.2437442076	0.22	0.5289256198	0.5813953488	0.9818248577	0.9365482234	0.6666666667	0.2210261569	0.1935483871	0.7230769231	0.2028145695	0.2516580693	0.1840277778	0.2016139529	0.6843191197	0.2794117647	0.0613752605	1	0.6076595745	0.703125	0.8920704846	0.3863209961	1	0.9958866545	0.3711433757	0.8146067416	1	0.712109375	1	0.9568527919	0.7440230833	0.6737967914	0.6157894737	0.7380352645	0.6867579909	0.2611464968	0.4230769231	0	0.6666666667
0.2534999732	0.5801100556	0.7028857499	0.110787172	0.1646423752	0.2428174235	0.32	0.5702479339	0.5813953488	0.9597943822	0.9026808376	0.6060606061	0.2022132797	0.1774193548	0.7076923077	0.2831125828	0.2369196758	0.1666666667	0.2073408825	0.6396148556	0.2725490196	0.1854517901	0.990431712	0.5974468085	0.7109375	0.8718061674	0.381545284	0.9921211375	0.9712065814	0.3675136116	0.7991573034	0.981600736	0.71953125	0.9983757445	0.9822335025	0.7654575433	0.679144385	0.6447368421	0.7607052897	0.6785388128	0.2675159236	0.4423076923	0	0.6666666667
0.4104489621	0.6476756425	0.7077094564	0.2099125364	0.30634278	0.2428174235	0.37	0.5867768595	0.5542635659	0.9552964935	0.9246510152	0.6363636364	0.2349094567	0.2096774194	0.6923076923	0.4188741722	0.297715549	0.1527777778	0.2364961604	0.57565337	0.1823529412	0.0418639894	0.979610434	0.5880851064	0.73828125	0.8568281938	0.3748933993	0.9864582051	0.9584095064	0.3684210526	0.8005617978	0.9526218951	0.72890625	0.9918787223	1	0.7724649629	0.7504456328	0.6973684211	0.8136020151	0.7397260274	0.2738853503	0.5192307692	0	0.6666666667
0.4665558118	0.6989194303	0.7095802723	0.2478134111	0.371120108	0.2252085264	0.39	0.6033057851	0.5852713178	0.9573159537	0.911643401	0.5757575758	0.2162977867	0.1935483871	0.6923076923	0.1531456954	0.3117170228	0.1666666667	0.2285565534	0.6629986245	0.0950980392	0.0486834628	0.9559175305	0.570070922	0.734375	0.8259911894	0.3653419751	0.9756247692	0.9177330896	0.3602540835	0.7808988764	0.9530818767	0.7396484375	0.9745533297	1	0.775350371	0.8181818182	0.7131578947	0.8664987406	0.8054794521	0.3566878981	0.5384615385	0.3333333333	0.6666666667
0.3888859089	0.7948649621	0.7102712357	0.2201166181	0.326585695	0.2289156627	0.39	0.6446280992	0.5813953488	0.9388654305	0.9563769036	0.6363636364	0.2931589537	0.2580645161	0.6615384615	0.803807947	0.2759764186	0.15625	0.2541975791	0.6753782669	0.0392156863	0.0365599545	0.9342749744	0.5597163121	0.76171875	0.8044052863	0.3600545796	0.9580204358	0.8811700183	0.3584392015	0.7752808989	0.9218031279	0.7484375	0.9577693557	0.9923857868	0.786067601	0.8877005348	0.7236842105	0.8916876574	0.8721461187	0.3885350318	0.6826923077	0.3333333333	0.6666666667
0.1903663573	0.8864802206	0.7113533104	0.0874635569	0.1255060729	0.2279888786	0.41	0.6776859504	0.5503875969	0.9213328438	0.9556630711	0.6363636364	0.3115694165	0.2903225806	0.6461538462	0.3741721854	0.474944731	0.1736111111	0.2724196277	0.7888583219	0.0235294118	0.03087706	0.9117211528	0.5426950355	0.78125	0.7753303965	0.3499914719	0.9443555337	0.8500914077	0.3502722323	0.7514044944	0.9029438822	0.7583984375	0.9485652409	0.9670050761	0.7996702391	0.9643493761	0.7578947368	0.919395466	0.9433789954	0.3949044586	0.7596153846	0.3333333333	0.6666666667
0.0440379767	0.8984717466	0.7134001265	0.0189504373	0	0.2576459685	0.45	0.7438016529	0.5503875969	0.902239765	0.9686706853	0.6363636364	0.3489939638	0.3225806452	0.6153846154	0.4536423841	0.4123065586	0.1701388889	0.2919432513	0.7737276479	0.0117647059	0.0115552188	0.8878004329	0.524822695	0.796875	0.7511013216	0.337199386	0.9279822726	0.8176416819	0.3375680581	0.7331460674	0.8748850046	0.7666015625	0.9415268002	0.9593908629	0.8198680956	1	0.8078947368	0.9319899244	1	0.4713375796	0.8076923077	0.6666666667	0.6666666667
0.163975755	0.8087085127	0.7180282774	0.1195335277	0.1524966262	0.2576459685	0.45	0.7520661157	0.5852713178	0.8715806866	0.9818369289	0.6363636364	0.3992957746	0.3709677419	0.5846153846	0.8029801325	0.3798820929	0.1944444444	0.3453078225	1	0.0176470588	0.0251941656	0.8565895888	0.5082269504	0.828125	0.7308370044	0.3237250554	0.9061922935	0.7742230347	0.3266787659	0.7106741573	0.8422263109	0.7775390625	0.9269085003	0.9289340102	0.8281121187	0.9197860963	0.7526315789	0.9068010076	0.9168949772	0.5732484076	0.7115384615	0.6666666667	0.6666666667
0.4201576999	0.7685901963	0.7219263537	0.2973760933	0.4102564103	0.2594995366	0.51	0.7685950413	0.5930232558	0.8590049569	0.9749365482	0.5757575758	0.4044265594	0.3709677419	0.5692307692	0.4486754967	0.484156227	0.2291666667	0.3861772745	0.7365887208	0.1735294118	0.2026899034	0.8073812507	0.4865248227	0.84375	0.6986784141	0.3093979192	0.8727071279	0.7221206581	0.3148820327	0.6629213483	0.8100275989	0.7783203125	0.902544667	0.9289340102	0.8252267106	0.8270944742	0.7263157895	0.8589420655	0.8319634703	0.5286624204	0.5961538462	0.6666666667	0.6666666667
0.4720270343	0.6008820434	0.7268152455	0.306122449	0.4035087719	0.265060241	0.64	0.7851239669	0.7868217054	0.8344960529	1	0.6060606061	0.4629778672	0.435483871	0.5384615385	0.7177152318	0.4922623434	0.2743055556	0.4447481453	0.7028885832	0.0352941176	0.009282061	0.7516801458	0.4568794326	0.8359375	0.6647577093	0.2872249702	0.8393450696	0.676416819	0.3058076225	0.6165730337	0.7566697332	0.7806640625	0.8879263671	0.9365482234	0.8215169002	0.6809269162	0.6578947368	0.8110831234	0.6547945205	0.4840764331	0.4711538462	1	0.6666666667
0.4286863702	0.3167095253	0.7320300634	0.2682215743	0.3643724696	0.2381835032	0.63	0.8016528926	0.7713178295	0.7689553883	0.9799333756	0.5454545455	0.5093561368	0.4838709677	0.4923076923	0.8435430464	0.5666912307	0.2361111111	0.5134713003	0.5632737276	0.0764705882	0.0238681568	0.6602118692	0.4181560284	0.8203125	0.5964757709	0.2677809995	0.7748368829	0.5763254113	0.2876588022	0.5533707865	0.6720331187	0.7875	0.8592311857	0.8401015228	0.8190436933	0.5098039216	0.5552631579	0.725440806	0.4904109589	0.4522292994	0.3173076923	1	0.6666666667
0.2064581881	0.1840566	0.7352958431	0.1078717201	0.1403508772	0.2233549583	0.56	0.7933884298	0.7868217054	0.7001101524	0.9802506345	0.5454545455	0.5853118712	0.564516129	0.4307692308	0.7855960265	0.6569638909	0.2708333333	0.5682676038	0.5584594223	0.1833333333	0.1589316158	0.5849185556	0.3770212766	0.796875	0.5502202643	0.2372505543	0.7295334236	0.5041133455	0.2667876588	0.5014044944	0.6168353266	0.794140625	0.8402815376	0.7664974619	0.8178070899	0.4117647059	0.4868421053	0.677581864	0.4091324201	0.2738853503	0.1923076923	1	0.6666666667
0.0971946575	0.2147149348	0.7528958536	0.0466472303	0.036437247	0.2363299351	0.6	0.826446281	0.7868217054	0.5953736001	0.9493178934	0.5151515152	0.6607645875	0.6451612903	0.3692307692	1	0.7129697863	0.2673611111	0.6699206039	0.5949105915	0.2901960784	0.170107975	0.4917416562	0.3131914894	0.7734375	0.4854625551	0.1865938939	0.6816447125	0.4323583181	0.2468239564	0.4325842697	0.5505979761	0.8029296875	0.8164591229	0.7208121827	0.8264633141	0.385026738	0.5078947368	0.6801007557	0.396347032	0.1210191083	0.0673076923	0	1
0.3008635949	0.2515022717	0.7700330489	0.1880466472	0.2348178138	0.249304912	0.65	0.8181818182	0.7829457364	0.5469983477	0.9719225888	0.5454545455	0.7423541247	0.7258064516	0.3230769231	0.9238410596	0.811348563	0.2777777778	0.7507484056	0.6685006878	0.1843137255	0.0483046031	0.4092721267	0.2719148936	0.71484375	0.4370044053	0.1582807436	0.6282161763	0.3647166362	0.2368421053	0.3581460674	0.4659613615	0.8056640625	0.7980508933	0.6751269036	0.8268755153	0.385026738	0.5	0.6725440806	0.3799086758	0.0828025478	0.0096153846	0	1
0.4830231186	0.2515289196	0.7759714228	0.3075801749	0.4075573549	0.2548656163	0.68	0.8347107438	0.7635658915	0.4638333027	0.9419416244	0.4848484848	0.7955734406	0.7903225806	0.2615384615	0.9114238411	0.8758290346	0.3020833333	0.8090589613	0.7303988996	0.112745098	0.0467891646	0.3182594829	0.2228368794	0.6328125	0.3696035242	0.1289442265	0.5739258894	0.2856489945	0.2268602541	0.3019662921	0.4047838086	0.806640625	0.7650243638	0.6040609137	0.8219291014	0.3957219251	0.4789473684	0.6599496222	0.3789954338	0.0318471338	0	0	1
0.5123638899	0.285651473	0.7828680195	0.3177842566	0.4237516869	0.2455977757	0.71	0.8181818182	0.7674418605	0.4546539379	0.9662912437	0.4848484848	0.8365191147	0.8225806452	0.2461538462	0.8451986755	0.8820928519	0.3298611111	0.8608616426	0.7469050894	0.0529411765	0.0346656564	0.2394350154	0.174751773	0.5703125	0.3061674009	0.0984137813	0.5169272436	0.2175502742	0.1978221416	0.2289325843	0.3367065317	0.8068359375	0.7260422306	0.576142132	0.8672712284	0.4171122995	0.4947368421	0.6649874055	0.4191780822	0	0.0192307692	0.3333333333	1
0.4402188489	0.3458222856	0.7882197264	0.27696793	0.367071525	0.2418906395	0.7	0.8181818182	0.7480620155	0.4216082247	0.9940513959	0.5151515152	0.9078470825	0.9032258065	0.2153846154	0.7740066225	1	0.3576388889	0.9263308603	0.3768913343	0.0666666667	0.0248153059	0.1983141588	0.1404255319	0.5	0.2810572687	0.0699300699	0.5083097378	0.1919561243	0.1751361162	0.1896067416	0.3072677093	0.8171875	0.7558202491	0.5634517766	0.8470733718	0.4527629234	0.5078947368	0.6624685139	0.4666666667	0	0.0865384615	0.3333333333	1
0.2891165585	0.4614072722	0.7886043192	0.1822157434	0.2280701754	0.234476367	0.7	0.8016528926	0.7674418605	0.3948962732	0.9884993655	0.5151515152	0.9301810865	0.9193548387	0.1846153846	0.7011589404	0.854458364	0.4097222222	0.9433814916	0.3425034388	0.0117647059	0.025762455	0.1434104112	0.1065248227	0.46484375	0.2427312775	0.045539826	0.4852886864	0.1622486289	0.1624319419	0.154494382	0.2612695492	0.82421875	0.7422847861	0.578680203	0.8239901072	0.5098039216	0.5394736842	0.6801007557	0.5123287671	0.050955414	0.1730769231	0.3333333333	1
0.1265354288	0.443939616	0.7930499514	0.0816326531	0.0931174089	0.2159406858	0.66	0.8099173554	0.7131782946	0.3846153846	0.9732709391	0.4545454545	0.9220321932	0.9193548387	0.1692307692	0.6978476821	0.6735445836	0.4513888889	0.9346609397	0.4711141678	0.0088235294	0.0085243417	0.1047955348	0.085106383	0.43359375	0.2066079295	0.0351355961	0.4674381386	0.1188299817	0.1497277677	0.1390449438	0.2470101196	0.8271484375	0.7395776936	0.5685279188	0.8062654575	0.4973262032	0.5289473684	0.685138539	0.4922374429	0.0382165605	0.1442307692	0.6666666667	1
0.2112320978	0.4722129695	0.7985646214	0.1224489796	0.1821862348	0.1890639481	0.57	0.8099173554	0.7403100775	0.3448687351	0.9559010152	0.4242424242	0.9436619718	0.935483871	0.1384615385	0.5554635762	0.8131908622	0.4583333333	0.9596511779	0.3218707015	0.0078431373	0.0034097367	0.0784827429	0.0669503546	0.40234375	0.1718061674	0.0281425891	0.456235381	0.1019195612	0.1388384755	0.1039325843	0.2368905244	0.835546875	0.7249593936	0.5406091371	0.8013190437	0.5294117647	0.5473684211	0.6926952141	0.5269406393	0.0636942675	0.1826923077	0.6666666667	1
0.4837740707	0.465324504	0.8067518855	0.3119533528	0.4682860999	0.1760889713	0.6	0.8099173554	0.7054263566	0.2821736736	0.913626269	0.3333333333	0.9588531187	0.9677419355	0.0769230769	0.4437086093	0.7593957259	0.5069444444	1	0.3287482806	0.0333333333	0.0109869293	0.0558150131	0.050212766	0.390625	0.1405286344	0.0206378987	0.4481103041	0.0708409506	0.1397459165	0.0912921348	0.2364305428	0.8380859375	0.7282079047	0.5203045685	0.7951360264	0.5329768271	0.5421052632	0.7052896725	0.5287671233	0.076433121	0.1730769231	0.6666666667	1
0.5624094835	0.4850705501	0.8120253701	0.3527696793	0.5533063428	0.1427247451	0.58	0.8099173554	0.7906976744	0.2478428493	0.916481599	0.303030303	1	1	0.0461538462	0.7665562914	0.6790714812	0.5381944444	0.9960952753	0.3253094911	0.0921568627	0.0759613563	0.0328055587	0.0341843972	0.3671875	0.1149779736	0.0122804025	0.4334605441	0.0415904936	0.1379310345	0.0702247191	0.2401103956	0.844140625	0.6968056308	0.4720812183	0.807502061	0.550802139	0.5421052632	0.7229219144	0.5534246575	0.0573248408	0.1153846154	1	1
0.4865633214	0.5306649967	0.819997523	0.2959183673	0.4790823212	0.1297497683	0.56	0.8181818182	0.8139534884	0.2667523407	0.9173540609	0.303030303	0.9804828974	0.9838709677	0.0461538462	0.4056291391	0.6370670597	0.5902777778	0.9708447221	0.3548830812	0.0774509804	0.0746353476	0.0280214147	0.0253900709	0.375	0.1017621145	0.0064813236	0.4359226887	0.0251371115	0.1243194192	0.0730337079	0.2658693652	0.8509765625	0.68976719	0.4492385787	0.807502061	0.5828877005	0.5684210526	0.7430730479	0.5826484018	0.0573248408	0.1538461538	1	1
0.3125569919	0.5294791681	0.8200431526	0.1647230321	0.2928475034	0.1075069509	0.58	0.8016528926	0.7945736434	0.2080961997	0.8585025381	0.1818181818	0.9701207243	0.9838709677	0	0.4842715232	0.6403831982	0.6145833333	0.9562670832	0.1877579092	0.2254901961	0.221632885	0.0085431142	0.0167375887	0.3828125	0.0872246696	0.0013644892	0.4286593623	0.0114259598	0.1143375681	0.0561797753	0.2723091076	0.8576171875	0.6605305901	0.4492385787	0.7864798021	0.5882352941	0.5894736842	0.7556675063	0.5789954338	0.101910828	0.1923076923	1	1
0.1691251408	0.5655203656	0.8405178314	0.083090379	0.1794871795	0.1130676552	0.48	0.8016528926	0.8217054264	0.2569304204	0.8872937817	0.2424242424	0.952917505	0.9516129032	0.0461538462	0.4983443709	0.611274871	0.6319444444	0.9148770012	0.242090784	0.2431372549	0.0524720591	0.0039867866	0.0076595745	0.40234375	0.0603524229	0	0.4316139357	0.0036563071	0.111615245	0.0407303371	0.2925482981	0.8611328125	0.655116405	0.4568527919	0.7864798021	0.614973262	0.6157894737	0.7632241814	0.6100456621	0.152866242	0.1442307692	0	1
0.2923349246	0.5503577472	0.8631762152	0.1618075802	0.2928475034	0.1195551437	0.49	0.8016528926	0.8178294574	0.2720763723	0.9071224619	0.2727272727	0.9615694165	0.9677419355	0.0461538462	0.375	0.6061164333	0.6145833333	0.9465052714	0.3039889959	1	1	0	0	0.42578125	0.0321585903	6.822445846836091E-4	0.4349378309	0	0.1079854809	0.029494382	0.3058877645	0.866015625	0.6556578235	0.4365482234	0.7831821929	0.6131907308	0.6052631579	0.7758186398	0.5936073059	0.1401273885	0.1346153846	0	1
0.4393069785	0.5888372217	0.8723738503	0.2740524781	0.4669365722	0.1056533828	0.51	0.8099173554	0.7984496124	0.2877730861	0.9277442893	0.2727272727	0.9705231388	0.9677419355	0.0461538462	0.3178807947	0.5652173913	0.6701388889	0.938435507	0.2757909216	0.1215686275	0.0431899981	0.0215286479	0.0053900709	0.453125	0.0422907489	0.0020467338	0.4476178752	0.0141681901	0.0952813067	0.0098314607	0.3045078197	0.8787109375	0.6697347049	0.4670050761	0.8029678483	0.6221033868	0.6289473684	0.7783375315	0.6100456621	0.1337579618	0.0192307692	0	1
0.436410449	0.6158314791	0.8770671864	0.2682215743	0.4696356275	0.0880444856	0.5	0.8016528926	0.8100775194	0.3309161006	0.9724777919	0.3333333333	0.9798792757	0.9838709677	0.0769230769	0.3220198675	0.4904200442	0.7291666667	0.9150071587	0.2778541953	0.0166666667	0.0151543853	0.0487527053	0.0119148936	0.48046875	0.0453744493	0.0075046904	0.4657146374	0.0191956124	0.0907441016	0.0210674157	0.3408463661	0.8806640625	0.6903086086	0.4822335025	0.8219291014	0.6470588235	0.6631578947	0.7884130982	0.6337899543	0.1464968153	0.0961538462	0.3333333333	1
0.3813763879	0.6259443327	0.8769302974	0.2157434402	0.3940620783	0.0871177016	0.49	0.8099173554	0.8100775194	0.3340370846	0.947731599	0.2727272727	0.9451710262	0.935483871	0.0769230769	0.3874172185	0.5106853353	0.7569444444	0.9009501497	0.3480055021	0.0274509804	0.0426217087	0.1075293314	0.0120567376	0.51171875	0.0273127753	0.0133037694	0.4759325372	0.0269652651	0.0871143376	0.0126404494	0.3555657774	0.885546875	0.7038440715	0.4670050761	1	0.6292335116	0.6789473684	0.7884130982	0.601826484	0.1974522293	0.0673076923	0.3333333333	1
0.2399291959	0.5927411296	0.8800852623	0.1355685131	0.2874493927	0.062094532	0.49	0.8016528926	0.7906976744	0.3154029741	0.9030774112	0.1818181818	0.909054326	0.9032258065	0.0461538462	0.3733443709	0.525055269	0.7777777778	0.8833788885	0.2180192572	0.0147058824	0.0155332449	0.0885066636	0.0124822695	0.52734375	0.0224669604	0.0150093809	0.4868890804	0.0306215722	0.0735027223	0.0056179775	0.3863845446	0.890234375	0.7168381159	0.4314720812	0.8932399011	0.6024955437	0.6552631579	0.7632241814	0.5835616438	0.2038216561	0.0576923077	0.3333333333	1
0.0701067425	0.5989234274	0.8789249653	0.0466472303	0.1497975709	0.0565338276	0.56	0.8099173554	0.7751937984	0.3155865614	0.9106123096	0.1818181818	0.9183098592	0.9193548387	0.0461538462	0.4321192053	0.4911569639	0.75	0.876090069	0	0.0137254902	0.0187535518	0.0818999886	0.0139007092	0.55078125	0.0154185022	0.0184206038	0.496983873	0.0452468007	0.0780399274	0	0.3900643974	0.89375	0.7233351381	0.4593908629	0.8314097279	0.6024955437	0.65	0.7556675063	0.5853881279	0.2292993631	0.1057692308	0.6666666667	1
0.1310411414	0.6069977216	0.882640523	0.0962099125	0.2321187584	0.0454124189	0.53	0.8016528926	0.7906976744	0.3338534973	0.9363895939	0.2121212121	0.9309859155	0.935483871	0.0461538462	0.3501655629	0.6724392041	0.7465277778	0.8971755825	0.1354883081	0.0196078431	0.0077666225	0.0760906709	0.0154609929	0.58203125	0.0242290749	0.0155210643	0.5113874184	0.0461608775	0.0807622505	0.0042134831	0.4107635695	0.900390625	0.7422847861	0.4467005076	0.7576257214	0.6114081996	0.6763157895	0.7758186398	0.5936073059	0.2292993631	0.1442307692	0.6666666667	1
0.3639435713	0.5918084554	0.8964793461	0.2419825073	0.4520917679	0.0481927711	0.52	0.8016528926	0.7868217054	0.3344042592	0.9240958122	0.1818181818	0.9147887324	0.9193548387	0.0461538462	0.4238410596	0.5884303611	0.7430555556	0.8944422752	0.0557083906	0.0058823529	0.0106080697	0.0730151498	0.0139007092	0.60546875	0.0158590308	0.0158621866	0.526898929	0.0635283364	0.0735027223	0.0154494382	0.4213431463	0.9	0.7731456416	0.4720812183	0.6990931575	0.6114081996	0.6947368421	0.7808564232	0.5926940639	0.2356687898	0.1923076923	0.6666666667	1
0.4521804431	0.6189359519	0.9011792007	0.249271137	0.4682860999	0.0398517146	0.51	0.7933884298	0.8488372093	0.309436387	0.9075190355	0.1212121212	0.9210261569	0.9193548387	0.0153846154	0.2955298013	0.6064848931	0.7708333333	0.8613822725	0.0687757909	0.0254901961	3.7885963250615644E-4	0.0980749516	0.0161702128	0.640625	0.0189427313	0.0158621866	0.5490582297	0.0891224863	0.0698729583	0.0224719101	0.4466421343	0.9119140625	0.7634001083	0.5355329949	0.7089859852	0.6363636364	0.7210526316	0.7783375315	0.6173515982	0.178343949	0.2211538462	1	1
0.4007402242	0.6366700865	0.9046209805	0.2201166181	0.4385964912	0.0185356812	0.51	0.7851239669	0.8410852713	0.2970442445	0.9338515228	0.1515151515	0.9681086519	0.9677419355	0	0.4701986755	0.5843773029	0.7673611111	0.9324482624	0.0818431912	0.0284313725	0.0147755257	0.1118578426	0.0163120567	0.65234375	0.0140969163	0.0173972369	0.5654314908	0.0987202925	0.0680580762	0.0308988764	0.4829806808	0.9193359375	0.7644829453	0.5076142132	0.7036273702	0.6737967914	0.7710526316	0.798488665	0.6447488584	0.1656050955	0.3076923077	1	1
0.2129485598	0.675948996	0.9068307596	0.0816326531	0.2429149798	0	0.5	0.8016528926	0.8333333333	0.3230218469	0.8999048223	0.0909090909	0.8965794769	0.9032258065	0.0153846154	0.3261589404	0.5316875461	0.7916666667	0.8563061304	0.1863823934	0.1647058824	0.0551240765	0.1255268254	0.0168794326	0.65234375	0.0092511013	0.0199556541	0.5821740736	0.1087751371	0.0653357532	0.0421348315	0.520699172	0.9216796875	0.7758527342	0.4923857868	0.6953833471	0.7058823529	0.7947368421	0.798488665	0.6694063927	0.2292993631	0.4903846154	1	1
0.1336694738	0.7132959375	0.9193463226	0.0874635569	0.2348178138	0.0287303058	0.5	0.8429752066	0.8604651163	0.3331191482	0.8711135787	0.0606060606	0.8488933602	0.8548387097	0.0307692308	0.2913907285	0.4745762712	0.8680555556	0.8024209293	0.1526822558	0.8578431373	0.9077476795	0.1380567263	0.0219858156	0.671875	0	0.0288248337	0.5923919734	0.1297989031	0.057168784	0.0379213483	0.5418583257	0.9251953125	0.771521386	0.4746192893	0.6916735367	0.7415329768	0.8368421053	0.8312342569	0.701369863	0.2675159236	0.6826923077	0	1
0.2333315454	0.7436078505	0.94132678	0.1690962099	0.3400809717	0.046339203	0.55	0.8760330579	0.8682170543	0.3534055443	0.8752379442	0.0606060606	0.8319919517	0.8387096774	0.0307692308	0.0836092715	0.4996315402	0.8784722222	0.7860210855	0.1079779917	0.3764705882	0.3527183179	0.1631165281	0.0323404255	0.68359375	0.0145374449	0.0351355961	0.6150437031	0.1503656307	0.05353902	0.0421348315	0.5643974241	0.930859375	0.8023822415	0.4873096447	0.676422094	0.7825311943	0.8815789474	0.8513853904	0.7333333333	0.2993630573	0.7788461538	0	1
0.3719358472	0.8617110575	0.9452900417	0.2623906706	0.4898785425	0.0287303058	0.54	0.8925619835	0.8720930233	0.3729575913	0.882376269	0.0606060606	0.8196177062	0.8225806452	0.0461538462	0.107615894	0.443257185	0.9305555556	0.7739164389	0.0955983494	0.137254902	0.0431899981	0.1911379428	0.0391489362	0.7421875	0.0176211454	0.0395701859	0.6412655423	0.1640767824	0.0517241379	0.0617977528	0.604875805	0.935546875	0.8370330265	0.4746192893	0.6702390767	0.8538324421	0.9315789474	0.8916876574	0.8136986301	0.3885350318	0.875	0	1
0.4282036153	0.9493557886	0.9528971573	0.2900874636	0.5222672065	0.0398517146	0.57	0.9173553719	0.8914728682	0.3604736552	0.8845970812	0.0606060606	0.8361167002	0.8387096774	0.0307692308	0.3460264901	0.4447310243	0.9097222222	0.765716517	0.1272352132	0.05	0.0327713582	0.2197288985	0.0446808511	0.7890625	0.0171806167	0.044345898	0.6689646682	0.2033820841	0.0508166969	0.0561797753	0.627874885	0.9462890625	0.8565240931	0.4822335025	0.6648804617	0.9180035651	0.9605263158	0.9219143577	0.8703196347	0.4713375796	0.8557692308	0.3333333333	1
0.4374295982	1	0.9570233819	0.2944606414	0.5128205128	0.0537534754	0.64	0.9256198347	0.8837209302	0.3769965118	0.906805203	0.0606060606	0.8461770624	0.8387096774	0.0307692308	0.3145695364	0.4377302874	0.9548611111	0.7746973838	0.2138927098	0.0431372549	0.0433794279	0.2258799408	0.0475177305	0.82421875	0.0185022026	0.0457103872	0.6797981041	0.2084095064	0.0508166969	0.0758426966	0.6536338546	0.95	0.8484028154	0.4898477157	0.6426215993	0.9215686275	0.9736842105	0.9521410579	0.8493150685	0.4968152866	0.8653846154	0.3333333333	1
0.3520356166	0.9467309768	0.9575579008	0.2521865889	0.4493927126	0.0481927711	0.66	0.9504132231	0.8953488372	0.3381677988	0.8837246193	0.0303030303	0.8594567404	0.8548387097	0	0.6299668874	0.461311717	0.9618055556	0.7724847065	0.1863823934	0.0068627451	0.0132600871	0.2354482287	0.050070922	0.859375	0.0171806167	0.0477571209	0.6901391112	0.2239488117	0.0490018149	0.0575842697	0.6559337626	0.9548828125	0.8673524635	0.4898477157	0.6352019786	0.9055258467	0.9789473684	0.9697732997	0.8292237443	0.4777070064	0.8846153846	0.3333333333	1
