Control	Regional Code	Program Size Quartile	R Rankings	S Rankings	Research Activity	Student Support & Outcomes	Diversity	1:Publications per Allocated Faculty	2:Citations per Publication	3:Percent Faculty with Grants	4:Awards per Allocated Faculty Member	9:Percent 1st-yr Students with Full Support	15:Average Completion Percentage	16:Median Time to Degree	17:Percent with Academic Plans	Post-Graduation Employment  (1=Yes; -1=No)	14:Average Number of  Ph.D.s Graduated	5:Percent of Interdisciplinary Faculty	8:Average GRE Scores	10:Percent of 1st-yr Students with External funding	18:Student Workspace	19:Student Health Insurance	20:Number of Student Activities Offered	Total Faculty 	Number of Allocated Faculty	Assistant Professors as a Percent of Total Faculty	Tenured Faculty as a Percent of Total Faculty	Number of Core and New Faculty	Number of Students Enrolled	Average Annual First Year Enrollment	Percent of Students with RA	Percent of Students with TA
0	0	0.6666666667	0.7661290323	0.7661290323	0.792	0.6637168142	0.762295082	0.3354037267	0.2175925926	0.4192513369	0	1	0.3187294633	0.4237288136	0.5	1	0.0854700855	0.3410714286	0.8357142857	0	1	1	0.375	0.4	0.4250403877	0.5428571429	0.68	0.4375	0.2784090909	0.4642313546	0.019	0.736
0	0.5	0.3333333333	0.4112903226	0.2983870968	0.248	0.7787610619	0.3196721311	0.4099378882	1	0.6545454545	0.0461893764	0.9	0.4381161008	0.593220339	0	1	0.094017094	0.5107142857	0.8714285714	0	1	1	0.375	0.3444444444	0.4045234249	0.3428571429	0.6	0.3125	0.1988636364	0.2633181126	0.023	0.159
0	0.5	1	0.4838709677	0.6370967742	0.512	0.814159292	0.4672131148	0.6335403727	0.1342592593	0.5529411765	0.1270207852	1	0.4414019715	0.5084745763	0	1	0.188034188	0	0.8428571429	0	1	1	0.75	0.5111111111	0.7295638126	0.2	0.89	0.734375	0.4318181818	0.4946727549	0	0.84
0	0.5	0.3333333333	0.5967741935	0.75	0.776	0.7345132743	0.5409836066	0.298136646	0.1944444444	0.5112299465	0.0069284065	1	0.3899233297	0.6016949153	0.424	1	0.1623931624	0	0.9214285714	0	1	1	1	0.2555555556	0.3689822294	0.3428571429	0.79	0.375	0.1931818182	0.2511415525	0	0.359
0	1	0	0.8951612903	1	0.984	0.9115044248	1	0.0931677019	0	0.3561497326	0	0.667	0.4381161008	0.486440678	0	1	0	0	0.9071428571	0	0	1	0.875	0.0444444444	0.0684975767	0	1	0.078125	0.0397727273	0.0441400304	0	0.818
0	0.75	0	0.7661290323	0.5241935484	0.56	0.1592920354	0.0573770492	0.2173913043	0.4953703704	0.6684491979	0.0692840647	1	0.8981380066	0.593220339	0	1	0.1367521368	0.1196428571	0.55	0.0706018519	0	1	0.375	0.2111111111	0.2785137318	0.2	0.93	0.28125	0.0852272727	0.0745814307	0.5	0.5
0	0.25	1	0.3870967742	0.5241935484	0.552	0.814159292	0.2213114754	0.4223602484	0.2222222222	0.8427807487	0.0184757506	0.923	0.3997809419	0.4745762712	0	1	0.4871794872	0.1089285714	0.9357142857	0	1	1	0.875	0.4222222222	0.5733441034	0.2285714286	0.9	0.5625	0.4318181818	0.3120243531	0.153	0.75
0	0.25	1	0.2661290323	0.3548387097	0.272	0.9469026549	0.6803278689	0.801242236	0.2638888889	0.7700534759	0.0484988453	0.643	0.1544359255	0.6220338983	0.484	1	0.6666666667	0.2303571429	0.9785714286	0.037037037	0	1	0.375	0.8222222222	1	0.4571428571	0.76	1	1	1	0.028	0.61
0	0.25	1	0.6774193548	0.5	0.664	0.2654867257	0.4590163934	0.397515528	0.2824074074	0.4556149733	0.0069284065	1	0.4446878423	0.5762711864	0.8893333333	1	0.2820512821	0	0.7785714286	0.2893518519	1	1	0.875	0.3222222222	0.3431340872	0.2857142857	0.83	0.46875	0.4147727273	0.3729071537	0.028	0.653
0	0.25	0	0.6209677419	0.5887096774	0.56	0.6991150442	0.3442622951	0.6397515528	0.337962963	0.4427807487	0.0069284065	1	0.4162102957	0.5762711864	0.476	1	0.094017094	0	0.8357142857	0	1	0	0.875	0.2222222222	0.3269789984	0.5428571429	0.81	0.328125	0.0909090909	0.1598173516	0.2	0.65
0	0.75	0.6666666667	0.5322580645	0.435483871	0.52	0.1415929204	0.9098360656	0.397515528	0.4583333333	0.5401069519	0.0577367206	1	0.4808324206	0.3440677966	0.82	1	0.2051282051	0.525	0.6785714286	0	1	1	0.875	0.4444444444	0.3940226171	0.2857142857	0.9	0.40625	0.2613636364	0.4155251142	0.118	0.549
0	0.5	1	0.2822580645	0.3790322581	0.224	0.9380530973	0.9262295082	0.4409937888	0.9675925926	0.4770053476	0.103926097	0.55	0.4830230011	0.5423728814	0.2546666667	1	0.3333333333	0.0571428571	0.9214285714	0.1157407407	0	1	0.75	0.5666666667	0.560904685	0.2857142857	0.89	0.78125	0.5113636364	0.6894977169	0.047	0.407
0	0	0.6666666667	0.4274193548	0.3548387097	0.24	0.7256637168	0.8278688525	0.6459627329	0.6574074074	0.6727272727	0.0415704388	1	0.2902519168	0.5423728814	0	1	0.1196581197	0.0464285714	0.8357142857	0	1	1	0.625	0.3111111111	0.442003231	0.6	0.67	0.4375	0.2215909091	0.3424657534	0.048	0.905
0	0.75	0.3333333333	0.9677419355	0.7338709677	0.816	0.814159292	0.1229508197	0.4968944099	0.125	0.2855614973	0.0092378753	1	0.4830230011	0.4576271186	0	0	0.0769230769	0	0.9357142857	0	0	0	0.25	0.1666666667	0.2462035541	0.3428571429	0.65	0.25	0.1420454545	0.1232876712	0.481	0.296
1	0.5	0	0.7661290323	0.6774193548	0.552	0.8849557522	0.7049180328	0.4099378882	0.287037037	0.6684491979	0.1062355658	1	0.1642935378	1	0	1	0.0085470085	0.0714285714	0.7714285714	0	0	1	1	0.1555555556	0.2138933764	0.3428571429	0.84	0.21875	0.0568181818	0.0563165906	0	0.786
0	0.25	1	0.0725806452	0.1370967742	0.168	0.610619469	0.6803278689	0.5838509317	0.375	0.9069518717	0.3140877598	1	0.6319824754	0.5084745763	0.236	1	0.5726495726	0.025	1	0.0891203704	1	1	1	0.6777777778	0.613085622	0.3714285714	0.86	0.953125	0.5454545455	0.604261796	0.05	0.713
0	0.25	1	0.3467741935	0.4435483871	0.416	0.796460177	0.4098360656	0.5217391304	0.4490740741	0.6342245989	0.0346420323	0.742	0.6429353779	0.5508474576	0.2853333333	1	0.3931623932	0.0303571429	1	0	0	1	0.5	0.5444444444	0.7702746365	0.2285714286	0.9	0.765625	0.6988636364	0.6529680365	0.077	0.632
0	0.75	0	1	1	1	0.4336283186	0.3360655738	0.0434782609	0.0277777778	0.0823529412	0	1	0.5509309967	0.3389830508	0	1	0.094017094	0	0	0.1215277778	1	1	0.5	0.0666666667	0.1008077544	1	0.53	0.109375	0.0795454545	0.0502283105	0	0.569
0	0.25	0.6666666667	0.5483870968	0.4758064516	0.48	0.4955752212	0.3770491803	0.6956521739	0.2083333333	0.5165775401	0.0369515012	1	0.4227820372	0.186440678	0.4	1	0.1709401709	0.0464285714	0.8357142857	0	1	1	0.75	0.3111111111	0.442003231	0	0.97	0.4375	0.2784090909	0.4277016743	0.019	0.926
0	0.25	0	0.8951612903	0.9032258065	0.84	0.9646017699	0.8606557377	0.2111801242	0.2731481481	0.4459893048	0	0.333	0.2628696605	0	0	1	0.0256410256	0.7392857143	0.9142857143	0	0	0	0.75	0.2	0.1413570275	0.4	0.83	0.109375	0.0738636364	0.0745814307	0	0.467
0	0.25	0.6666666667	0.7822580645	0.5564516129	0.712	0.4867256637	0.7704918033	0.3354037267	0.2175925926	0.585026738	0	0.963	0.2157721796	0.3949152542	0.8573333333	1	0.0854700855	0.1875	0.9285714286	0.244212963	1	1	0.75	0.3	0.3712439418	0.2285714286	0.84	0.375	0.3409090909	0.5616438356	0.016	0.5
0	0	0	0.9435483871	0.8467741935	0.696	0.9911504425	0	0.2422360248	0.4074074074	0.5272727273	0	0	0.3515881709	0.4237288136	0	1	0.0256410256	0	0.8357142857	0.0706018519	0	1	0.375	0.0222222222	0.0334410339	0.2285714286	0.92	0.046875	0.0795454545	0.0867579909	0	0.889
0	0.5	0.6666666667	0.5967741935	0.5887096774	0.6	0.7345132743	0.4508196721	0.2857142857	0.3703703704	0.7229946524	0.0138568129	1	0.3176341731	0.4237288136	0.444	1	0.1111111111	0.1875	0.9071428571	0	1	1	1	0.3	0.3775444265	0.4571428571	0.84	0.375	0.2897727273	0.4277016743	0	0.429
0	0.75	0.3333333333	0.9032258065	0.9032258065	0.768	0.9646017699	0.6147540984	0.3540372671	0.1898148148	0.4941176471	0	1	0.3647316539	0.5254237288	0	0	0.094017094	0	0.6357142857	0	1	1	0	0.1777777778	0.262358643	0.4285714286	0.78	0.265625	0.1931818182	0.2207001522	0	0.923
1	0.25	0.6666666667	0.3709677419	0.1935483871	0.304	0.1592920354	0.6803278689	0.602484472	0.5092592593	0.6887700535	0.0069284065	0.889	0.726177437	0.4237288136	0.7613333333	1	0.2307692308	0.175	0.9857142857	0.1284722222	1	1	0.375	0.3333333333	0.4439418417	0.0571428571	0.83	0.421875	0.2556818182	0.2633181126	0	0.32
0	0.75	0.6666666667	0.7338709677	0.8225806452	0.904	0.8672566372	0.4262295082	0.2049689441	0.1064814815	0.4973262032	0.0069284065	1	0.143483023	0.593220339	0	1	0.0512820513	0.8321428571	0.8357142857	0	1	1	0.875	0.5222222222	0.362358643	0.5428571429	0.81	0.328125	0.2784090909	0.3424657534	0	0.359
0	1	0.6666666667	0.5241935484	0.4677419355	0.472	0.7699115044	0.9836065574	0.5590062112	0.2916666667	0.6919786096	0.0069284065	1	0.3811610077	0.5423728814	0.812	0	0.1709401709	0	0.9	0	1	1	0.5	0.2111111111	0.3027463651	0.4857142857	0.7	0.3125	0.25	0.3363774734	0	1
1	0	0.6666666667	0.314516129	0.4112903226	0.504	0.3716814159	0.7786885246	0.3291925466	0.2777777778	0.6748663102	0.2655889145	1	0.5848849945	0.3728813559	0.4573333333	1	0.2820512821	0.0571428571	1	0	1	1	1	0.2222222222	0.2697899838	0.0857142857	0.9	0.3125	0.2897727273	0.4094368341	0	0.648
0	0	1	0.4193548387	0.4838709677	0.496	0.7079646018	0.5409836066	0.4906832298	0.4027777778	0.5572192513	0.0161662818	0.692	0.5399780942	0.593220339	0.7266666667	1	0.2564102564	0.1017857143	0.8428571429	0	1	1	1	0.2666666667	0.3374798061	0.2571428571	0.77	0.359375	0.4261363636	0.4277016743	0	0.721
0	0	0	0.9919354839	0.9193548387	0.984	0.185840708	0.7786885246	0.1552795031	0.3287037037	0	0.0207852194	1	0.4490690033	0.0847457627	0.6666666667	1	0.0341880342	0	0.8357142857	0	1	1	0.375	0.0666666667	0.0163166397	0.6857142857	0.76	0.109375	0.0397727273	0.098934551	0	1
1	0	0	0.6048387097	0.4919354839	0.456	0.814159292	0.5327868852	0.4037267081	0.7314814815	0.6684491979	0	0.667	0.4107338445	0.593220339	0	1	0.0341880342	0	0.85	0	1	1	0.25	0.0666666667	0.1008077544	0.8285714286	0.71	0.109375	0.125	0.1232876712	0	0.667
0	0.5	0.3333333333	0.6774193548	0.8064516129	0.656	0.982300885	0.5081967213	0.4596273292	0.2222222222	0.4962566845	0	0	0.3373493976	0.593220339	0.848	1	0.0854700855	0	0.7785714286	0	1	1	0.75	0.2555555556	0.3754442649	0.6	0.79	0.375	0.1818181818	0.2328767123	0	0.939
0	0.5	0.6666666667	0.9112903226	0.9516129032	0.904	0.8849557522	0.4426229508	0.4099378882	0.0740740741	0.2139037433	0	0.778	0.2442497262	0.4237288136	0	1	0.1111111111	0.1428571429	0.6642857143	0	0	1	0.875	0.1555555556	0.2090468498	0	0	0.203125	0.2443181818	0.3363774734	0	0.935
1	1	0	0.5725806452	0.6693548387	0.552	0.7433628319	1	0.4720496894	0.1898148148	0.7625668449	0.0323325635	1	0.3526834611	0.3389830508	0	1	0.0256410256	0.0589285714	0.9571428571	0	1	1	0.75	0.2111111111	0.1403877221	0.2	0.93	0.296875	0	0.1598173516	0	0.8
0	0.75	0.6666666667	0.5	0.4758064516	0.536	0.592920354	0.7540983607	0.3788819876	0.4907407407	0.5080213904	0.0415704388	1	0.3745892662	0.7118644068	0.6666666667	1	0.1196581197	0.65	0.8357142857	0	1	1	0.75	0.3666666667	0.2906300485	0.2	0.84	0.28125	0.2443181818	0.2754946728	0.021	0.292
0	0.75	1	0.2177419355	0.2338709677	0.216	0.7079646018	0.9754098361	0.4534161491	0.4583333333	0.7326203209	0.4595842956	1	0.3964950712	0.4237288136	0.3026666667	1	0.4273504274	0.1517857143	0.8357142857	0.2314814815	1	1	0.875	0.4	0.4006462036	0.4857142857	0.83	0.515625	0.6193181818	0.9269406393	0.06	0.58
0	0.25	0	0.9435483871	0.9919354839	1	0.796460177	0.0819672131	0.0062111801	0.1296296296	0.1262032086	0	1	0.4096385542	0.4237288136	0	1	0.0512820513	0	0.7928571429	0	1	1	0.875	0.1222222222	0.1815831987	0.6571428571	0.77	0.1875	0.0852272727	0.1354642314	0	0.947
0	1	0.3333333333	0.5161290323	0.5483870968	0.48	0.7610619469	0.6885245902	0.3540372671	0.4398148148	0.777540107	0.0600461894	1	0.4490690033	0.5084745763	0	1	0.188034188	0	0.8357142857	0	0	1	0.75	0.3555555556	0.5024232633	0.2571428571	0.91	0.515625	0.1704545455	0.4520547945	0.063	0.656
0	0	0	0.8790322581	0.7903225806	0.592	0.7345132743	0.8196721311	0.3043478261	0.3842592593	0.6106951872	0.0715935335	1	0.3198247536	0.5084745763	0	1	0.0085470085	0.1982142857	0.4285714286	0	1	1	0.875	0.0777777778	0.0957996769	0.1714285714	0.83	0.09375	0.0284090909	0.0076103501	0	0.5
0	0.5	0.3333333333	0.5725806452	0.4274193548	0.576	0.1681415929	0.7049180328	0.3726708075	0.2083333333	0.6962566845	0.1639722864	1	0.3866374589	0.4576271186	0.9853333333	1	0.1623931624	0	0.9428571429	0	1	1	0.75	0.1444444444	0.1936995153	0.3714285714	0.79	0.21875	0.1988636364	0.3120243531	0	0.537
0	1	1	0.3790322581	0.4516129032	0.464	0.6725663717	0.9016393443	0.4534161491	0.4074074074	0.7326203209	0.0138568129	0.955	0.3406352683	0.5508474576	0.5333333333	1	0.2478632479	0.1589285714	1	0	1	1	0.75	0.5	0.6117932149	0.2571428571	0.86	0.640625	0.4318181818	0.4885844749	0.038	0.57
0	0.25	1	0.0967741935	0.1048387097	0.16	0.6194690265	0.7786885246	0.8074534161	0.4166666667	0.7764705882	0.129330254	1	0.3723986857	0.5474576271	0.556	1	0.5213675214	0.125	1	0.1493055556	1	1	0.875	0.5111111111	0.6549273021	0.4	0	0.671875	0.7556818182	0.8843226788	0	0.772
0	0.25	0.3333333333	0.8548387097	0.935483871	0.864	0.8761061947	0.6557377049	0.1304347826	0.0925925926	0.7262032086	0.0438799076	0.857	0.3592552026	0.5084745763	0	1	0.0512820513	0	0.8357142857	0	0	1	0.375	0.2777777778	0.4077544426	0.4857142857	0.78	0.390625	0.1761363636	0.1719939117	0	0.697
1	0.75	0.3333333333	0.3629032258	0.2258064516	0.424	0.0884955752	0.6393442623	0.5031055901	0.3148148148	0.7454545455	0.1062355658	1	0.6188389923	0.4220338983	0.8146666667	1	0.1538461538	0.5428571429	1	0	1	1	0.75	0.3888888889	0.3576736672	0.2	0.89	0.34375	0.1534090909	0.1659056317	0	0.344
0	0.5	0.3333333333	0.7258064516	0.6370967742	0.704	0.407079646	0.4918032787	0.3291925466	0.2083333333	0.6160427807	0.0046189376	1	0.4830230011	0.0847457627	0	1	0.188034188	0.4392857143	0.7928571429	0	0	1	0.875	0.6	0.549273021	0.4	0.8	0.609375	0.1420454545	0.3120243531	0.074	0.889
1	0.25	0.3333333333	0.6048387097	0.7016129032	0.76	0.5575221239	0.8278688525	0.2795031056	0.212962963	0.5882352941	0.0230946882	0.833	0.4008762322	0.3796610169	0.6666666667	1	0.0854700855	0	0.9428571429	0	1	1	1	0.1	0.142003231	0.4285714286	0.85	0.15625	0.1875	0.2328767123	0.025	0.475
0	0.25	0	0.9032258065	0.7096774194	0.76	0.5398230088	0.0245901639	0.3726708075	0.125	0.4898395722	0.0277136259	1	0.5377875137	0.3677966102	0	1	0.094017094	0	0.8357142857	0	0	1	0.5	0.2444444444	0.3592891761	0.2571428571	0.88	0.359375	0.1193181818	0.1232876712	0	0.81
0	0.25	0	0.8629032258	0.7580645161	0.92	0.3274336283	0.7213114754	0.2608695652	0.2037037037	0.2160427807	0	1	0.7535596933	0.4847457627	0	1	0.0427350427	0.1125	0.9857142857	0	0	1	1	0.0555555556	0.0747980614	0.3714285714	0.88	0.078125	0.0227272727	0	0	0
1	0	0.3333333333	0.064516129	0.0806451613	0.088	0.4159292035	0.5737704918	0.2608695652	0.5925925926	0.6951871658	1	1	0.69550931	0.5084745763	0.4106666667	1	0.2051282051	0	0.9857142857	0	1	1	1	0.0555555556	0.0537964459	0	1	0.09375	0.1590909091	0.1293759513	0	0.03
