Outlying Skewed Clumpy Sparse Striated Convex Skinny Stringy Monotonic
0.0 0.8358823207964861 0.14177747697012075 0.1541800207485337 0.5 0.0802021137018463 0.4334859531651153 0.6836869668502321 0.008964191000879074
0.0 0.8205613654664676 0.14407770702197545 0.11670651085894682 0.5471698113207547 0.08636444145535895 0.5589479369973678 0.7135991061710795 0.053509456616816525
0.05846277362495202 0.7389204136372152 0.041170258615911504 0.07086354416586628 0.021739130434782608 0.4720667639358552 0.5985617283946748 0.4570138984857758 0.5996508994126566
0.41192667925139637 0.8429918941543628 0.21039662132502018 0.16116258643749992 0.375 0.07392104174268288 0.4932165272463068 0.7406327610409243 0.18672838505632228
0.5571546239797568 0.7234540830174362 0.06293224998436134 0.06267687460167459 0.16981132075471697 0.4766245678223006 0.618516112451643 0.7135991061710795 0.05766011273428066
0.5897949795195526 0.7353112548895735 0.11253781469804003 0.07853549180721958 0.041666666666666664 0.35161050025716123 0.6708676047619055 0.6836869668502321 0.06679506350065502
0.0 0.7306581482736054 0.20795954697235053 0.09213085986904584 0.25 0.07828577301492835 0.5784143676692874 0.43897600000000003 0.03201712660977754
0.47403056157007084 0.7539560596227264 0.09513312851014274 0.06285320277294108 0.045454545454545456 0.4517058611766454 0.5832891433620642 0.540974444952497 0.19016040761478262
0.44228225796663034 0.8694253769403111 0.04685459190798825 0.0867287540419751 0.046153846153846156 0.6454709541986924 0.5418957799696076 0.315614073952785 0.039753048261291224
1.159334414911286 0.9259270659576297 0.059233971692365675 0.13515089809511532 0.13043478260869565 0.9548812553821784 0.15511287837325427 0.5971715993585069 0.011508125717512127
0.0 0.7608223446420115 0.09005138848133112 0.1645076930504878 0.4791666666666667 0.08021907137141937 0.46608638190856533 0.6836869668502321 0.02139587025063414
0.06841931461936279 0.7483716710101479 0.05808081920593483 0.06273826234861446 0.05102040816326531 0.4765432974178927 0.6180557542524365 0.40565085108853033 0.5345364989846187
0.3170967714509017 0.8468708068978352 0.03308015428148584 0.08811579760402609 0.06818181818181818 0.38316263635487635 0.6057356052072501 0.4037971562422946 0.5822006781570874
0.6574560429773358 0.7605496622970087 0.08263528703081642 0.07265393614774655 0.1836734693877551 0.40786719418053935 0.6060252905997353 0.5702761132310906 0.0842884023709199
